id,event_id,name,price_cents,quantity_total,quantity_sold,sales_starts_at,sales_ends_at,attributes,created_at,updated_at
f4feb2bb-1230-4198-b3d2-401399351899,82b2b5b4-b155-4aee-973d-9413641360d0,Premium,1500,376,308,2025-09-02T00:40:24.453922+00:00,2025-10-13T16:40:24.453922+00:00,,2025-09-05T17:34:25.277100+00:00,2025-09-05T17:34:25.277100+00:00
4452d05b-9f29-4f74-8033-0f47b9273989,cab034cb-f0c8-4a62-ba34-748796587176,VIP,2000,119,65,2025-05-30T00:23:24.453958+00:00,2025-07-10T11:23:24.453958+00:00,,2025-09-05T17:34:25.277100+00:00,2025-09-05T17:34:25.277100+00:00
8fa147a5-c124-4b3a-9293-5c371ac6d622,cab034cb-f0c8-4a62-ba34-748796587176,Late Entry,1500,425,204,2025-05-29T22:23:24.453958+00:00,2025-07-10T10:23:24.453958+00:00,"{""color"": ""purple"", ""transferable"": false, ""notes"": ""Includes merch""}",2025-09-05T17:34:25.277100+00:00,2025-09-05T17:34:25.277100+00:00
f00f9339-ecc1-4018-9cc2-ccd01af06482,7ad48611-b697-49ba-9bab-68b56ef8e49b,Student,4000,415,248,2025-07-21T18:08:24.454000+00:00,2025-08-31T02:08:24.454000+00:00,"{""color"": ""purple"", ""transferable"": false, ""notes"": """"}",2025-09-05T17:34:25.277100+00:00,2025-09-05T17:34:25.277100+00:00
ffc08acf-4241-4574-a7da-566827241312,7ad48611-b697-49ba-9bab-68b56ef8e49b,Early Bird,2500,342,11,2025-07-21T19:08:24.454000+00:00,2025-08-30T10:08:24.454000+00:00,,2025-09-05T17:34:25.277100+00:00,2025-09-05T17:34:25.277100+00:00
57892178-1f47-47bf-b559-1ee4452fab52,b8cd95f7-1929-4e69-8388-57801a869e0e,General Admission,1000,403,32,2025-10-27T16:15:24.454038+00:00,2025-11-13T09:15:24.454038+00:00,,2025-09-05T17:34:25.277100+00:00,2025-09-05T17:34:25.277100+00:00
8a2d3b30-a5c5-42f0-a7a9-4e8a381313b5,b8cd95f7-1929-4e69-8388-57801a869e0e,Staff,2000,161,115,2025-10-27T19:15:24.454038+00:00,2025-11-13T05:15:24.454038+00:00,"{""color"": ""purple"", ""transferable"": false, ""notes"": ""Limited availability""}",2025-09-05T17:34:25.277100+00:00,2025-09-05T17:34:25.277100+00:00
798395f3-3d89-4d41-b980-45ba3f7f339a,b8cd95f7-1929-4e69-8388-57801a869e0e,VIP,500,348,68,2025-10-27T12:15:24.454038+00:00,2025-11-12T23:15:24.454038+00:00,,2025-09-05T17:34:25.277100+00:00,2025-09-05T17:34:25.277100+00:00
c454c7ba-2a04-4c03-a65c-a8e870a84a54,911eb272-b2d7-4c7f-b68b-9f05cfa39292,Student,2000,430,254,2025-11-28T19:51:24.454078+00:00,2026-01-01T00:51:24.454078+00:00,"{""color"": ""purple"", ""transferable"": false, ""notes"": ""Includes merch""}",2025-09-05T17:34:25.277100+00:00,2025-09-05T17:34:25.277100+00:00
dbf10918-bb53-40e6-b3a2-c88abeeb7549,911eb272-b2d7-4c7f-b68b-9f05cfa39292,Premium,0,195,65,2025-11-29T10:51:24.454078+00:00,2025-12-31T13:51:24.454078+00:00,,2025-09-05T17:34:25.277100+00:00,2025-09-05T17:34:25.277100+00:00
e96db1d7-d30b-4fc0-8771-a6af363dd412,e02339c1-1e1e-409c-8aa1-4e56f503bdbb,Late Entry,1000,230,51,2025-08-08T05:52:24.454103+00:00,2025-09-14T22:52:24.454103+00:00,,2025-09-05T17:34:25.277100+00:00,2025-09-05T17:34:25.277100+00:00
7a62de3f-3818-4cc8-96ec-737af47d1c56,e02339c1-1e1e-409c-8aa1-4e56f503bdbb,VIP,1500,50,23,2025-08-08T11:52:24.454103+00:00,2025-09-14T05:52:24.454103+00:00,,2025-09-05T17:34:25.277100+00:00,2025-09-05T17:34:25.277100+00:00
6ee6909d-1259-4086-9580-688cc1c9dfb2,e02339c1-1e1e-409c-8aa1-4e56f503bdbb,General Admission,4000,479,36,2025-08-08T09:52:24.454103+00:00,2025-09-14T10:52:24.454103+00:00,,2025-09-05T17:34:25.277100+00:00,2025-09-05T17:34:25.277100+00:00
63b13eb6-dfee-4d1b-b29d-2b31a6c24154,acfb9259-2bf1-4630-9851-4da5cf949afc,Late Entry,5000,233,169,2025-08-23T15:21:24.454130+00:00,2025-09-10T20:21:24.454130+00:00,,2025-09-05T17:34:25.277100+00:00,2025-09-05T17:34:25.277100+00:00
5a3b6a83-4bd4-484a-be07-3bb2f6b0d296,acfb9259-2bf1-4630-9851-4da5cf949afc,General Admission,2000,446,311,2025-08-23T17:21:24.454130+00:00,2025-09-10T02:21:24.454130+00:00,,2025-09-05T17:34:25.277100+00:00,2025-09-05T17:34:25.277100+00:00
c2b66953-da09-4dd2-8b56-5b57c2433a44,acfb9259-2bf1-4630-9851-4da5cf949afc,Premium,500,60,47,2025-08-24T10:21:24.454130+00:00,2025-09-10T13:21:24.454130+00:00,,2025-09-05T17:34:25.277100+00:00,2025-09-05T17:34:25.277100+00:00
420d4a81-6a96-4143-9b50-a89b24c3d26e,86d2d2cf-63d5-4b6b-bc44-3b545d673173,Family,2500,157,89,2025-08-25T15:40:24.454167+00:00,2025-10-06T08:40:24.454167+00:00,"{""color"": ""red"", ""transferable"": false, ""notes"": """"}",2025-09-05T17:34:25.277100+00:00,2025-09-05T17:34:25.277100+00:00
d1450d82-469d-4c1f-be37-edc4aa11831e,86d2d2cf-63d5-4b6b-bc44-3b545d673173,Staff,1500,109,58,2025-08-25T12:40:24.454167+00:00,2025-10-06T00:40:24.454167+00:00,"{""color"": ""blue"", ""transferable"": false, ""notes"": ""Includes merch""}",2025-09-05T17:34:25.277100+00:00,2025-09-05T17:34:25.277100+00:00
98bd3903-784d-424f-882c-bf6bb06d97cc,86d2d2cf-63d5-4b6b-bc44-3b545d673173,Student,3000,322,321,2025-08-25T21:40:24.454167+00:00,2025-10-06T00:40:24.454167+00:00,,2025-09-05T17:34:25.277100+00:00,2025-09-05T17:34:25.277100+00:00
1bfef208-e1d3-4ced-865c-18f47127cf43,773854c6-cec6-49ef-b37c-cc5ba0ca507b,Premium,1000,59,31,2025-08-25T00:48:24.454195+00:00,2025-10-06T22:48:24.454195+00:00,"{""color"": ""red"", ""transferable"": false, ""notes"": ""Non-refundable""}",2025-09-05T17:34:25.277100+00:00,2025-09-05T17:34:25.277100+00:00
f1e23594-fe13-465b-b5d3-57d78dea191f,773854c6-cec6-49ef-b37c-cc5ba0ca507b,Early Bird,500,104,78,2025-08-24T15:48:24.454195+00:00,2025-10-07T20:48:24.454195+00:00,"{""color"": ""blue"", ""transferable"": true, ""notes"": ""Non-refundable""}",2025-09-05T17:34:25.277100+00:00,2025-09-05T17:34:25.277100+00:00
a8005388-058f-43b5-b9f9-b908bab78bba,9ef18fe0-ce24-4f70-a106-6eabfea07803,VIP,2500,450,106,2025-11-01T01:15:24.454230+00:00,2025-12-06T02:15:24.454230+00:00,,2025-09-05T17:34:25.277100+00:00,2025-09-05T17:34:25.277100+00:00
9c903ad5-29da-4787-a1fa-d886a4a514eb,9ef18fe0-ce24-4f70-a106-6eabfea07803,Staff,0,105,59,2025-10-31T23:15:24.454230+00:00,2025-12-06T05:15:24.454230+00:00,"{""color"": ""green"", ""transferable"": false, ""notes"": """"}",2025-09-05T17:34:25.277100+00:00,2025-09-05T17:34:25.277100+00:00
48b82ab5-aee0-4aab-ae8b-34718e052801,9ef18fe0-ce24-4f70-a106-6eabfea07803,Student,1000,484,34,2025-11-01T13:15:24.454230+00:00,2025-12-06T21:15:24.454230+00:00,,2025-09-05T17:34:25.277100+00:00,2025-09-05T17:34:25.277100+00:00
a7f6444a-dcc9-4def-b60a-c252ba121191,af597f46-d4b6-4d49-907d-b3383ce43f12,General Admission,500,290,229,2025-07-09T11:57:24.454265+00:00,2025-07-26T08:57:24.454265+00:00,,2025-09-05T17:34:25.277100+00:00,2025-09-05T17:34:25.277100+00:00
466189cc-8461-4df5-a2ef-0a1503d0bcd1,af597f46-d4b6-4d49-907d-b3383ce43f12,Student,5000,93,55,2025-07-09T12:57:24.454265+00:00,2025-07-26T13:57:24.454265+00:00,"{""color"": ""red"", ""transferable"": false, ""notes"": ""Non-refundable""}",2025-09-05T17:34:25.277100+00:00,2025-09-05T17:34:25.277100+00:00
b8b9b4a8-2ff0-4fb9-966c-68a924b0c356,40110b70-3a5d-4698-8b19-b6698053c80b,Late Entry,5000,55,18,2025-07-22T14:24:24.454303+00:00,2025-08-15T10:24:24.454303+00:00,"{""color"": ""orange"", ""transferable"": true, ""notes"": ""Limited availability""}",2025-09-05T17:34:25.277100+00:00,2025-09-05T17:34:25.277100+00:00
5fb4ba37-a60d-4531-bc85-ff421194ef51,40110b70-3a5d-4698-8b19-b6698053c80b,Student,5000,124,24,2025-07-23T03:24:24.454303+00:00,2025-08-15T17:24:24.454303+00:00,"{""color"": ""red"", ""transferable"": false, ""notes"": """"}",2025-09-05T17:34:25.277100+00:00,2025-09-05T17:34:25.277100+00:00
0282ed32-0b6a-4594-92a8-11a5f911e63d,e4a52d88-8138-4014-b75f-93da46460871,Student,3000,179,147,2025-08-01T19:59:24.454331+00:00,2025-09-02T21:59:24.454331+00:00,,2025-09-05T17:34:25.277100+00:00,2025-09-05T17:34:25.277100+00:00
f8f8736e-bb33-4b46-895d-0ac0186f7f7e,e4a52d88-8138-4014-b75f-93da46460871,Staff,5000,360,334,2025-08-02T15:59:24.454331+00:00,2025-09-02T05:59:24.454331+00:00,"{""color"": ""orange"", ""transferable"": false, ""notes"": """"}",2025-09-05T17:34:25.277100+00:00,2025-09-05T17:34:25.277100+00:00
c86493e6-a882-4ce2-b8ae-419b787bdaf5,e4a52d88-8138-4014-b75f-93da46460871,General Admission,2000,208,9,2025-08-01T23:59:24.454331+00:00,2025-09-02T20:59:24.454331+00:00,"{""color"": ""red"", ""transferable"": false, ""notes"": ""Non-refundable""}",2025-09-05T17:34:25.277100+00:00,2025-09-05T17:34:25.277100+00:00
643c51ba-e64a-4730-8bcb-1bafa5ed7924,ba64677d-f708-4b38-8c17-b1d0dcf76998,Early Bird,3000,102,98,2025-06-12T03:17:24.454369+00:00,2025-07-11T04:17:24.454369+00:00,"{""color"": ""orange"", ""transferable"": false, ""notes"": """"}",2025-09-05T17:34:25.277100+00:00,2025-09-05T17:34:25.277100+00:00
e0592d4f-d738-4af8-913c-0651d55721d8,ba64677d-f708-4b38-8c17-b1d0dcf76998,General Admission,2500,338,38,2025-06-12T07:17:24.454369+00:00,2025-07-11T09:17:24.454369+00:00,,2025-09-05T17:34:25.277100+00:00,2025-09-05T17:34:25.277100+00:00
83807141-eb0c-47a3-bd89-853243afc3a7,bb28e12b-9859-484c-be39-d12748885849,Staff,1000,85,53,2025-09-21T21:14:24.454394+00:00,2025-10-03T07:14:24.454394+00:00,"{""color"": ""blue"", ""transferable"": true, ""notes"": ""Limited availability""}",2025-09-05T17:34:25.277100+00:00,2025-09-05T17:34:25.277100+00:00
bf419ffd-4343-465a-b0d2-cab16d3afbd6,bb28e12b-9859-484c-be39-d12748885849,VIP,4000,117,43,2025-09-21T21:14:24.454394+00:00,2025-10-02T22:14:24.454394+00:00,"{""color"": ""green"", ""transferable"": false, ""notes"": ""Limited availability""}",2025-09-05T17:34:25.277100+00:00,2025-09-05T17:34:25.277100+00:00
c1965323-4665-4f56-82f1-6651755a3791,e829aa3f-f939-4e1c-b84a-f9d66435e544,Staff,1500,283,170,2025-09-11T03:38:24.454418+00:00,2025-10-15T07:38:24.454418+00:00,"{""color"": ""blue"", ""transferable"": false, ""notes"": ""Includes merch""}",2025-09-05T17:34:25.277100+00:00,2025-09-05T17:34:25.277100+00:00
216c05fb-1a8a-4213-8baf-b8b09ccd441c,e829aa3f-f939-4e1c-b84a-f9d66435e544,Family,500,271,181,2025-09-10T22:38:24.454418+00:00,2025-10-15T07:38:24.454418+00:00,"{""color"": ""blue"", ""transferable"": true, ""notes"": ""Limited availability""}",2025-09-05T17:34:25.277100+00:00,2025-09-05T17:34:25.277100+00:00
20dc3b8f-efd9-4c3a-a59b-8cc1839e124e,e829aa3f-f939-4e1c-b84a-f9d66435e544,VIP,0,222,207,2025-09-11T12:38:24.454418+00:00,2025-10-15T01:38:24.454418+00:00,,2025-09-05T17:34:25.277100+00:00,2025-09-05T17:34:25.277100+00:00
b5cdd8e3-e194-4bfc-883b-05a857cb0673,b9d5732e-7095-49fe-a6b2-e027265c1d28,Student,1500,141,14,2025-10-17T13:54:24.454456+00:00,2025-11-17T01:54:24.454456+00:00,,2025-09-05T17:34:25.277100+00:00,2025-09-05T17:34:25.277100+00:00
2fe10a5d-b916-4b1c-bd75-8760d1b43fcc,b9d5732e-7095-49fe-a6b2-e027265c1d28,Late Entry,0,220,176,2025-10-17T07:54:24.454456+00:00,2025-11-17T07:54:24.454456+00:00,"{""color"": ""orange"", ""transferable"": true, ""notes"": ""Limited availability""}",2025-09-05T17:34:25.277100+00:00,2025-09-05T17:34:25.277100+00:00
4b895382-78d9-45d8-b897-29f071be06cc,b9d5732e-7095-49fe-a6b2-e027265c1d28,General Admission,3000,173,72,2025-10-17T13:54:24.454456+00:00,2025-11-16T20:54:24.454456+00:00,"{""color"": ""red"", ""transferable"": false, ""notes"": ""Non-refundable""}",2025-09-05T17:34:25.277100+00:00,2025-09-05T17:34:25.277100+00:00
5a2a7787-589b-48cb-a815-eee5c65c692f,91d128c3-80df-43e7-b29c-c401a5a6437f,Staff,2000,379,223,2025-07-28T12:14:24.454492+00:00,2025-09-07T13:14:24.454492+00:00,,2025-09-05T17:34:25.277100+00:00,2025-09-05T17:34:25.277100+00:00
b05246cb-add5-4b2e-b361-f3d0c23ecdd2,91d128c3-80df-43e7-b29c-c401a5a6437f,Family,1000,403,18,2025-07-27T20:14:24.454492+00:00,2025-09-07T20:14:24.454492+00:00,"{""color"": ""purple"", ""transferable"": true, ""notes"": """"}",2025-09-05T17:34:25.277100+00:00,2025-09-05T17:34:25.277100+00:00
5c0cdb97-02b8-4275-8c72-d97e292444b5,98b53d44-ba7d-4eb8-a08c-b05483c06a91,General Admission,5000,446,216,2025-09-15T21:56:24.454531+00:00,2025-10-31T13:56:24.454531+00:00,,2025-09-05T17:34:25.277100+00:00,2025-09-05T17:34:25.277100+00:00
2fd798b1-57cf-4b5c-b280-74bde871a903,98b53d44-ba7d-4eb8-a08c-b05483c06a91,VIP,0,126,43,2025-09-16T04:56:24.454531+00:00,2025-10-31T04:56:24.454531+00:00,,2025-09-05T17:34:25.277100+00:00,2025-09-05T17:34:25.277100+00:00
05a86a45-e3ff-4819-a85b-9e8b7ccba2af,b61b12a5-edff-41a5-9e59-6a92386429fb,VIP,3000,67,52,2025-10-24T14:21:24.454570+00:00,2025-11-04T12:21:24.454570+00:00,,2025-09-05T17:34:25.277100+00:00,2025-09-05T17:34:25.277100+00:00
860ac788-abb1-45f5-843a-36ab5e22691d,b61b12a5-edff-41a5-9e59-6a92386429fb,Premium,3000,453,30,2025-10-25T00:21:24.454570+00:00,2025-11-05T04:21:24.454570+00:00,"{""color"": ""green"", ""transferable"": true, ""notes"": ""Includes merch""}",2025-09-05T17:34:25.277100+00:00,2025-09-05T17:34:25.277100+00:00
4cb3a874-7aa7-4347-bddb-2ad0230478b9,b61b12a5-edff-41a5-9e59-6a92386429fb,Staff,4000,383,97,2025-10-24T08:21:24.454570+00:00,2025-11-04T20:21:24.454570+00:00,,2025-09-05T17:34:25.277100+00:00,2025-09-05T17:34:25.277100+00:00
8661649d-e740-4c3f-a7e0-5f50e381d9af,857dc6b9-1db9-4576-9c89-0143898ed365,Premium,500,432,388,2025-08-05T01:31:24.454608+00:00,2025-08-31T07:31:24.454608+00:00,,2025-09-05T17:34:25.277100+00:00,2025-09-05T17:34:25.277100+00:00
4cef6bba-1661-443d-929b-23a3ca3dfd31,857dc6b9-1db9-4576-9c89-0143898ed365,Student,500,313,189,2025-08-05T03:31:24.454608+00:00,2025-08-31T15:31:24.454608+00:00,"{""color"": ""red"", ""transferable"": false, ""notes"": """"}",2025-09-05T17:34:25.277100+00:00,2025-09-05T17:34:25.277100+00:00
5b0a1a10-bc3a-4031-ab34-7c0165c2fa40,cf3b93a3-c0b2-40ee-b1a4-5bca5ebffd6b,Staff,1500,57,26,2025-08-04T08:10:24.454646+00:00,2025-09-05T07:10:24.454646+00:00,"{""color"": ""green"", ""transferable"": true, ""notes"": ""Limited availability""}",2025-09-05T17:34:25.277100+00:00,2025-09-05T17:34:25.277100+00:00
3bdf649a-b945-4d72-acd8-31de8418e3ad,cf3b93a3-c0b2-40ee-b1a4-5bca5ebffd6b,Premium,5000,241,86,2025-08-04T13:10:24.454646+00:00,2025-09-04T12:10:24.454646+00:00,"{""color"": ""red"", ""transferable"": false, ""notes"": ""Includes merch""}",2025-09-05T17:34:25.277100+00:00,2025-09-05T17:34:25.277100+00:00
6f029018-27c4-4c41-b942-0adb1a200965,8cbd22a8-7529-47e0-a42b-48deb546048f,Late Entry,2000,226,116,2025-07-15T21:29:24.454674+00:00,2025-07-28T04:29:24.454674+00:00,,2025-09-05T17:34:25.277100+00:00,2025-09-05T17:34:25.277100+00:00
9a565c37-01a2-49ff-8bd3-88662814039a,8cbd22a8-7529-47e0-a42b-48deb546048f,Staff,3000,474,368,2025-07-15T04:29:24.454674+00:00,2025-07-28T12:29:24.454674+00:00,"{""color"": ""purple"", ""transferable"": false, ""notes"": ""Non-refundable""}",2025-09-05T17:34:25.277100+00:00,2025-09-05T17:34:25.277100+00:00
55f7f12a-26ed-43d8-8666-ec8ae92778f1,8cbd22a8-7529-47e0-a42b-48deb546048f,VIP,1000,481,207,2025-07-15T19:29:24.454674+00:00,2025-07-27T21:29:24.454674+00:00,"{""color"": ""green"", ""transferable"": false, ""notes"": ""Limited availability""}",2025-09-05T17:34:25.277100+00:00,2025-09-05T17:34:25.277100+00:00
4ceeb887-ad43-46dc-8d03-78cc8f1cf3f8,ecd891e3-b482-4de7-9fdc-a355a9bcbdcf,Family,500,397,319,2025-10-09T07:20:24.454701+00:00,2025-11-12T19:20:24.454701+00:00,"{""color"": ""orange"", ""transferable"": false, ""notes"": """"}",2025-09-05T17:34:25.277100+00:00,2025-09-05T17:34:25.277100+00:00
a6bd8c2e-2f3e-47f1-af1b-4c2f2d504d44,ecd891e3-b482-4de7-9fdc-a355a9bcbdcf,VIP,2500,434,200,2025-10-09T03:20:24.454701+00:00,2025-11-12T10:20:24.454701+00:00,"{""color"": ""red"", ""transferable"": false, ""notes"": ""Includes merch""}",2025-09-05T17:34:25.277100+00:00,2025-09-05T17:34:25.277100+00:00
579bec86-b8d0-487c-a961-ccb0b7041d71,c81e532b-2325-44ac-aef7-9a15c9a44ea5,General Admission,2500,240,121,2025-07-31T02:35:24.454727+00:00,2025-08-08T04:35:24.454727+00:00,"{""color"": ""red"", ""transferable"": false, ""notes"": ""Includes merch""}",2025-09-05T17:34:25.277100+00:00,2025-09-05T17:34:25.277100+00:00
b92f14a2-1595-466c-bba1-0170e83352a1,c81e532b-2325-44ac-aef7-9a15c9a44ea5,VIP,2500,253,27,2025-07-30T20:35:24.454727+00:00,2025-08-08T22:35:24.454727+00:00,"{""color"": ""orange"", ""transferable"": false, ""notes"": """"}",2025-09-05T17:34:25.277100+00:00,2025-09-05T17:34:25.277100+00:00
d36284bb-a1c6-4405-a632-6f5ddf9b02e5,3f154577-46b3-4bcb-bf1c-875c0598788a,Premium,5000,346,42,2025-06-21T10:50:24.454764+00:00,2025-07-26T09:50:24.454764+00:00,"{""color"": ""red"", ""transferable"": false, ""notes"": """"}",2025-09-05T17:34:25.277100+00:00,2025-09-05T17:34:25.277100+00:00
6442501d-8147-429f-bd92-1749440cdb96,3f154577-46b3-4bcb-bf1c-875c0598788a,VIP,3000,366,315,2025-06-21T04:50:24.454764+00:00,2025-07-26T10:50:24.454764+00:00,"{""color"": ""purple"", ""transferable"": false, ""notes"": ""Includes merch""}",2025-09-05T17:34:25.277100+00:00,2025-09-05T17:34:25.277100+00:00
42782472-42a3-4b6e-97c8-15793b95c563,b697bba3-5cba-4b42-8f21-893f8ff186cc,General Admission,2500,158,35,2025-10-18T16:56:24.454792+00:00,2025-11-11T23:56:24.454792+00:00,"{""color"": ""purple"", ""transferable"": true, ""notes"": ""Non-refundable""}",2025-09-05T17:34:25.277100+00:00,2025-09-05T17:34:25.277100+00:00
ad9f1eb0-91c6-42e1-89b2-bca6436b75c7,b697bba3-5cba-4b42-8f21-893f8ff186cc,Staff,2500,209,181,2025-10-18T10:56:24.454792+00:00,2025-11-11T09:56:24.454792+00:00,"{""color"": ""green"", ""transferable"": false, ""notes"": """"}",2025-09-05T17:34:25.277100+00:00,2025-09-05T17:34:25.277100+00:00
c79c3b01-7408-419b-b0b7-85113bd088ec,2301bf41-61c8-4e59-ad39-ae5d11f1ee13,Premium,3000,68,6,2025-07-17T10:23:24.454827+00:00,2025-07-26T12:23:24.454827+00:00,,2025-09-05T17:34:25.277100+00:00,2025-09-05T17:34:25.277100+00:00
72cd13e4-f293-4fa1-9183-dc178cb8d8c5,2301bf41-61c8-4e59-ad39-ae5d11f1ee13,Student,2500,395,41,2025-07-16T21:23:24.454827+00:00,2025-07-26T03:23:24.454827+00:00,,2025-09-05T17:34:25.277100+00:00,2025-09-05T17:34:25.277100+00:00
bcb9aa6b-45db-44e0-8d81-d23cfbcd970e,2301bf41-61c8-4e59-ad39-ae5d11f1ee13,Late Entry,5000,412,10,2025-07-17T09:23:24.454827+00:00,2025-07-26T17:23:24.454827+00:00,,2025-09-05T17:34:25.277100+00:00,2025-09-05T17:34:25.277100+00:00
