section_id,day_of_week,period_id,room_id
46e5e9d7-43a8-4cb0-943b-94457ba4961d,5,,
4a1f443f-c0ac-4f59-ad7d-3fb7e230a7a0,5,,
4a1f443f-c0ac-4f59-ad7d-3fb7e230a7a0,1,,
4a77ba2b-cf13-4612-938d-25882aedadd7,1,,
4a77ba2b-cf13-4612-938d-25882aedadd7,2,,
4ab6e05c-43b6-4940-a008-8a2e4015b183,2,,
4ab6e05c-43b6-4940-a008-8a2e4015b183,3,,
4aca6291-4365-46a5-844d-9d4fb39dd0a2,3,,
4aca6291-4365-46a5-844d-9d4fb39dd0a2,4,,
4c891028-2f00-4154-9eb1-7dd8507ffb1f,4,,
4c891028-2f00-4154-9eb1-7dd8507ffb1f,5,,
4fac10e9-5e22-4b54-b39c-9afc8d2bb4e5,5,,
4fac10e9-5e22-4b54-b39c-9afc8d2bb4e5,1,,
51fcf4ac-a4a3-4cf3-99c9-26ce51ab40c6,1,,
51fcf4ac-a4a3-4cf3-99c9-26ce51ab40c6,2,,
55cb2a24-8e01-4ebd-9686-04ec4de1f35d,2,,
55cb2a24-8e01-4ebd-9686-04ec4de1f35d,3,,
5b65387a-f133-4a07-a07d-10dd0a375d28,3,,
5b65387a-f133-4a07-a07d-10dd0a375d28,4,,
5df40646-f984-444c-b8f5-b0941b5a4adf,4,,
5df40646-f984-444c-b8f5-b0941b5a4adf,5,,
5f5f8e9a-7f3a-4b4d-8f99-938834e44f0b,5,,
5f5f8e9a-7f3a-4b4d-8f99-938834e44f0b,1,,
6046f517-6e33-4084-b5df-f821f84b7c7e,1,,
6046f517-6e33-4084-b5df-f821f84b7c7e,2,,
6458fc13-2396-40c9-b537-b1afa165b9cc,2,,
6458fc13-2396-40c9-b537-b1afa165b9cc,3,,
65973d4a-f193-4ba1-82d6-9f29134804c6,3,,
65973d4a-f193-4ba1-82d6-9f29134804c6,4,,
66d8ff3c-26fc-4b52-a5ce-a0ed57fadd48,4,,
66d8ff3c-26fc-4b52-a5ce-a0ed57fadd48,5,,
67583431-5958-4503-a78e-537ae38f4a90,5,,
67583431-5958-4503-a78e-537ae38f4a90,1,,
680ebdfe-da16-440a-85a4-7eb9d287ed5b,1,,
680ebdfe-da16-440a-85a4-7eb9d287ed5b,2,,
6ba4c852-9873-4afc-a3db-d7dec34b2666,2,,
6ba4c852-9873-4afc-a3db-d7dec34b2666,3,,
716320ff-9bac-4df8-8a86-4d9833caaed2,3,,
716320ff-9bac-4df8-8a86-4d9833caaed2,4,,
72f230d9-2962-4388-a0c2-6020d3e071b4,4,,
72f230d9-2962-4388-a0c2-6020d3e071b4,5,,
73a7c8ca-6493-45f7-85b6-fc8d23fe2857,5,,
73a7c8ca-6493-45f7-85b6-fc8d23fe2857,1,,
760a1074-89cb-4317-ba1b-5a19a45e7f34,1,,
760a1074-89cb-4317-ba1b-5a19a45e7f34,2,,
76f8369c-9365-40f7-99e8-94140d10e0eb,2,,
76f8369c-9365-40f7-99e8-94140d10e0eb,3,,
7be3f002-bc84-4438-aea5-9e8d545b9cb7,3,,
7be3f002-bc84-4438-aea5-9e8d545b9cb7,4,,
809b0952-decc-4d4d-aae4-29bdc96aa240,4,,
809b0952-decc-4d4d-aae4-29bdc96aa240,5,,
815d33b4-f866-4892-a37a-32646c9a8de6,5,,
815d33b4-f866-4892-a37a-32646c9a8de6,1,,
8241f5eb-1175-40a9-9bb9-c407b4abf3e4,1,,
8241f5eb-1175-40a9-9bb9-c407b4abf3e4,2,,
83eb8bbc-0f73-4d86-bd8c-b331974f6c21,2,,
83eb8bbc-0f73-4d86-bd8c-b331974f6c21,3,,
92578a06-c652-4950-9333-b4a45ca9c419,3,,
92578a06-c652-4950-9333-b4a45ca9c419,4,,
950dbd41-0a3d-4167-8957-9a1f42ae4d93,4,,
950dbd41-0a3d-4167-8957-9a1f42ae4d93,5,,
98d1fea2-79f0-4773-909b-ff50fb1b9df7,5,,
98d1fea2-79f0-4773-909b-ff50fb1b9df7,1,,
9cae6813-58e4-48bf-be71-9485718ff510,1,,
9cae6813-58e4-48bf-be71-9485718ff510,2,,
9cbcb940-b929-4b8d-b6ed-d072daecbcdc,2,,
9cbcb940-b929-4b8d-b6ed-d072daecbcdc,3,,
a4b8c654-dea8-45b1-94d4-a486125bec99,3,,
a4b8c654-dea8-45b1-94d4-a486125bec99,4,,
a8e41b9e-d965-40e7-a467-f9fff6db775a,4,,
a8e41b9e-d965-40e7-a467-f9fff6db775a,5,,
ab21b3e8-416b-42d7-8443-e1bb5c3fff49,5,,
ab21b3e8-416b-42d7-8443-e1bb5c3fff49,1,,
ac066a26-e94a-4a82-81af-36cfe247db85,1,,
ac066a26-e94a-4a82-81af-36cfe247db85,2,,
afb45c4b-d02b-4a08-b487-cdb94b3048ff,2,,
afb45c4b-d02b-4a08-b487-cdb94b3048ff,3,,
afc3426f-2923-4653-bc08-658c40b9e75e,3,,
afc3426f-2923-4653-bc08-658c40b9e75e,4,,
b744814b-2b78-47ca-b1fa-757a067b0203,4,,
b744814b-2b78-47ca-b1fa-757a067b0203,5,,
b7e16753-5557-4dcf-a395-fcbb31ccbd7f,5,,
b7e16753-5557-4dcf-a395-fcbb31ccbd7f,1,,
c2179a3a-0bd7-4bf5-8f75-7db4099eb22a,1,,
c2179a3a-0bd7-4bf5-8f75-7db4099eb22a,2,,
cd790481-9a25-4a57-9d33-eac31404e1eb,2,,
cd790481-9a25-4a57-9d33-eac31404e1eb,3,,
cea804ce-9613-4544-ab13-d56468d88251,3,,
cea804ce-9613-4544-ab13-d56468d88251,4,,
d607c543-b14d-48f4-938e-06374e222678,4,,
d607c543-b14d-48f4-938e-06374e222678,5,,
d66e3676-28de-4fc6-8476-361a711f450b,5,,
d66e3676-28de-4fc6-8476-361a711f450b,1,,
d71772f7-d4d4-4ff6-a312-fd9564337ce7,1,,
d71772f7-d4d4-4ff6-a312-fd9564337ce7,2,,
d72c6cd2-81fa-4b64-bee9-2b90e197adbe,2,,
d72c6cd2-81fa-4b64-bee9-2b90e197adbe,3,,
d73d4a4b-bd57-456b-8da4-50357a64f964,3,,
d73d4a4b-bd57-456b-8da4-50357a64f964,4,,
d887f89a-64b2-40c8-8552-17c4631e527d,4,,
d887f89a-64b2-40c8-8552-17c4631e527d,5,,
da7781f4-5185-4ad5-8e11-894e4d048281,5,,
da7781f4-5185-4ad5-8e11-894e4d048281,1,,
dce12e27-b243-4ada-a1e9-2ae37c87d270,1,,
dce12e27-b243-4ada-a1e9-2ae37c87d270,2,,
e2e40587-3ea6-4383-a0b5-ebbf0db5c192,2,,
e2e40587-3ea6-4383-a0b5-ebbf0db5c192,3,,
e47ed87d-6bb6-40aa-b794-1fe4894e4a09,3,,
e47ed87d-6bb6-40aa-b794-1fe4894e4a09,4,,
effafc87-2502-4000-b456-5bd4b56fee70,4,,
effafc87-2502-4000-b456-5bd4b56fee70,5,,
f4505418-ee79-4237-af84-cadaf4ab303c,5,,
f4505418-ee79-4237-af84-cadaf4ab303c,1,,
fa275366-8324-430f-bc2b-ac93f98f9c6a,1,,
fa275366-8324-430f-bc2b-ac93f98f9c6a,2,,
fb98ae4f-2240-4638-bbc0-049ce123010f,2,,
fb98ae4f-2240-4638-bbc0-049ce123010f,3,,
fcf79645-8605-412a-a581-1cf4e8eccd57,3,,
fcf79645-8605-412a-a581-1cf4e8eccd57,4,,
