id,school_id,activity_id,title,summary,starts_at,ends_at,venue,status,attributes,created_at,updated_at
6e29e3ac-7844-45b1-840e-0ee7aefe8513,d0b696f8-8a54-4278-9585-3220e631fb01,b10dc877-336f-4552-a306-1718e69e3063,Choir Concert – Community,Join us for an evening of learning and celebration.,2025-08-26T01:08:00.832208+00:00,2025-08-26T05:03:00.832208+00:00,Field A,published,"{""featured"": true, ""color"": ""green"", ""tags"": [""staff"", ""family"", ""sports""]}",2025-09-04T16:25:00.832223+00:00,2025-09-04T16:25:00.832223+00:00
537aa4c0-1244-40ad-a73d-3e6232d1c6a1,fa711034-5c36-4452-b161-a8df81fdce21,ceaa8ed5-9f91-486a-a8e6-127b22b08346,Open House & Info Session,,2025-11-05T17:21:00.832250+00:00,2025-11-05T20:15:00.832250+00:00,Library,cancelled,"{""featured"": false, ""color"": ""purple"", ""tags"": [""students"", ""family""]}",2025-09-04T16:25:00.832264+00:00,2025-09-04T16:25:00.832264+00:00
8a35ac4d-aa63-4248-b2d5-4079d0cc43d1,4d686129-916e-4a0e-b454-b4033d84419b,,Athletics Awards 2025,Information session with Q&A.,2025-10-20T23:51:00.832290+00:00,,Cafeteria,published,"{""featured"": false, ""color"": ""purple"", ""tags"": [""students""]}",2025-09-04T16:25:00.832302+00:00,2025-09-04T16:25:00.832302+00:00
22eb2374-5c9c-45fb-9a7c-920c9d5fabed,fa711034-5c36-4452-b161-a8df81fdce21,ceaa8ed5-9f91-486a-a8e6-127b22b08346,Open House 2025,,2025-11-04T20:12:00.832327+00:00,2025-11-04T23:53:00.832327+00:00,Gymnasium,published,"{""featured"": true, ""color"": ""purple"", ""tags"": [""family"", ""sports""]}",2025-09-04T16:25:00.832341+00:00,2025-09-04T16:25:00.832341+00:00
091a87ee-1c81-46c1-a4e6-809722fdf4d7,4340aa36-1551-48bf-8772-0e9530a6a396,,Science Fair 2025,,2026-01-02T01:31:00.832367+00:00,2026-01-02T03:38:00.832367+00:00,Room 101,published,"{""featured"": false, ""color"": ""purple"", ""tags"": [""music"", ""community"", ""students""]}",2025-09-04T16:25:00.832380+00:00,2025-09-04T16:25:00.832380+00:00
80c08b8f-b184-464a-b862-04a05c9044af,4340aa36-1551-48bf-8772-0e9530a6a396,f8f94ff5-a419-4011-8bce-f711cf790aeb,Math Olympiad (K-8),Join us for an evening of learning and celebration.,2025-07-12T23:45:00.832406+00:00,2025-07-13T01:08:00.832406+00:00,Room 101,published,"{""featured"": false, ""color"": ""green"", ""tags"": [""family""]}",2025-09-04T16:25:00.832419+00:00,2025-09-04T16:25:00.832419+00:00
a4ca59a7-a376-46aa-85e4-566511a3858f,4340aa36-1551-48bf-8772-0e9530a6a396,,Career Day (K-8),Public meeting—agenda to be published.,2025-12-10T20:20:00.832445+00:00,2025-12-10T23:26:00.832445+00:00,Gymnasium,published,"{""featured"": false, ""color"": ""orange"", ""tags"": [""academics"", ""students""]}",2025-09-04T16:25:00.832458+00:00,2025-09-04T16:25:00.832458+00:00
91559be7-1f1b-41c1-a0a5-b1b00db42ae2,718ec127-7bb9-4ac7-bbd6-077c9792ad52,,Parent Night & Info Session,Join us for an evening of learning and celebration.,2025-08-08T04:44:00.832484+00:00,,Gymnasium,published,,2025-09-04T16:25:00.832491+00:00,2025-09-04T16:25:00.832491+00:00
ffa12b80-c36a-4e6d-a287-eb88fca73bef,cf8d4e9e-a074-4403-b113-af8385be244b,,Science Fair – Community,,2025-07-23T03:22:00.832509+00:00,2025-07-23T04:52:00.832509+00:00,Gymnasium,published,,2025-09-04T16:25:00.832518+00:00,2025-09-04T16:25:00.832518+00:00
b1753062-0df6-4b66-9591-882fcc1984f1,718ec127-7bb9-4ac7-bbd6-077c9792ad52,fd0ea464-3b34-4b5d-abc7-a1744c2cf3ef,Open House & Info Session,Join us for an evening of learning and celebration.,2025-10-27T03:53:00.832536+00:00,2025-10-27T04:50:00.832536+00:00,Main Auditorium,published,"{""featured"": false, ""color"": ""green"", ""tags"": [""music"", ""community"", ""students""]}",2025-09-04T16:25:00.832549+00:00,2025-09-04T16:25:00.832549+00:00
10a1f28b-32d1-4323-a62b-3ec57db16c3c,cf8d4e9e-a074-4403-b113-af8385be244b,96f7d566-e12b-4b4c-b967-f5c780f60b2d,Math Olympiad 2025,Information session with Q&A.,2025-07-29T22:33:00.832574+00:00,,Field A,draft,"{""featured"": true, ""color"": ""orange"", ""tags"": [""students"", ""sports"", ""academics""]}",2025-09-04T16:25:00.832587+00:00,2025-09-04T16:25:00.832587+00:00
fe4c20e2-77fa-4e4a-b191-9fdd664227bc,fa711034-5c36-4452-b161-a8df81fdce21,ceaa8ed5-9f91-486a-a8e6-127b22b08346,Athletics Awards,Join us for an evening of learning and celebration.,2026-01-02T12:41:00.832611+00:00,,Cafeteria,draft,,2025-09-04T16:25:00.832619+00:00,2025-09-04T16:25:00.832619+00:00
b2b184fe-ba3e-4ceb-a68b-f9c57941223e,cf8d4e9e-a074-4403-b113-af8385be244b,b10dc877-336f-4552-a306-1718e69e3063,Drama Club Performance 2025,All families welcome.,2025-09-21T06:56:00.832636+00:00,2025-09-21T08:32:00.832636+00:00,Cafeteria,published,"{""featured"": false, ""color"": ""orange"", ""tags"": [""staff"", ""academics"", ""music""]}",2025-09-04T16:25:00.832651+00:00,2025-09-04T16:25:00.832651+00:00
0c00fbd3-8cd7-4648-9dfc-ba4202843894,718ec127-7bb9-4ac7-bbd6-077c9792ad52,,Drama Club Performance 2025,Public meeting—agenda to be published.,2025-10-10T09:11:00.832677+00:00,2025-10-10T12:01:00.832677+00:00,Community Hall,published,,2025-09-04T16:25:00.832686+00:00,2025-09-04T16:25:00.832686+00:00
34ff2b90-3c19-46e4-a013-41028e43afbc,4340aa36-1551-48bf-8772-0e9530a6a396,,Math Olympiad,Student-led event featuring exhibitions and performances.,2025-11-27T15:48:00.832705+00:00,2025-11-27T16:46:00.832705+00:00,,cancelled,"{""featured"": true, ""color"": ""green"", ""tags"": [""music"", ""family""]}",2025-09-04T16:25:00.832722+00:00,2025-09-04T16:25:00.832722+00:00
66ee966c-7c22-48ce-b5af-039370b8944e,cf8d4e9e-a074-4403-b113-af8385be244b,f8f94ff5-a419-4011-8bce-f711cf790aeb,Parent Night & Info Session,Student-led event featuring exhibitions and performances.,2025-12-17T18:45:00.832749+00:00,2025-12-17T19:58:00.832749+00:00,Library,published,"{""featured"": false, ""color"": ""blue"", ""tags"": [""staff"", ""music""]}",2025-09-04T16:25:00.832763+00:00,2025-09-04T16:25:00.832763+00:00
7c630319-e20b-42e8-b132-58998485281a,d0b696f8-8a54-4278-9585-3220e631fb01,90237a32-0331-4a0f-890c-c53f07abf1fd,Math Olympiad,,2025-08-12T18:52:00.832790+00:00,2025-08-12T21:03:00.832790+00:00,Main Auditorium,draft,"{""featured"": true, ""color"": ""red"", ""tags"": [""students"", ""community""]}",2025-09-04T16:25:00.832803+00:00,2025-09-04T16:25:00.832803+00:00
dd9cbc5a-3638-4e6a-8a3d-dcb2df5468b6,4340aa36-1551-48bf-8772-0e9530a6a396,,Athletics Awards – Community,,2025-12-07T18:22:00.832829+00:00,2025-12-07T22:04:00.832829+00:00,Field A,published,"{""featured"": false, ""color"": ""orange"", ""tags"": [""community"", ""music""]}",2025-09-04T16:25:00.832844+00:00,2025-09-04T16:25:00.832844+00:00
fe7764a8-21b4-4dfe-927d-74130a79d75c,cf8d4e9e-a074-4403-b113-af8385be244b,e7d17ffb-59b7-4392-8bc9-6cb5ae502fcb,Open House – Evening,Student-led event featuring exhibitions and performances.,2025-12-19T18:20:00.832870+00:00,,Cafeteria,draft,,2025-09-04T16:25:00.832878+00:00,2025-09-04T16:25:00.832878+00:00
2a074242-0bd8-4250-80e0-58fa431b51a1,718ec127-7bb9-4ac7-bbd6-077c9792ad52,,Open House & Info Session,Public meeting—agenda to be published.,2025-08-03T11:00:00.832896+00:00,2025-08-03T11:48:00.832896+00:00,,draft,"{""featured"": false, ""color"": ""blue"", ""tags"": [""academics"", ""music"", ""sports""]}",2025-09-04T16:25:00.832910+00:00,2025-09-04T16:25:00.832910+00:00
c37f07c7-8d92-449e-a85f-45e87028b9c9,718ec127-7bb9-4ac7-bbd6-077c9792ad52,f8f94ff5-a419-4011-8bce-f711cf790aeb,Board Meeting – Evening,Student-led event featuring exhibitions and performances.,2025-08-03T22:04:00.832934+00:00,2025-08-03T23:04:00.832934+00:00,,draft,,2025-09-04T16:25:00.832943+00:00,2025-09-04T16:25:00.832943+00:00
b606adae-fba4-4bd6-97d7-710302256558,4340aa36-1551-48bf-8772-0e9530a6a396,b10dc877-336f-4552-a306-1718e69e3063,Parent Night – Evening,,2025-12-05T15:15:00.832962+00:00,2025-12-05T18:52:00.832962+00:00,Board Room,published,"{""featured"": true, ""color"": ""blue"", ""tags"": [""staff""]}",2025-09-04T16:25:00.832974+00:00,2025-09-04T16:25:00.832974+00:00
4e92d92f-77c5-4b51-b842-7a926be99d5b,718ec127-7bb9-4ac7-bbd6-077c9792ad52,,Science Fair – Community,Public meeting—agenda to be published.,2025-10-05T02:56:00.832999+00:00,2025-10-05T03:55:00.832999+00:00,Field A,cancelled,"{""featured"": false, ""color"": ""purple"", ""tags"": [""academics""]}",2025-09-04T16:25:00.833012+00:00,2025-09-04T16:25:00.833012+00:00
32d06be8-c694-4de9-922a-c853174544b0,4340aa36-1551-48bf-8772-0e9530a6a396,96f7d566-e12b-4b4c-b967-f5c780f60b2d,Career Day – Evening,,2025-11-21T02:41:00.833039+00:00,2025-11-21T06:31:00.833039+00:00,Cafeteria,published,,2025-09-04T16:25:00.833049+00:00,2025-09-04T16:25:00.833049+00:00
e9775eac-b3c5-4fb9-972d-c3f422c2cac2,fa711034-5c36-4452-b161-a8df81fdce21,f8f94ff5-a419-4011-8bce-f711cf790aeb,Open House (K-8),Join us for an evening of learning and celebration.,2025-12-05T23:55:00.833069+00:00,2025-12-06T01:13:00.833069+00:00,,draft,"{""featured"": false, ""color"": ""blue"", ""tags"": [""family"", ""community""]}",2025-09-04T16:25:00.833083+00:00,2025-09-04T16:25:00.833083+00:00
e8f1d9ec-52b4-4bb7-a866-06b3532b1f17,4340aa36-1551-48bf-8772-0e9530a6a396,fd0ea464-3b34-4b5d-abc7-a1744c2cf3ef,Athletics Awards – Community,All families welcome.,2025-09-07T04:28:00.833108+00:00,2025-09-07T06:18:00.833108+00:00,Gymnasium,draft,"{""featured"": false, ""color"": ""green"", ""tags"": [""students"", ""academics"", ""music""]}",2025-09-04T16:25:00.833122+00:00,2025-09-04T16:25:00.833122+00:00
c9e8225c-a8fc-4ba2-af94-9300e02098f0,4340aa36-1551-48bf-8772-0e9530a6a396,90237a32-0331-4a0f-890c-c53f07abf1fd,Science Fair,,2025-09-23T14:10:00.833149+00:00,2025-09-23T15:10:00.833149+00:00,Library,published,,2025-09-04T16:25:00.833159+00:00,2025-09-04T16:25:00.833159+00:00
1f87cd58-e96d-48ff-b2a3-82c69bc790bf,cf8d4e9e-a074-4403-b113-af8385be244b,e7d17ffb-59b7-4392-8bc9-6cb5ae502fcb,Board Meeting,Student-led event featuring exhibitions and performances.,2025-07-29T08:01:00.833180+00:00,2025-07-29T08:43:00.833180+00:00,Gymnasium,published,"{""featured"": false, ""color"": ""blue"", ""tags"": [""academics"", ""community"", ""family""]}",2025-09-04T16:25:00.833193+00:00,2025-09-04T16:25:00.833193+00:00
0582e7da-cf9e-4cea-aca9-31ecffd612e9,718ec127-7bb9-4ac7-bbd6-077c9792ad52,,Choir Concert (K-8),Public meeting—agenda to be published.,2025-07-12T04:02:00.833220+00:00,,Cafeteria,published,"{""featured"": false, ""color"": ""blue"", ""tags"": [""sports"", ""staff"", ""family""]}",2025-09-04T16:25:00.833232+00:00,2025-09-04T16:25:00.833232+00:00
4a7183ac-5b14-462a-8b88-9b2e063e5848,cf8d4e9e-a074-4403-b113-af8385be244b,,Math Olympiad – Community,Student-led event featuring exhibitions and performances.,2025-09-29T18:09:00.833258+00:00,2025-09-29T19:52:00.833258+00:00,Gymnasium,published,,2025-09-04T16:25:00.833267+00:00,2025-09-04T16:25:00.833267+00:00
348da026-d356-4d3f-a379-bf689765a677,4d686129-916e-4a0e-b454-b4033d84419b,,Career Day & Info Session,Public meeting—agenda to be published.,2025-08-31T15:57:00.833288+00:00,2025-08-31T19:22:00.833288+00:00,Main Auditorium,published,"{""featured"": false, ""color"": ""orange"", ""tags"": [""academics"", ""students""]}",2025-09-04T16:25:00.833301+00:00,2025-09-04T16:25:00.833301+00:00
6149f842-2205-42c1-b680-3f51c70fcb59,cf8d4e9e-a074-4403-b113-af8385be244b,ceaa8ed5-9f91-486a-a8e6-127b22b08346,Career Day (K-8),Student-led event featuring exhibitions and performances.,2025-11-23T05:54:00.833328+00:00,2025-11-23T07:40:00.833328+00:00,,draft,"{""featured"": true, ""color"": ""purple"", ""tags"": [""sports""]}",2025-09-04T16:25:00.833342+00:00,2025-09-04T16:25:00.833342+00:00
7fb60a98-0cf5-4afc-ac09-16e2a2b93dd8,4d686129-916e-4a0e-b454-b4033d84419b,96f7d566-e12b-4b4c-b967-f5c780f60b2d,Career Day (K-8),,2025-07-30T04:43:00.833369+00:00,,Main Auditorium,published,"{""featured"": false, ""color"": ""red"", ""tags"": [""community"", ""staff"", ""music""]}",2025-09-04T16:25:00.833382+00:00,2025-09-04T16:25:00.833382+00:00
710899ca-15de-49fc-96a2-2469b523a198,fa711034-5c36-4452-b161-a8df81fdce21,e7d17ffb-59b7-4392-8bc9-6cb5ae502fcb,Career Day – Evening,,2025-09-13T22:30:00.833408+00:00,2025-09-13T23:02:00.833408+00:00,Board Room,draft,"{""featured"": false, ""color"": ""orange"", ""tags"": [""music""]}",2025-09-04T16:25:00.833422+00:00,2025-09-04T16:25:00.833422+00:00
a172045a-e03b-4141-aec9-0c5ae49d1662,d0b696f8-8a54-4278-9585-3220e631fb01,,Science Fair – Community,,2025-11-23T06:11:00.833450+00:00,2025-11-23T08:37:00.833450+00:00,Room 101,cancelled,"{""featured"": true, ""color"": ""green"", ""tags"": [""academics"", ""students""]}",2025-09-04T16:25:00.833463+00:00,2025-09-04T16:25:00.833463+00:00
dcbc0b2b-66c6-4e32-80f1-d87d1ca485d3,aacc97ab-c50a-4e1e-856b-b91c5494968e,,Math Olympiad & Info Session,Information session with Q&A.,2025-11-06T06:45:00.833490+00:00,2025-11-06T08:16:00.833490+00:00,Library,draft,,2025-09-04T16:25:00.833500+00:00,2025-09-04T16:25:00.833500+00:00
88e878e0-54a3-43ac-9fcc-f1c23629b9b1,cf8d4e9e-a074-4403-b113-af8385be244b,b10dc877-336f-4552-a306-1718e69e3063,Career Day – Community,,2025-09-22T18:42:00.833520+00:00,2025-09-22T21:31:00.833520+00:00,Field A,published,,2025-09-04T16:25:00.833529+00:00,2025-09-04T16:25:00.833529+00:00
81b2ccee-6796-4fdb-b72f-06d6a1f897e4,4d686129-916e-4a0e-b454-b4033d84419b,,Board Meeting,Information session with Q&A.,2025-09-13T17:51:00.833547+00:00,2025-09-13T18:22:00.833547+00:00,,draft,,2025-09-04T16:25:00.833555+00:00,2025-09-04T16:25:00.833555+00:00
70d95d2d-a48e-4543-9e75-202d00c028bc,d0b696f8-8a54-4278-9585-3220e631fb01,ceaa8ed5-9f91-486a-a8e6-127b22b08346,Math Olympiad & Info Session,Student-led event featuring exhibitions and performances.,2025-11-24T10:05:00.833574+00:00,2025-11-24T11:24:00.833574+00:00,Field A,draft,"{""featured"": true, ""color"": ""green"", ""tags"": [""academics"", ""students"", ""staff""]}",2025-09-04T16:25:00.833588+00:00,2025-09-04T16:25:00.833588+00:00
15111087-9ae5-4400-b6ff-8a2af8c95f55,fa711034-5c36-4452-b161-a8df81fdce21,96f7d566-e12b-4b4c-b967-f5c780f60b2d,Parent Night (K-8),Information session with Q&A.,2025-12-17T09:08:00.833614+00:00,2025-12-17T10:36:00.833614+00:00,,cancelled,,2025-09-04T16:25:00.833624+00:00,2025-09-04T16:25:00.833624+00:00
0709e6e5-aded-48ee-b59e-1416ef05e5c0,4d686129-916e-4a0e-b454-b4033d84419b,ceaa8ed5-9f91-486a-a8e6-127b22b08346,Career Day,Information session with Q&A.,2025-09-25T19:22:00.833645+00:00,2025-09-25T21:44:00.833645+00:00,Library,published,"{""featured"": true, ""color"": ""purple"", ""tags"": [""community"", ""students"", ""music""]}",2025-09-04T16:25:00.833659+00:00,2025-09-04T16:25:00.833659+00:00
2fe0b2a0-2370-4162-83a0-ae0ee2d4793b,4340aa36-1551-48bf-8772-0e9530a6a396,,STEM Expo – Evening,Information session with Q&A.,2025-07-22T15:52:00.833684+00:00,2025-07-22T16:43:00.833684+00:00,Library,draft,"{""featured"": false, ""color"": ""orange"", ""tags"": [""students""]}",2025-09-04T16:25:00.833697+00:00,2025-09-04T16:25:00.833697+00:00
90921153-ae5e-4c0e-b362-091a8a1b5a91,aacc97ab-c50a-4e1e-856b-b91c5494968e,96f7d566-e12b-4b4c-b967-f5c780f60b2d,Open House & Info Session,,2025-11-07T20:16:00.833724+00:00,2025-11-07T22:35:00.833724+00:00,Room 101,draft,,2025-09-04T16:25:00.833734+00:00,2025-09-04T16:25:00.833734+00:00
320104c1-4716-4fdb-83f7-9bbf0e33cbe7,aacc97ab-c50a-4e1e-856b-b91c5494968e,,Open House – Community,All families welcome.,2025-08-21T06:26:00.833754+00:00,2025-08-21T09:57:00.833754+00:00,Room 101,published,,2025-09-04T16:25:00.833763+00:00,2025-09-04T16:25:00.833763+00:00
76802b1b-84fb-4aed-a750-e10dfa5b23b3,fa711034-5c36-4452-b161-a8df81fdce21,,Athletics Awards,,2025-12-25T06:09:00.833784+00:00,2025-12-25T08:35:00.833784+00:00,Community Hall,draft,"{""featured"": false, ""color"": ""green"", ""tags"": [""music"", ""sports""]}",2025-09-04T16:25:00.833799+00:00,2025-09-04T16:25:00.833799+00:00
86a68e57-8b63-421f-8371-1413495e3e71,d0b696f8-8a54-4278-9585-3220e631fb01,b10dc877-336f-4552-a306-1718e69e3063,Choir Concert – Community,,2025-12-12T20:59:00.833828+00:00,2025-12-13T00:33:00.833828+00:00,Room 101,published,"{""featured"": false, ""color"": ""purple"", ""tags"": [""staff""]}",2025-09-04T16:25:00.833842+00:00,2025-09-04T16:25:00.833842+00:00
4bb0613c-aeaa-4771-befb-20fa48c6646a,d0b696f8-8a54-4278-9585-3220e631fb01,,Drama Club Performance 2025,Information session with Q&A.,2025-09-26T20:54:00.833871+00:00,2025-09-26T23:39:00.833871+00:00,,published,,2025-09-04T16:25:00.833880+00:00,2025-09-04T16:25:00.833880+00:00
0a269042-dc03-4a0a-8e72-b8e38a99527c,d0b696f8-8a54-4278-9585-3220e631fb01,b10dc877-336f-4552-a306-1718e69e3063,Athletics Awards (K-8),,2025-08-25T18:21:00.833902+00:00,2025-08-25T18:54:00.833902+00:00,Main Auditorium,published,,2025-09-04T16:25:00.833911+00:00,2025-09-04T16:25:00.833911+00:00
a43500a6-accf-4714-aa94-c4e91d024506,718ec127-7bb9-4ac7-bbd6-077c9792ad52,ceaa8ed5-9f91-486a-a8e6-127b22b08346,Science Fair – Evening,Join us for an evening of learning and celebration.,2025-11-01T05:13:00.833931+00:00,,,published,"{""featured"": false, ""color"": ""purple"", ""tags"": [""community""]}",2025-09-04T16:25:00.833942+00:00,2025-09-04T16:25:00.833942+00:00
f2974bb0-6a5f-471b-9c99-eee8541f66c9,4d686129-916e-4a0e-b454-b4033d84419b,ceaa8ed5-9f91-486a-a8e6-127b22b08346,Parent Night (K-8),,2025-07-09T17:39:00.833967+00:00,2025-07-09T19:12:00.833967+00:00,Room 101,published,,2025-09-04T16:25:00.833976+00:00,2025-09-04T16:25:00.833976+00:00
02ff4570-7b24-4760-961f-7137ff894da5,aacc97ab-c50a-4e1e-856b-b91c5494968e,f8f94ff5-a419-4011-8bce-f711cf790aeb,Athletics Awards – Evening,,2025-08-27T01:14:00.833996+00:00,2025-08-27T02:46:00.833996+00:00,Community Hall,published,,2025-09-04T16:25:00.834005+00:00,2025-09-04T16:25:00.834005+00:00
dbc9b986-1a18-4bea-a80b-3b5969bef69c,718ec127-7bb9-4ac7-bbd6-077c9792ad52,f8f94ff5-a419-4011-8bce-f711cf790aeb,STEM Expo (K-8),,2025-09-28T17:39:00.834023+00:00,2025-09-28T20:47:00.834023+00:00,Cafeteria,draft,,2025-09-04T16:25:00.834031+00:00,2025-09-04T16:25:00.834031+00:00
7a975202-8d8a-479d-bc51-384d91db91e3,4340aa36-1551-48bf-8772-0e9530a6a396,f8f94ff5-a419-4011-8bce-f711cf790aeb,Career Day – Community,Join us for an evening of learning and celebration.,2025-09-19T00:23:00.834049+00:00,2025-09-19T01:38:00.834049+00:00,Room 101,published,,2025-09-04T16:25:00.834057+00:00,2025-09-04T16:25:00.834057+00:00
cb590f37-efad-43f5-b52b-fe2d4bd01644,aacc97ab-c50a-4e1e-856b-b91c5494968e,,Open House,,2025-09-20T13:46:00.834075+00:00,2025-09-20T14:55:00.834075+00:00,Gymnasium,published,"{""featured"": false, ""color"": ""green"", ""tags"": [""family"", ""community"", ""music""]}",2025-09-04T16:25:00.834089+00:00,2025-09-04T16:25:00.834089+00:00
312ef299-cf85-4a8c-bb79-bd1524d2a001,718ec127-7bb9-4ac7-bbd6-077c9792ad52,90237a32-0331-4a0f-890c-c53f07abf1fd,Science Fair & Info Session,Public meeting—agenda to be published.,2025-09-01T07:28:00.834113+00:00,2025-09-01T08:04:00.834113+00:00,Main Auditorium,published,"{""featured"": true, ""color"": ""purple"", ""tags"": [""music""]}",2025-09-04T16:25:00.834127+00:00,2025-09-04T16:25:00.834127+00:00
9603da75-849d-418c-83e9-17bc4028a250,aacc97ab-c50a-4e1e-856b-b91c5494968e,90237a32-0331-4a0f-890c-c53f07abf1fd,Career Day & Info Session,Student-led event featuring exhibitions and performances.,2025-10-25T16:54:00.834154+00:00,2025-10-25T18:14:00.834154+00:00,Board Room,published,,2025-09-04T16:25:00.834164+00:00,2025-09-04T16:25:00.834164+00:00
9b5d6eb5-003a-46f2-8c09-6696c1ba6aea,aacc97ab-c50a-4e1e-856b-b91c5494968e,f8f94ff5-a419-4011-8bce-f711cf790aeb,Choir Concert,Student-led event featuring exhibitions and performances.,2025-12-05T11:11:00.834183+00:00,2025-12-05T12:45:00.834183+00:00,Board Room,published,,2025-09-04T16:25:00.834191+00:00,2025-09-04T16:25:00.834191+00:00
efa76f46-eacb-42f9-afd4-697f8a45ca25,cf8d4e9e-a074-4403-b113-af8385be244b,b10dc877-336f-4552-a306-1718e69e3063,Science Fair,,2025-11-23T04:23:00.834210+00:00,2025-11-23T05:59:00.834210+00:00,Cafeteria,draft,"{""featured"": false, ""color"": ""green"", ""tags"": [""sports""]}",2025-09-04T16:25:00.834222+00:00,2025-09-04T16:25:00.834222+00:00
21b1adba-3351-4a7a-b849-c164e12468da,4340aa36-1551-48bf-8772-0e9530a6a396,f8f94ff5-a419-4011-8bce-f711cf790aeb,STEM Expo 2025,Student-led event featuring exhibitions and performances.,2025-08-26T03:26:00.834247+00:00,2025-08-26T04:03:00.834247+00:00,Main Auditorium,draft,,2025-09-04T16:25:00.834256+00:00,2025-09-04T16:25:00.834256+00:00
