id,meeting_id,parent_id,position,title,description,linked_policy_id,linked_objective_id,time_allocated,created_at,updated_at
42a805bc-b465-4b71-ac8c-af30f5a952b5,6b28fd80-e5cf-4635-88ac-2f4c61b2925a,4a112ffd-1d9a-4646-b074-ad09a0698e37,2,Community Input #2,,,,5,2025-09-04T16:25:00.696544+00:00,2025-09-04T16:25:00.696544+00:00
83cc8a3e-d968-49bc-8843-f8824026f090,6b28fd80-e5cf-4635-88ac-2f4c61b2925a,,3,Opening Remarks #2,Discussion led by chair.,,,15,2025-09-04T16:25:00.696544+00:00,2025-09-04T16:25:00.696544+00:00
ee3f7323-1262-4f31-a887-b9189e9d1d07,6b28fd80-e5cf-4635-88ac-2f4c61b2925a,,4,New Business #6,,,,60,2025-09-04T16:25:00.696544+00:00,2025-09-04T16:25:00.696544+00:00
0f537cf9-e469-4a8d-b3d0-dd1d01358858,6b28fd80-e5cf-4635-88ac-2f4c61b2925a,4a112ffd-1d9a-4646-b074-ad09a0698e37,5,Community Input #3,,,,,2025-09-04T16:25:00.696544+00:00,2025-09-04T16:25:00.696544+00:00
5e894bbf-1cc0-472d-a38b-8b91d2ce736d,6b28fd80-e5cf-4635-88ac-2f4c61b2925a,4a112ffd-1d9a-4646-b074-ad09a0698e37,6,Program Update #4,Public comment period included.,,,20,2025-09-04T16:25:00.696544+00:00,2025-09-04T16:25:00.696544+00:00
b1d8ab39-5122-41c3-bb5d-c336febedc6e,6b28fd80-e5cf-4635-88ac-2f4c61b2925a,4a112ffd-1d9a-4646-b074-ad09a0698e37,7,Opening Remarks #2,Discussion led by chair.,,,,2025-09-04T16:25:00.696544+00:00,2025-09-04T16:25:00.696544+00:00
f2d0f4aa-7f00-4cc1-8146-63d0df2da615,a84be12c-58a4-4ab6-8a97-503e73babf42,,1,Program Update #3,Review supporting documents.,,,10,2025-09-04T16:25:00.696544+00:00,2025-09-04T16:25:00.696544+00:00
e8793979-280e-41d7-91d3-cc910bb46a29,a84be12c-58a4-4ab6-8a97-503e73babf42,,2,Program Update #1,Public comment period included.,,,30,2025-09-04T16:25:00.696544+00:00,2025-09-04T16:25:00.696544+00:00
83dfaa50-e97a-4e37-b30d-b333e811f0b5,a84be12c-58a4-4ab6-8a97-503e73babf42,f2d0f4aa-7f00-4cc1-8146-63d0df2da615,3,Opening Remarks #5,Public comment period included.,,,15,2025-09-04T16:25:00.696544+00:00,2025-09-04T16:25:00.696544+00:00
07854e8e-7bd0-424b-b124-bf3c01578e4f,a84be12c-58a4-4ab6-8a97-503e73babf42,,4,Action Items #2,Discussion led by chair.,,,20,2025-09-04T16:25:00.696544+00:00,2025-09-04T16:25:00.696544+00:00
5670e637-1620-4814-973f-ab8b255bc712,a84be12c-58a4-4ab6-8a97-503e73babf42,,5,Assessment Alignment #3,Discussion led by chair.,,,5,2025-09-04T16:25:00.696544+00:00,2025-09-04T16:25:00.696544+00:00
1cffd92b-4e8e-44a4-9ddb-71d6f60c3857,a84be12c-58a4-4ab6-8a97-503e73babf42,,6,Community Input #3,Public comment period included.,,,5,2025-09-04T16:25:00.696544+00:00,2025-09-04T16:25:00.696544+00:00
c903d0d2-6278-48b8-b252-935382006a89,a84be12c-58a4-4ab6-8a97-503e73babf42,f2d0f4aa-7f00-4cc1-8146-63d0df2da615,7,Opening Remarks #3,Discussion led by chair.,,,45,2025-09-04T16:25:00.696544+00:00,2025-09-04T16:25:00.696544+00:00
853fa4fe-7017-4b98-82b5-de0b0f7c9482,957737fa-8fb6-4e57-9b42-4b1b40772875,,1,Old Business #4,Public comment period included.,,,,2025-09-04T16:25:00.696544+00:00,2025-09-04T16:25:00.696544+00:00
e63adfc9-3e4d-4336-8531-2cfc5d7fc920,957737fa-8fb6-4e57-9b42-4b1b40772875,,2,Instructional Materials #5,Discussion led by chair.,,,5,2025-09-04T16:25:00.696544+00:00,2025-09-04T16:25:00.696544+00:00
90228fb6-af5b-4807-9bc8-8a29254d1808,957737fa-8fb6-4e57-9b42-4b1b40772875,853fa4fe-7017-4b98-82b5-de0b0f7c9482,3,Opening Remarks #2,Discussion led by chair.,,,10,2025-09-04T16:25:00.696544+00:00,2025-09-04T16:25:00.696544+00:00
cb19a66e-6b25-4f16-9aad-c2cf663ef551,957737fa-8fb6-4e57-9b42-4b1b40772875,853fa4fe-7017-4b98-82b5-de0b0f7c9482,4,Instructional Materials #3,Discussion led by chair.,,,20,2025-09-04T16:25:00.696544+00:00,2025-09-04T16:25:00.696544+00:00
2d9b336c-9b7f-4298-82bd-41ff81008998,957737fa-8fb6-4e57-9b42-4b1b40772875,,5,Assessment Alignment #3,Discussion led by chair.,,,15,2025-09-04T16:25:00.696544+00:00,2025-09-04T16:25:00.696544+00:00
1168c52f-138d-4fec-a793-b2118f934190,b189e691-0f4d-4480-91ad-f079ca94887d,,1,Action Items #1,,,,45,2025-09-04T16:25:00.696544+00:00,2025-09-04T16:25:00.696544+00:00
d8cad950-ab4f-4990-8a96-1a884f32b7f5,b189e691-0f4d-4480-91ad-f079ca94887d,1168c52f-138d-4fec-a793-b2118f934190,2,Policy Discussion #6,,,,,2025-09-04T16:25:00.696544+00:00,2025-09-04T16:25:00.696544+00:00
8d9e434a-bd7f-4170-800d-88af921e40ab,b189e691-0f4d-4480-91ad-f079ca94887d,1168c52f-138d-4fec-a793-b2118f934190,3,Assessment Alignment #3,,,,30,2025-09-04T16:25:00.696544+00:00,2025-09-04T16:25:00.696544+00:00
deb32df2-dae6-4e31-965d-80d64223fc9d,b189e691-0f4d-4480-91ad-f079ca94887d,,4,Policy Discussion #6,Review supporting documents.,,,30,2025-09-04T16:25:00.696544+00:00,2025-09-04T16:25:00.696544+00:00
289e6167-27aa-46ce-bf92-41e176355b0d,b189e691-0f4d-4480-91ad-f079ca94887d,,5,Policy Discussion #2,,,,10,2025-09-04T16:25:00.696544+00:00,2025-09-04T16:25:00.696544+00:00
e1b5b1c0-8d49-4bad-aa15-2b469a5cf543,b189e691-0f4d-4480-91ad-f079ca94887d,,6,Assessment Alignment #5,Public comment period included.,,,30,2025-09-04T16:25:00.696544+00:00,2025-09-04T16:25:00.696544+00:00
6510092d-6943-45f1-af26-9ead0fc5d126,770fc7c2-965c-4f9c-a9f0-0925351adec7,,1,New Business #5,,,,15,2025-09-04T16:25:00.696544+00:00,2025-09-04T16:25:00.696544+00:00
be5d2cc9-6024-481c-9d50-1df57f72749c,770fc7c2-965c-4f9c-a9f0-0925351adec7,,2,Community Input #1,Discussion led by chair.,,,60,2025-09-04T16:25:00.696544+00:00,2025-09-04T16:25:00.696544+00:00
41ddd84a-b634-4d66-87f9-da2a9a57b10c,770fc7c2-965c-4f9c-a9f0-0925351adec7,,3,Program Update #3,Public comment period included.,,,45,2025-09-04T16:25:00.696544+00:00,2025-09-04T16:25:00.696544+00:00
d7b46282-b282-4ca8-a9f2-3078d97697ca,770fc7c2-965c-4f9c-a9f0-0925351adec7,6510092d-6943-45f1-af26-9ead0fc5d126,4,Assessment Alignment #1,,,,45,2025-09-04T16:25:00.696544+00:00,2025-09-04T16:25:00.696544+00:00
2fe2ae1e-75f3-4fcd-bb26-43dd20f1c7cb,770fc7c2-965c-4f9c-a9f0-0925351adec7,6510092d-6943-45f1-af26-9ead0fc5d126,5,Action Items #6,Discussion led by chair.,,,10,2025-09-04T16:25:00.696544+00:00,2025-09-04T16:25:00.696544+00:00
9930bfb4-a70b-4e92-b22b-df630ed709b4,e5262ddb-2f66-4065-8a1c-25fcc0b9a705,,1,Instructional Materials #1,,,,60,2025-09-04T16:25:00.696544+00:00,2025-09-04T16:25:00.696544+00:00
c192d512-7743-4202-80ad-9435a9b79c44,e5262ddb-2f66-4065-8a1c-25fcc0b9a705,,2,Old Business #1,,,,45,2025-09-04T16:25:00.696544+00:00,2025-09-04T16:25:00.696544+00:00
a5783ce9-a3af-4828-bf5f-8922d41f8c71,e5262ddb-2f66-4065-8a1c-25fcc0b9a705,,3,Community Input #3,,,,20,2025-09-04T16:25:00.696544+00:00,2025-09-04T16:25:00.696544+00:00
742dac14-765a-449a-b086-220b45eacd71,e5262ddb-2f66-4065-8a1c-25fcc0b9a705,,4,New Business #6,,,,45,2025-09-04T16:25:00.696544+00:00,2025-09-04T16:25:00.696544+00:00
d071c5d1-8d2c-43c2-a047-9bf3d45aec55,e5262ddb-2f66-4065-8a1c-25fcc0b9a705,,5,Assessment Alignment #1,Review supporting documents.,,,60,2025-09-04T16:25:00.696544+00:00,2025-09-04T16:25:00.696544+00:00
7b4b7936-df9a-4b62-a124-5932d4bbc7e9,e5262ddb-2f66-4065-8a1c-25fcc0b9a705,,6,Opening Remarks #2,Discussion led by chair.,,,,2025-09-04T16:25:00.696544+00:00,2025-09-04T16:25:00.696544+00:00
b1a2eb22-7219-4097-89ca-648c212d5d85,e8bd6db6-ce97-44a2-b4fd-26b471ab7d95,,1,Action Items #3,,,,10,2025-09-04T16:25:00.696544+00:00,2025-09-04T16:25:00.696544+00:00
22fb551e-9989-4414-8631-e1ae5765bf75,e8bd6db6-ce97-44a2-b4fd-26b471ab7d95,b1a2eb22-7219-4097-89ca-648c212d5d85,2,Instructional Materials #6,,,,5,2025-09-04T16:25:00.696544+00:00,2025-09-04T16:25:00.696544+00:00
3ff29ff1-dace-417c-ad16-065e0938b435,e8bd6db6-ce97-44a2-b4fd-26b471ab7d95,b1a2eb22-7219-4097-89ca-648c212d5d85,3,Opening Remarks #3,Discussion led by chair.,,,60,2025-09-04T16:25:00.696544+00:00,2025-09-04T16:25:00.696544+00:00
fda983b9-9829-4ca4-a4be-e4c564098227,e8bd6db6-ce97-44a2-b4fd-26b471ab7d95,,4,Assessment Alignment #2,Review supporting documents.,,,10,2025-09-04T16:25:00.696544+00:00,2025-09-04T16:25:00.696544+00:00
a37c600e-e6f0-4e4f-ba07-887eb5d8edb4,e8bd6db6-ce97-44a2-b4fd-26b471ab7d95,,5,Opening Remarks #4,Public comment period included.,,,60,2025-09-04T16:25:00.696544+00:00,2025-09-04T16:25:00.696544+00:00
508193ff-e398-4249-8e26-593c5b45621c,3bedcfd9-3920-4d05-83aa-c9bd1e95bf05,,1,Opening Remarks #3,Discussion led by chair.,,,5,2025-09-04T16:25:00.696544+00:00,2025-09-04T16:25:00.696544+00:00
91601deb-5eac-4b44-80b7-832c686844e3,3bedcfd9-3920-4d05-83aa-c9bd1e95bf05,508193ff-e398-4249-8e26-593c5b45621c,2,Assessment Alignment #1,Public comment period included.,,,30,2025-09-04T16:25:00.696544+00:00,2025-09-04T16:25:00.696544+00:00
07c4618b-c8c0-4cca-b62c-6acb792c097d,3bedcfd9-3920-4d05-83aa-c9bd1e95bf05,,3,Policy Discussion #1,Public comment period included.,,,15,2025-09-04T16:25:00.696544+00:00,2025-09-04T16:25:00.696544+00:00
4b6da57c-81bb-449d-922d-eadff55b5618,3bedcfd9-3920-4d05-83aa-c9bd1e95bf05,,4,Community Input #1,Review supporting documents.,,,30,2025-09-04T16:25:00.696544+00:00,2025-09-04T16:25:00.696544+00:00
66df6768-25f4-4be4-a38b-441490cdbad8,3bedcfd9-3920-4d05-83aa-c9bd1e95bf05,,5,Program Update #2,Public comment period included.,,,60,2025-09-04T16:25:00.696544+00:00,2025-09-04T16:25:00.696544+00:00
20f7d057-fcdf-4e7a-8e4e-101d26cf37b1,3bedcfd9-3920-4d05-83aa-c9bd1e95bf05,,6,Opening Remarks #6,Review supporting documents.,,,60,2025-09-04T16:25:00.696544+00:00,2025-09-04T16:25:00.696544+00:00
f4046e3a-672e-4ede-84f2-a7eb4c7dc405,3bedcfd9-3920-4d05-83aa-c9bd1e95bf05,,7,Policy Discussion #6,Public comment period included.,,,30,2025-09-04T16:25:00.696544+00:00,2025-09-04T16:25:00.696544+00:00
80885e4e-656f-4474-a810-d95176137f9b,712264a7-c66d-428b-8445-bd6e5a96b535,,1,Assessment Alignment #4,Public comment period included.,,,30,2025-09-04T16:25:00.696544+00:00,2025-09-04T16:25:00.696544+00:00
2c7e8987-8b6e-4b14-9d16-30aafafb3e9c,712264a7-c66d-428b-8445-bd6e5a96b535,,2,Old Business #2,Review supporting documents.,,,30,2025-09-04T16:25:00.696544+00:00,2025-09-04T16:25:00.696544+00:00
e1e4366b-34b8-4999-800d-8be8a2834a5f,712264a7-c66d-428b-8445-bd6e5a96b535,,3,Old Business #5,,,,,2025-09-04T16:25:00.696544+00:00,2025-09-04T16:25:00.696544+00:00
c26a2e5f-7857-47e2-9180-13d535161309,712264a7-c66d-428b-8445-bd6e5a96b535,,4,New Business #4,Review supporting documents.,,,30,2025-09-04T16:25:00.696544+00:00,2025-09-04T16:25:00.696544+00:00
c0c66915-33f8-46d4-82af-2e217ad72926,712264a7-c66d-428b-8445-bd6e5a96b535,,5,Action Items #4,,,,30,2025-09-04T16:25:00.696544+00:00,2025-09-04T16:25:00.696544+00:00
5af5db59-7769-46b9-8354-f79736c8296c,0d0c167f-acc9-4977-b82c-1838f42eba4b,,1,Opening Remarks #5,,,,45,2025-09-04T16:25:00.696544+00:00,2025-09-04T16:25:00.696544+00:00
19b60bfd-6f2a-4f80-ba31-90bd7e3ff84a,0d0c167f-acc9-4977-b82c-1838f42eba4b,,2,Policy Discussion #2,Public comment period included.,,,,2025-09-04T16:25:00.696544+00:00,2025-09-04T16:25:00.696544+00:00
48b16a29-6c70-4b8a-ac30-77f21b021ed3,0d0c167f-acc9-4977-b82c-1838f42eba4b,,3,Community Input #3,Review supporting documents.,,,45,2025-09-04T16:25:00.696544+00:00,2025-09-04T16:25:00.696544+00:00
f9db7dd2-9228-43ce-b35f-6af532044f2a,0d0c167f-acc9-4977-b82c-1838f42eba4b,,4,Action Items #2,Review supporting documents.,,,20,2025-09-04T16:25:00.696544+00:00,2025-09-04T16:25:00.696544+00:00
ec770719-fcae-4cd5-b699-80c8f966f304,0d0c167f-acc9-4977-b82c-1838f42eba4b,,5,Opening Remarks #6,Public comment period included.,,,5,2025-09-04T16:25:00.696544+00:00,2025-09-04T16:25:00.696544+00:00
7f343c70-d049-4f13-9f37-3908fa5f7996,0d0c167f-acc9-4977-b82c-1838f42eba4b,,6,Old Business #3,Discussion led by chair.,,,,2025-09-04T16:25:00.696544+00:00,2025-09-04T16:25:00.696544+00:00
f70e6b42-b61a-4a1a-a841-1f0a4457ef76,5983c5d7-4ebc-4460-bcc1-8ee4d4ca1b91,,1,Community Input #3,Review supporting documents.,,,60,2025-09-04T16:25:00.696544+00:00,2025-09-04T16:25:00.696544+00:00
2c72522e-1390-4ad2-8377-754b05e91ac8,5983c5d7-4ebc-4460-bcc1-8ee4d4ca1b91,,2,Opening Remarks #4,Public comment period included.,,,10,2025-09-04T16:25:00.696544+00:00,2025-09-04T16:25:00.696544+00:00
92e9514d-04c1-44ee-b684-0018bf79870b,5983c5d7-4ebc-4460-bcc1-8ee4d4ca1b91,,3,Instructional Materials #3,Discussion led by chair.,,,15,2025-09-04T16:25:00.696544+00:00,2025-09-04T16:25:00.696544+00:00
065ce2dc-8f61-4fa9-b64f-22a74c5f6378,5983c5d7-4ebc-4460-bcc1-8ee4d4ca1b91,,4,New Business #3,Discussion led by chair.,,,20,2025-09-04T16:25:00.696544+00:00,2025-09-04T16:25:00.696544+00:00
f44ec978-afad-4b5d-adac-eacc1c3fe138,5983c5d7-4ebc-4460-bcc1-8ee4d4ca1b91,f70e6b42-b61a-4a1a-a841-1f0a4457ef76,5,Program Update #2,Discussion led by chair.,,,60,2025-09-04T16:25:00.696544+00:00,2025-09-04T16:25:00.696544+00:00
b81d1f3d-25ae-420a-a580-2f53780516a1,5983c5d7-4ebc-4460-bcc1-8ee4d4ca1b91,,6,Program Update #6,Public comment period included.,,,30,2025-09-04T16:25:00.696544+00:00,2025-09-04T16:25:00.696544+00:00
ad7d88cc-0cf1-49dc-941b-edfabf361713,5983c5d7-4ebc-4460-bcc1-8ee4d4ca1b91,f70e6b42-b61a-4a1a-a841-1f0a4457ef76,7,Old Business #6,Discussion led by chair.,,,5,2025-09-04T16:25:00.696544+00:00,2025-09-04T16:25:00.696544+00:00
a5befa6b-da74-44bc-a290-7c325114d6e7,2d63d009-4ab6-4fb8-b494-d667993618ae,,1,Old Business #1,Public comment period included.,,,,2025-09-04T16:25:00.696544+00:00,2025-09-04T16:25:00.696544+00:00
4448f3d4-76e2-4756-ba96-1843f689a4bf,2d63d009-4ab6-4fb8-b494-d667993618ae,a5befa6b-da74-44bc-a290-7c325114d6e7,2,Program Update #3,,,,15,2025-09-04T16:25:00.696544+00:00,2025-09-04T16:25:00.696544+00:00
cec6a6c9-0f6e-4a27-81c2-b59866f2d3c8,2d63d009-4ab6-4fb8-b494-d667993618ae,,3,Instructional Materials #3,Discussion led by chair.,,,,2025-09-04T16:25:00.696544+00:00,2025-09-04T16:25:00.696544+00:00
a5bac499-191d-4e2c-83f2-224bab944ef0,2d63d009-4ab6-4fb8-b494-d667993618ae,,4,Community Input #4,,,,30,2025-09-04T16:25:00.696544+00:00,2025-09-04T16:25:00.696544+00:00
75da38b3-8dd4-4d85-9ae2-cbdfa03ad3b4,2d63d009-4ab6-4fb8-b494-d667993618ae,,5,Old Business #6,Review supporting documents.,,,,2025-09-04T16:25:00.696544+00:00,2025-09-04T16:25:00.696544+00:00
326c84ff-72e6-4d27-92d5-b4f2add7c50e,c5ded210-c8ea-4a82-9eff-9b96da5796fa,,1,Assessment Alignment #2,Public comment period included.,,,15,2025-09-04T16:25:00.696544+00:00,2025-09-04T16:25:00.696544+00:00
eefc791d-47fe-473b-b60a-8996f5c18dca,c5ded210-c8ea-4a82-9eff-9b96da5796fa,,2,Community Input #3,,,,15,2025-09-04T16:25:00.696544+00:00,2025-09-04T16:25:00.696544+00:00
bec703fe-0d6d-4753-940d-9d97304cae8a,c5ded210-c8ea-4a82-9eff-9b96da5796fa,326c84ff-72e6-4d27-92d5-b4f2add7c50e,3,Policy Discussion #3,Public comment period included.,,,60,2025-09-04T16:25:00.696544+00:00,2025-09-04T16:25:00.696544+00:00
15495430-168c-4e8d-a935-cb960c6d0056,c5ded210-c8ea-4a82-9eff-9b96da5796fa,,4,Community Input #3,Public comment period included.,,,,2025-09-04T16:25:00.696544+00:00,2025-09-04T16:25:00.696544+00:00
9da08587-7778-4192-a2fc-326c4eae85fc,c5ded210-c8ea-4a82-9eff-9b96da5796fa,,5,Action Items #1,Discussion led by chair.,,,,2025-09-04T16:25:00.696544+00:00,2025-09-04T16:25:00.696544+00:00
c6f82057-c589-4af2-b400-befca69905db,8aa03c66-7262-4cb9-a658-3e460df3c9d4,,1,Community Input #1,Review supporting documents.,,,5,2025-09-04T16:25:00.696544+00:00,2025-09-04T16:25:00.696544+00:00
634d8292-9218-4a48-b856-ff5f13a3db6f,8aa03c66-7262-4cb9-a658-3e460df3c9d4,,2,Instructional Materials #5,,,,15,2025-09-04T16:25:00.696544+00:00,2025-09-04T16:25:00.696544+00:00
cc48a343-e1c4-4268-ba19-f46974ef2551,8aa03c66-7262-4cb9-a658-3e460df3c9d4,c6f82057-c589-4af2-b400-befca69905db,3,New Business #4,,,,15,2025-09-04T16:25:00.696544+00:00,2025-09-04T16:25:00.696544+00:00
f3b00d50-727e-4c72-b091-deff876e0611,8aa03c66-7262-4cb9-a658-3e460df3c9d4,c6f82057-c589-4af2-b400-befca69905db,4,Policy Discussion #2,Discussion led by chair.,,,,2025-09-04T16:25:00.696544+00:00,2025-09-04T16:25:00.696544+00:00
8e5146d8-cbb4-420f-a13a-aa9b248a2eac,8aa03c66-7262-4cb9-a658-3e460df3c9d4,,5,Opening Remarks #3,Public comment period included.,,,60,2025-09-04T16:25:00.696544+00:00,2025-09-04T16:25:00.696544+00:00
3900643c-eb70-4f5f-8a60-8220eaa7c952,8aa03c66-7262-4cb9-a658-3e460df3c9d4,,6,Action Items #2,Review supporting documents.,,,60,2025-09-04T16:25:00.696544+00:00,2025-09-04T16:25:00.696544+00:00
