id,calendar_id,date,day_type,notes,created_at,updated_at
cf9e0eae-ffb4-4d4d-aa28-e30c487b9586,21dfdfa4-27eb-4b09-a675-f9b2377618d2,2025-07-14,inservice,Early dismissal,2025-09-03T02:33:29.234496+00:00,2025-09-03T02:33:29.234496+00:00
58a2ac46-cd1d-4b36-a1d3-2c478baa0699,0bfbe293-6661-4641-beba-7eab9a11e016,2025-02-24,instructional,Teacher inservice,2025-09-03T02:33:29.234496+00:00,2025-09-03T02:33:29.234496+00:00
63ccdc3d-d99d-4739-b8a2-2519cc16f693,3b9936c8-b2f5-4d5b-8091-4ad5067259c9,2025-04-27,weekend,Teacher inservice,2025-09-03T02:33:29.234496+00:00,2025-09-03T02:33:29.234496+00:00
b7c83c73-aeca-4301-9171-d149fb245c0a,d39479b6-ffec-403b-8269-e931cb740dfb,2025-05-29,instructional,,2025-09-03T02:33:29.234496+00:00,2025-09-03T02:33:29.234496+00:00
a6fcd073-baf2-4268-84c6-1bd7d0756408,19f4f2a0-0b2c-45df-8040-2c75a1651e1a,2025-02-13,instructional,Adjusted schedule,2025-09-03T02:33:29.234496+00:00,2025-09-03T02:33:29.234496+00:00
0fe6b375-a4bb-4012-badb-fc3441e295bf,4e46a972-ed4d-4a21-9a16-480092175735,2025-05-19,instructional,Teacher inservice,2025-09-03T02:33:29.234496+00:00,2025-09-03T02:33:29.234496+00:00
5b23acee-19c2-4057-b658-985b550b6517,4e46a972-ed4d-4a21-9a16-480092175735,2025-04-23,instructional,Early dismissal,2025-09-03T02:33:29.234496+00:00,2025-09-03T02:33:29.234496+00:00
00464935-c0db-4949-8a2b-28456e13579b,3b9936c8-b2f5-4d5b-8091-4ad5067259c9,2025-07-04,instructional,District holiday,2025-09-03T02:33:29.234496+00:00,2025-09-03T02:33:29.234496+00:00
11ed105f-014d-4b46-b222-327b05f7f447,0bfbe293-6661-4641-beba-7eab9a11e016,2024-12-21,weekend,Testing day,2025-09-03T02:33:29.234496+00:00,2025-09-03T02:33:29.234496+00:00
cab7bf4e-e155-492c-90bf-1a39837d3964,3b9936c8-b2f5-4d5b-8091-4ad5067259c9,2025-01-05,weekend,,2025-09-03T02:33:29.234496+00:00,2025-09-03T02:33:29.234496+00:00
b7bc7ee1-5cee-4c8b-b4d2-3ce89a2425c1,21dfdfa4-27eb-4b09-a675-f9b2377618d2,2025-06-15,weekend,Testing day,2025-09-03T02:33:29.234496+00:00,2025-09-03T02:33:29.234496+00:00
01e9e7ba-fb39-466f-9826-888b2ccab4d8,3b9936c8-b2f5-4d5b-8091-4ad5067259c9,2025-03-09,weekend,,2025-09-03T02:33:29.234496+00:00,2025-09-03T02:33:29.234496+00:00
62e3ac04-5d76-4e77-8e91-15c5e9b48c50,19f4f2a0-0b2c-45df-8040-2c75a1651e1a,2025-02-02,weekend,Adjusted schedule,2025-09-03T02:33:29.234496+00:00,2025-09-03T02:33:29.234496+00:00
23e000c2-380a-455b-9760-8da67adb4d12,0bfbe293-6661-4641-beba-7eab9a11e016,2025-06-29,weekend,,2025-09-03T02:33:29.234496+00:00,2025-09-03T02:33:29.234496+00:00
ebe5d67d-d689-4319-ab34-67ca2c427acf,19f4f2a0-0b2c-45df-8040-2c75a1651e1a,2025-06-19,holiday,Adjusted schedule,2025-09-03T02:33:29.234496+00:00,2025-09-03T02:33:29.234496+00:00
a3d641d3-b91a-476f-a57b-1a99cd0d86a0,0bfbe293-6661-4641-beba-7eab9a11e016,2025-08-26,instructional,Testing day,2025-09-03T02:33:29.234496+00:00,2025-09-03T02:33:29.234496+00:00
c585bc51-c129-472d-99ed-574f4402e163,21dfdfa4-27eb-4b09-a675-f9b2377618d2,2025-04-25,instructional,Testing day,2025-09-03T02:33:29.234496+00:00,2025-09-03T02:33:29.234496+00:00
7aac3b7c-f611-4900-a594-748484074bfe,0bfbe293-6661-4641-beba-7eab9a11e016,2025-08-24,weekend,Teacher inservice,2025-09-03T02:33:29.234496+00:00,2025-09-03T02:33:29.234496+00:00
a045d3a1-700a-4772-9d2a-1722ca57d24c,5183bb54-d678-45d8-97a7-a2f551ee019c,2025-01-12,weekend,District holiday,2025-09-03T02:33:29.234496+00:00,2025-09-03T02:33:29.234496+00:00
fbf23d29-ba99-4b94-9856-3cff6f51cec5,21dfdfa4-27eb-4b09-a675-f9b2377618d2,2025-04-29,instructional,Testing day,2025-09-03T02:33:29.234496+00:00,2025-09-03T02:33:29.234496+00:00
e760e337-4888-479e-bd7c-3eada47c64d9,0bfbe293-6661-4641-beba-7eab9a11e016,2024-12-08,weekend,Early dismissal,2025-09-03T02:33:29.234496+00:00,2025-09-03T02:33:29.234496+00:00
