id,order_id,ticket_type_id,serial_no,price_cents,holder_person_id,qr_code,status,issued_at,checked_in_at,created_at,updated_at
0f56ac2c-2cc6-4567-ae43-edc8c3f9a085,2164e024-23f5-4e21-b39a-ced01dd54a5c,69356aba-1b07-4d06-b86f-aefac3c5d9b9,1,4000,,ce90f266a0304c50ab4e2e5e,issued,2025-07-24T23:34:26.152315+00:00,,2025-09-05T17:34:26.152315+00:00,2025-09-05T17:34:26.152315+00:00
ce0751e3-fb3d-4d34-8cee-3d0a79aed698,790278e5-456a-4936-a34d-8f5fa6f0cd75,8caa2c06-22f0-4cb7-9a05-25d4cda68774,1,2500,,,checked_in,2025-06-18T06:34:26.152315+00:00,2025-06-18T12:34:26.152315+00:00,2025-09-05T17:34:26.152315+00:00,2025-09-05T17:34:26.152315+00:00
316645b7-6a8c-4b73-b5bf-40492ccd26ef,214ced76-203f-40bb-ad97-f95259ccad1e,edff2bd4-d9f2-4128-8726-1d0d9f3aba2f,1,0,,ebfd36b9e8f24ae8a223f2d9,issued,2025-07-13T22:34:26.152315+00:00,,2025-09-05T17:34:26.152315+00:00,2025-09-05T17:34:26.152315+00:00
60d04255-1a3c-4a01-8b04-8c234998c796,9537b2d3-c6c5-4ad6-91a6-4c668b103701,f0765a58-a838-4e4d-b282-6a6c301540d6,1,3000,,334aad971d0b487a8179d6a4,void,2025-04-28T06:34:26.152315+00:00,,2025-09-05T17:34:26.152315+00:00,2025-09-05T17:34:26.152315+00:00
892fc947-1c14-4c5f-aec6-772e5b85565a,7b427cb1-a194-441f-aa4f-95fa56bedabd,c7777e6d-6b04-4223-8420-47f2d423e65d,1,4000,,99f09b540c3847dbaf5cc0bc,void,2025-06-20T13:34:26.152315+00:00,,2025-09-05T17:34:26.152315+00:00,2025-09-05T17:34:26.152315+00:00
d2401f80-14ec-427c-b995-cf00dd014db7,6942ca11-5216-447c-8ede-7970d21e786f,5a035c6b-7c63-4372-9860-e13a8ef46082,2,1000,,de8a9c36a0154c8bb6a9a41e,checked_in,2025-08-19T02:34:26.152315+00:00,2025-08-19T06:34:26.152315+00:00,2025-09-05T17:34:26.152315+00:00,2025-09-05T17:34:26.152315+00:00
21ebdf2e-88df-4680-bd4d-95cf32f9a2e1,ace3d003-396e-45fa-bff0-1ab38f496221,8193d680-a423-43a1-840e-66f89791918e,1,1000,,0972a1090de946bc99f94e7d,issued,2025-07-20T03:34:26.152315+00:00,,2025-09-05T17:34:26.152315+00:00,2025-09-05T17:34:26.152315+00:00
8c38428b-c6a7-49eb-bc8a-1f17ac4f323f,c0395c84-7c18-4b8c-ba45-b12f620cdb30,9ccc5947-5429-4478-b07a-59ea7092d7a8,1,0,,f91cf00676ca4b8ba8e4c26e,void,2025-05-06T23:34:26.152315+00:00,,2025-09-05T17:34:26.152315+00:00,2025-09-05T17:34:26.152315+00:00
a3d31628-0578-4718-b5b3-6b05a8caa26d,ab277eee-9bf9-4b73-9d59-608cf1860c40,74adce7f-7e61-44a9-83d6-abadfa1d49af,1,4000,,7a1f91aad374473ba7ab019f,void,2025-06-01T14:34:26.152315+00:00,,2025-09-05T17:34:26.152315+00:00,2025-09-05T17:34:26.152315+00:00
43e7f215-1077-427b-9690-45da3d31cf36,b5aa6a6f-14a3-4942-8fe2-b58b91ef4377,f94089c2-c493-43ae-ba01-79d6b932f579,1,1500,,,issued,2025-06-20T10:34:26.152315+00:00,,2025-09-05T17:34:26.152315+00:00,2025-09-05T17:34:26.152315+00:00
8ec45949-ee0d-4e4c-a99e-03309252faf7,5ca9cea8-9f1a-44d9-869e-9c270b4f4ae4,af2627e5-2f78-4abd-83a2-5da15b92ae13,1,500,,,void,2025-04-16T11:34:26.152315+00:00,,2025-09-05T17:34:26.152315+00:00,2025-09-05T17:34:26.152315+00:00
216490aa-de8e-4d1f-b065-63d8182e653e,1948c8b1-862f-4094-8188-3b0965eacfeb,976e750c-4a50-477d-b614-1386a9374b16,1,2000,,dfcd8dc17c7146c2aefdf2b9,checked_in,2025-04-24T08:34:26.152315+00:00,2025-04-24T13:34:26.152315+00:00,2025-09-05T17:34:26.152315+00:00,2025-09-05T17:34:26.152315+00:00
6908a5f4-b744-45a6-a6c6-49293916efd8,758f2823-9cc9-4ea5-bc74-4e9ac224b30f,878916f6-ab46-4579-ac3f-2ee6acef6f80,1,2500,,5c3a072ca2e645a99820d9d9,checked_in,2025-08-20T02:34:26.152315+00:00,2025-08-20T03:34:26.152315+00:00,2025-09-05T17:34:26.152315+00:00,2025-09-05T17:34:26.152315+00:00
4ce3a0f1-8e8a-46f5-85f4-8cb3a086f960,0d4b81bc-e3bc-4c26-a4c2-1b5ef8d4cb52,e3c3208c-a37a-4f49-9b54-c1f783645c43,1,1500,,e23b6c2772bd4b2bb65e6297,issued,2025-06-28T07:34:26.152315+00:00,,2025-09-05T17:34:26.152315+00:00,2025-09-05T17:34:26.152315+00:00
3c02991f-2db8-4a8c-84c2-6243d2477902,5b26caad-b21e-4c0b-9f4c-d4cd6f8a840b,ccfd7e0b-d0a7-41bb-a25a-7c574ebfa9b1,1,5000,,7a522141342b4969a2bd8cde,issued,2025-04-21T07:34:26.152315+00:00,,2025-09-05T17:34:26.152315+00:00,2025-09-05T17:34:26.152315+00:00
c2d6ec06-3aab-4e9a-ac6f-d93d0e10f30e,6876ec52-cb29-40ab-9b3a-e468bffebe14,563c6866-efbb-481d-937f-32a26df37a81,1,1000,,db9cd12c984745b1b1a92cb2,checked_in,2025-06-17T01:34:26.152315+00:00,2025-06-17T04:34:26.152315+00:00,2025-09-05T17:34:26.152315+00:00,2025-09-05T17:34:26.152315+00:00
5a199aa3-77bc-4e45-bb52-dcbd0de4a45d,ac74abfd-b756-45ab-87ab-f9c86e92361e,29e7cecf-325a-43e8-8bf7-8e2b85c7d2c4,1,5000,,0e1fb32e2faf497db87cc293,checked_in,2025-07-08T11:34:26.152315+00:00,2025-07-08T14:34:26.152315+00:00,2025-09-05T17:34:26.152315+00:00,2025-09-05T17:34:26.152315+00:00
1941f089-0a79-4a5b-b682-b423d6f48604,314e5ae4-2950-4a80-a24b-4b2a2e94607c,b2827e7a-4f75-466e-b8aa-5f5ea388d0fe,1,0,,a61d18405fb74d0c94b31516,void,2025-04-08T16:34:26.152315+00:00,,2025-09-05T17:34:26.152315+00:00,2025-09-05T17:34:26.152315+00:00
53de6163-4484-4948-88bf-ba169d04ecac,5f7f9ab8-6362-4df3-a277-390aae8d28e8,a8547c82-9337-4df0-99bf-739f73be3637,1,5000,,8a19e1d2e12044f3907caa47,void,2025-08-29T13:34:26.152315+00:00,,2025-09-05T17:34:26.152315+00:00,2025-09-05T17:34:26.152315+00:00
83a7815f-1ec4-4aac-9d51-e5e131e4f3fa,9527b5b1-5781-4105-b6c5-4a41bc0723c1,9120c266-0483-4984-94ba-fb55c365f3f7,1,2500,,31aea6b22e614d17b17e2152,issued,2025-07-11T12:34:26.152315+00:00,,2025-09-05T17:34:26.152315+00:00,2025-09-05T17:34:26.152315+00:00
c82176d6-65a2-4a71-8000-6ff717896a09,b4cee1de-22e9-4a71-ad07-c8424b19c346,3865c0ae-a002-4b2b-ad08-6dcc1569b2ee,1,1500,,72b85e3f254c4b508d132866,issued,2025-07-22T12:34:26.152315+00:00,,2025-09-05T17:34:26.152315+00:00,2025-09-05T17:34:26.152315+00:00
b47506b8-5fcf-4302-b3df-a59fefbf78ad,9bf56adb-4f37-47f6-96dc-638a2fcabf5e,0623f32d-8f31-4aa1-8b5d-33f8c63a0afc,1,500,,175445e5546e46bc8d9b75de,issued,2025-08-09T16:34:26.152315+00:00,,2025-09-05T17:34:26.152315+00:00,2025-09-05T17:34:26.152315+00:00
e977d675-6615-4b98-9b43-64f38a6de90e,c6fdb15e-1b3e-4a0a-9b0d-da494018482f,629d2a0f-ba8e-4e81-a296-9c3f61eda4b8,1,5000,,1355bd2258654fba86b528ba,void,2025-06-15T10:34:26.152315+00:00,,2025-09-05T17:34:26.152315+00:00,2025-09-05T17:34:26.152315+00:00
0c3e020d-4548-4b66-aac0-56ff35ac5ed0,48acaa4a-a289-4583-93a9-140cb83e97ad,37c19ca5-b573-4a2e-95c3-b71442bb57a4,1,2000,,,checked_in,2025-06-16T04:34:26.152315+00:00,2025-06-16T08:34:26.152315+00:00,2025-09-05T17:34:26.152315+00:00,2025-09-05T17:34:26.152315+00:00
2a3499f0-eaae-4547-8f1f-f427ae6b9b6f,84fad39a-2171-47ce-916c-a200fad900e2,3efa71e7-6322-49cc-a9e7-5efa4901bedb,1,500,,0248a60248e0488dae3a3aa0,issued,2025-05-24T03:34:26.152315+00:00,,2025-09-05T17:34:26.152315+00:00,2025-09-05T17:34:26.152315+00:00
379fd49c-fdaa-453c-9407-44411d7d59bf,76af4b64-dead-4b7d-bb4e-aac74a659155,4ff77b66-de85-4a42-9fcc-c03cd45d8b7c,1,2000,,39e7b9b1a0ea496184c88f02,issued,2025-04-17T12:34:26.152315+00:00,,2025-09-05T17:34:26.152315+00:00,2025-09-05T17:34:26.152315+00:00
3dc7fcdd-466b-42f5-8e23-b3a50282b9d8,9bebf92c-173e-4fcb-9fce-21a30e1ee05b,fc4739bd-0c83-498b-9f28-92c116fd770f,1,1000,,d2e668bd0cbd47b486c95940,issued,2025-08-18T12:34:26.152315+00:00,,2025-09-05T17:34:26.152315+00:00,2025-09-05T17:34:26.152315+00:00
729ede46-8e3e-45e2-a2c0-810a94b37102,6f839e7a-3fa1-4180-ae21-a935dc4495ff,edff2bd4-d9f2-4128-8726-1d0d9f3aba2f,2,0,,fd9e288ddf30463b8747ee22,checked_in,2025-07-13T07:34:26.152315+00:00,2025-07-13T10:34:26.152315+00:00,2025-09-05T17:34:26.152315+00:00,2025-09-05T17:34:26.152315+00:00
b2acba96-e8d2-4447-a4c4-7d6f8b89f822,4fc47e1a-4cdf-4bed-acf2-2a6a014be183,814323f5-3469-4483-bf44-c035375e2838,1,4000,,3794aef1e7f24f5abffe4047,issued,2025-08-24T01:34:26.152315+00:00,,2025-09-05T17:34:26.152315+00:00,2025-09-05T17:34:26.152315+00:00
740bf280-728d-4812-b9e5-700259f0d919,0753003f-1af0-4e63-912d-480c514a7502,2c425a0f-8148-4475-9c1c-84bda61083ae,1,1500,,17a1b5b18657456f8d732ec7,issued,2025-08-10T05:34:26.152315+00:00,,2025-09-05T17:34:26.152315+00:00,2025-09-05T17:34:26.152315+00:00
d333db7c-6887-43a7-8544-20b4c4a8fb00,7ca03750-479b-4949-b6ab-57fe5eeabe82,99581a18-eeb2-4bc3-a6ad-168c388061f2,1,1500,,,issued,2025-05-24T06:34:26.152315+00:00,,2025-09-05T17:34:26.152315+00:00,2025-09-05T17:34:26.152315+00:00
1fb3261b-12b8-468e-a50a-4016a2ae84f0,731ce5d6-5ff1-4d4e-8bbe-e2a19048f708,964fa54d-853d-4783-a0d6-45db75d4c547,1,1000,,ee1b551a1b4548be92edc79b,checked_in,2025-07-08T13:34:26.152315+00:00,2025-07-08T15:34:26.152315+00:00,2025-09-05T17:34:26.152315+00:00,2025-09-05T17:34:26.152315+00:00
b795ae8a-1e0b-475a-9608-6f8a537908a3,32d6cbc6-6679-4e8e-b0e4-2c3f67a15d79,42db8df3-85c0-4d67-afe2-7e8eeb98a0a2,1,2000,,60d2b6046a0247bca8f07a67,issued,2025-04-09T05:34:26.152315+00:00,,2025-09-05T17:34:26.152315+00:00,2025-09-05T17:34:26.152315+00:00
bfdadc4d-2429-4c3b-ba50-1e8b15669058,902b7490-36ac-4261-8f68-0114e4a84cf7,1d4bd995-01b2-484c-abf1-bac4780cfc73,1,3000,,b018f632aa01458a9e433aa9,issued,2025-08-06T19:34:26.152315+00:00,,2025-09-05T17:34:26.152315+00:00,2025-09-05T17:34:26.152315+00:00
3add3d11-789c-40ce-8291-0d235bad5270,a7146113-b2ec-415b-8c81-78c487545aad,8aeb69be-ca1f-48f5-a4b3-f957c4732f5f,1,3000,,,checked_in,2025-08-06T20:34:26.152315+00:00,2025-08-06T22:34:26.152315+00:00,2025-09-05T17:34:26.152315+00:00,2025-09-05T17:34:26.152315+00:00
092adc16-2ef7-4d89-9f35-9d2c10c4842e,b14f4b37-52dd-4bf3-9245-585bb31f08a5,a48d1312-76a2-4b54-ac97-676c5154edcf,1,5000,,1deea49cca7644188728f82d,void,2025-06-13T00:34:26.152315+00:00,,2025-09-05T17:34:26.152315+00:00,2025-09-05T17:34:26.152315+00:00
d53a3d11-b773-437d-9db9-87827c1ff0e7,5cd824ff-db48-4926-b485-5f3c66096552,b818680a-3b86-4283-a3b4-7ed7d709f557,1,4000,,7d9cc4579b704ff09c1eb224,checked_in,2025-05-12T04:34:26.152315+00:00,2025-05-12T09:34:26.152315+00:00,2025-09-05T17:34:26.152315+00:00,2025-09-05T17:34:26.152315+00:00
1fcb412b-29b1-47c5-9219-30e1c7a246d7,ec6782ca-18bb-4d8c-afbc-5c955a8792d0,e78d78a6-d93e-4134-9cb6-7204f11843f7,1,2000,,5022bf97428f476d9c422cb7,checked_in,2025-06-19T06:34:26.152315+00:00,2025-06-19T11:34:26.152315+00:00,2025-09-05T17:34:26.152315+00:00,2025-09-05T17:34:26.152315+00:00
d5c22636-9d00-4a4f-ac12-4b101d1e8254,5d79e664-737e-43af-a437-bd4ba00040cb,52ac4167-f6e3-42ba-bc39-c5230ff8a30f,1,2000,,911934e1915746a894e29548,checked_in,2025-08-23T21:34:26.152315+00:00,2025-08-23T22:34:26.152315+00:00,2025-09-05T17:34:26.152315+00:00,2025-09-05T17:34:26.152315+00:00
f0196795-f407-4825-aa3d-bf5a08dae0e0,af8eca7f-47c5-45b6-9685-0e885fee9631,c248d531-d324-4115-bb23-a58c72ad45ba,1,4000,,4070d4d335cb45e98b64533f,void,2025-06-12T02:34:26.152315+00:00,,2025-09-05T17:34:26.152315+00:00,2025-09-05T17:34:26.152315+00:00
b999214e-2e5a-4b15-9f46-43e7dc7f7498,8838f4b1-1f5e-4dce-9b95-c7e8f6df66c7,616a540a-ec10-4ba7-9830-c9eac07c9fa3,1,2000,,f3f67a9bceab4a18a238e8df,void,2025-05-26T13:34:26.152315+00:00,,2025-09-05T17:34:26.152315+00:00,2025-09-05T17:34:26.152315+00:00
75a8118b-d018-44a8-9d63-1bddfaef6a44,83201b77-ea5d-4dc8-94ee-26813d879a5d,5ed484f3-3fdd-4eec-8ac7-b1bbb4b695de,1,500,,05d24391e5b44376ba3b4421,issued,2025-08-26T12:34:26.152315+00:00,,2025-09-05T17:34:26.152315+00:00,2025-09-05T17:34:26.152315+00:00
775fff7a-39ab-4500-ae4e-f76053609017,c5e73ed9-336a-40c2-af4a-dc506898e62d,fa9a6747-17ec-49cb-acad-c6898851b9e4,1,5000,,87a6aa65f2a54a048db27aed,void,2025-05-05T21:34:26.152315+00:00,,2025-09-05T17:34:26.152315+00:00,2025-09-05T17:34:26.152315+00:00
3b689187-44d4-4370-be61-8c5fe9aac63e,8c8511c7-6814-4196-a8e5-391df9cc1bc5,f5d4f2dc-3123-443d-bbe5-ac0c1cd798fc,1,1000,,5d2aa0a3b1b243c5bb7f873c,issued,2025-08-31T04:34:26.152315+00:00,,2025-09-05T17:34:26.152315+00:00,2025-09-05T17:34:26.152315+00:00
64776496-eea6-4e8f-b61a-fb1166b9c293,6c16493c-86dc-4440-9130-6f635091173a,c6d90bd9-8307-45e3-8c86-3b3ea1c2d868,1,4000,,0f12939ffe784d0d9c5d9ce9,void,2025-08-04T22:34:26.152315+00:00,,2025-09-05T17:34:26.152315+00:00,2025-09-05T17:34:26.152315+00:00
272dbe08-bc30-411f-9f48-179f08bdd7d4,a21db074-44fd-4e66-9d2a-f3b60d71d6ca,900a4f15-2945-4032-8703-e0887cc79801,1,4000,,6341a4b7eb324b30959f58a9,issued,2025-04-28T17:34:26.152315+00:00,,2025-09-05T17:34:26.152315+00:00,2025-09-05T17:34:26.152315+00:00
2e9cfdee-1265-464b-a094-4255b13a02e1,274caa28-b5b7-4ca9-92aa-5dc6b5384bb8,9d577cf1-6c24-4852-b0fd-54a52ca2405f,1,4000,,,checked_in,2025-06-30T11:34:26.152315+00:00,2025-06-30T16:34:26.152315+00:00,2025-09-05T17:34:26.152315+00:00,2025-09-05T17:34:26.152315+00:00
6be295dc-a84a-434b-9f6c-5f5dca289026,8a920110-4811-4df4-9c9b-66d2ceca4a3f,d1c317e1-35b7-4f7a-8dc2-d7775c63d6ce,1,3000,,676c151289f54ac69861609b,checked_in,2025-05-25T20:34:26.152315+00:00,2025-05-25T20:34:26.152315+00:00,2025-09-05T17:34:26.152315+00:00,2025-09-05T17:34:26.152315+00:00
2d57be1f-3fd8-4421-8b90-534e4049027b,b173dc66-87a2-4e01-a86d-83ba35c68d9e,e87c7c5e-c041-4b1d-92d5-24e8037b6ed1,1,500,,c3bf852131224c8bbafaf715,checked_in,2025-07-14T13:34:26.152315+00:00,2025-07-14T14:34:26.152315+00:00,2025-09-05T17:34:26.152315+00:00,2025-09-05T17:34:26.152315+00:00
e87ee225-3ebc-4820-8b58-8a54bd65ae74,63694b35-6fce-4990-bf4a-fa4229f81756,31557f01-d81c-4592-b130-5325c3bfb7d6,1,1000,,8abb2116a74743c9929e62e2,checked_in,2025-07-04T23:34:26.152315+00:00,2025-07-05T04:34:26.152315+00:00,2025-09-05T17:34:26.152315+00:00,2025-09-05T17:34:26.152315+00:00
1bc33278-ced2-4501-a883-94d1ef45b78c,3ea08448-5fbf-4f96-8be6-799593471949,2c3c4195-1751-43e7-a2a6-88dfc48af0d8,1,4000,,,void,2025-05-07T08:34:26.152315+00:00,,2025-09-05T17:34:26.152315+00:00,2025-09-05T17:34:26.152315+00:00
69be39c6-b7f0-406b-80d6-12fc1551f2b4,f3807590-4bb7-48d8-81b8-d44764ad9d51,81760356-fd90-44a6-8f1e-723359ab70ea,1,1000,,,void,2025-06-28T14:34:26.152315+00:00,,2025-09-05T17:34:26.152315+00:00,2025-09-05T17:34:26.152315+00:00
155bbca7-fce0-466d-a38a-b72700420954,62c866d6-f17c-4b25-8f61-a28fc614f06a,77cb509e-e9d4-4649-aa2c-79309824cfbb,1,5000,,05cd33fafae64af9b830f182,checked_in,2025-07-20T12:34:26.152315+00:00,2025-07-20T13:34:26.152315+00:00,2025-09-05T17:34:26.152315+00:00,2025-09-05T17:34:26.152315+00:00
4fd9561a-d9da-45ca-a18b-008f1b8591aa,b2a03129-cac9-4409-8b6d-41cce4c32e60,e1f9867d-7a4d-4916-920b-d7d53438cb87,1,1000,,0815d3fcbee74c09ae85d776,checked_in,2025-08-20T10:34:26.152315+00:00,2025-08-20T15:34:26.152315+00:00,2025-09-05T17:34:26.152315+00:00,2025-09-05T17:34:26.152315+00:00
d1a9e990-9e57-4d9b-8331-f6ff42ae3e9f,fd8c9ff2-4571-4f4b-bcad-691842689619,e89a65b8-2dbb-407d-9afd-a9c42c0f0d03,1,4000,,f19de7e6c314463db1852a27,checked_in,2025-05-01T00:34:26.152315+00:00,2025-05-01T03:34:26.152315+00:00,2025-09-05T17:34:26.152315+00:00,2025-09-05T17:34:26.152315+00:00
dd22509e-f10f-4b05-800a-545f2349e2a8,0b8a811c-d593-4cd1-8aca-cd58e7b24430,ebce8ec3-ce15-4b19-8f5f-5409ce4882ec,1,500,,37849b0b12224f76bbc41b05,void,2025-06-16T05:34:26.152315+00:00,,2025-09-05T17:34:26.152315+00:00,2025-09-05T17:34:26.152315+00:00
3d2bea8a-4ffb-4248-a40f-a3b116c149c1,b9d09acd-64b0-4fe2-9c94-59e85f7080ee,fefecd5c-625e-4e9e-8188-7bc7052cc0d2,1,1500,,53da9950a4004c80808ab4d5,issued,2025-06-20T19:34:26.152315+00:00,,2025-09-05T17:34:26.152315+00:00,2025-09-05T17:34:26.152315+00:00
54e3aabc-22f2-4a6c-b32e-a4ce5bea8ca6,a9ee2bb6-3441-4f4e-81c6-e3584168b47c,e226f7aa-982e-4a7e-be78-1b5f55a2602f,1,0,,d54c4899ab704b6eb3d177d8,void,2025-04-22T20:34:26.152315+00:00,,2025-09-05T17:34:26.152315+00:00,2025-09-05T17:34:26.152315+00:00
8aff7011-8414-4332-9af3-c5ac91ad757c,26f7ef60-3965-4438-9657-e61d0d7f790a,bf2d1a2f-5181-427f-8e8c-64aeab07662f,1,2000,,fbb0ca6f67f64da89fa4fb7a,issued,2025-04-20T07:34:26.152315+00:00,,2025-09-05T17:34:26.152315+00:00,2025-09-05T17:34:26.152315+00:00
104de3a5-0ce0-4bd7-b1c8-9932c59256b8,7de5d23f-d804-42be-8064-df9eb813172a,de5cf9f4-0ca2-47f2-85f8-bae84ca0760e,1,4000,,e585da538d024c658a1ae7c6,checked_in,2025-06-24T04:34:26.152315+00:00,2025-06-24T08:34:26.152315+00:00,2025-09-05T17:34:26.152315+00:00,2025-09-05T17:34:26.152315+00:00
785598e3-bec8-47fe-9022-eec3badf6460,cf9b6667-f32f-4557-82cc-35be33a2434d,f5d4f2dc-3123-443d-bbe5-ac0c1cd798fc,2,1000,,1f6eb4719ae64017830f44ac,issued,2025-07-12T01:34:26.152315+00:00,,2025-09-05T17:34:26.152315+00:00,2025-09-05T17:34:26.152315+00:00
a14695d4-c960-4e46-aa08-705dcf668eb6,7a261024-c1ca-40b6-b746-d6be67868d27,e226f7aa-982e-4a7e-be78-1b5f55a2602f,2,0,,faec6de3815f4891be1ef6c5,checked_in,2025-05-21T07:34:26.152315+00:00,2025-05-21T13:34:26.152315+00:00,2025-09-05T17:34:26.152315+00:00,2025-09-05T17:34:26.152315+00:00
aa0efbd2-634d-4c51-aa28-2daeb52359e0,167c6322-3ea4-49df-ad1c-44ecf235403a,e1126734-d8fe-4431-b37a-cebcb6092716,1,4000,,7e592263d97d4903aa62328a,issued,2025-07-21T09:34:26.152315+00:00,,2025-09-05T17:34:26.152315+00:00,2025-09-05T17:34:26.152315+00:00
6896f370-6a78-4339-bfaa-f6760f430d59,5ac5d17b-1a2c-46ed-bfa9-53f6e9132bec,fa5d9933-98e4-4afa-a8f1-f504105295f2,1,0,,,void,2025-04-20T11:34:26.152315+00:00,,2025-09-05T17:34:26.152315+00:00,2025-09-05T17:34:26.152315+00:00
