id,student_id,intervention,start_date,end_date,created_at,updated_at
b2200458-9bb7-4503-9705-bc5759eabe3f,891a7e69-73c7-4f9f-b38a-6bf90053de9c,Behavior intervention plan (BIP),2025-08-21,2025-09-03,2025-09-05T17:34:23.567040+00:00,2025-09-05T17:34:23.567040+00:00
328d755c-0701-4a53-88b6-5d91db148546,6ace31c2-2761-4594-bf27-05741275c293,Social skills coaching,2025-07-01,2025-08-03,2025-09-05T17:34:23.567057+00:00,2025-09-05T17:34:23.567057+00:00
777b0500-b0b5-4a1b-b133-80cd0e52e1eb,544e394a-b65c-499d-8919-81dfbd6eb6f7,Goal setting & self-monitoring,2025-03-03,2025-03-18,2025-09-05T17:34:23.567073+00:00,2025-09-05T17:34:23.567073+00:00
9354bf5d-83b6-4d06-85ea-eec98fe4a752,4a75ce3b-6df4-45f2-9cc9-397ca40e4c6e,PBIS Tier 2 supports,2025-05-13,2025-06-09,2025-09-05T17:34:23.567090+00:00,2025-09-05T17:34:23.567090+00:00
8794cf5b-9e57-48c5-a90b-22ecb267e93f,5b3a6cc6-895c-4df3-aaa3-1c4688986916,Daily behavior report card,2025-03-09,,2025-09-05T17:34:23.567105+00:00,2025-09-05T17:34:23.567105+00:00
99086dfb-ea1f-4c30-b806-27f0a7ae983f,81c62899-b0e4-4cf7-8d93-6bf550ab66d3,Check-in/Check-out (CICO),2025-06-09,,2025-09-05T17:34:23.567121+00:00,2025-09-05T17:34:23.567121+00:00
bfb35001-227e-4671-ade8-cca4c8d40bdd,a5a7c462-ea1e-4445-ae62-ac43a0d63a7f,Behavior contract,2025-08-11,2025-09-05,2025-09-05T17:34:23.567138+00:00,2025-09-05T17:34:23.567138+00:00
f901e4f4-ed86-42c3-8162-eb61980a60ea,dcb16f9b-cb82-4e94-8d3a-98576662a525,Behavior contract,2025-04-07,2025-06-03,2025-09-05T17:34:23.567154+00:00,2025-09-05T17:34:23.567154+00:00
661deb27-f1b1-4b61-ad7b-d92b99113e76,1faa09eb-9b75-42a4-8573-529fcb02c2b1,Check-in/Check-out (CICO),2025-06-27,,2025-09-05T17:34:23.567170+00:00,2025-09-05T17:34:23.567170+00:00
a4a4c789-4035-48ca-adbc-2f440270f16c,ad8013c3-0d83-44f2-8577-addfed5bb9cf,Restorative conference,2025-06-06,2025-08-02,2025-09-05T17:34:23.567204+00:00,2025-09-05T17:34:23.567204+00:00
eaf44479-2faa-47c3-bb59-7658c573d6b8,aaf386f3-6ac7-41fe-9ed6-a083ff6e405b,PBIS Tier 2 supports,2024-12-20,2025-02-05,2025-09-05T17:34:23.567221+00:00,2025-09-05T17:34:23.567221+00:00
0badc7ad-732a-4738-85d8-701e432b122e,2931ba3c-91c3-4887-8b89-4d7e2769b177,Mentoring,2025-02-19,2025-04-09,2025-09-05T17:34:23.567237+00:00,2025-09-05T17:34:23.567237+00:00
af26526f-81a5-4149-b12f-9fe69d025e80,4a75ce3b-6df4-45f2-9cc9-397ca40e4c6e,Behavior contract,2025-01-15,2025-03-07,2025-09-05T17:34:23.567256+00:00,2025-09-05T17:34:23.567256+00:00
4c5b0d5a-ed0b-43f5-9c2b-d330f8e8a5bb,544e394a-b65c-499d-8919-81dfbd6eb6f7,Social skills coaching,2025-02-17,2025-03-08,2025-09-05T17:34:23.567273+00:00,2025-09-05T17:34:23.567273+00:00
b743a270-a64c-4ac1-af37-8bfc83487f5a,5adbbd09-5b39-4bc3-9bf5-ace96a75ff95,Restorative conference,2024-12-14,,2025-09-05T17:34:23.567289+00:00,2025-09-05T17:34:23.567289+00:00
ae9eaa77-4013-413d-8cc3-680a40e9bd4c,544e394a-b65c-499d-8919-81dfbd6eb6f7,Daily behavior report card,2024-12-30,2025-02-28,2025-09-05T17:34:23.567306+00:00,2025-09-05T17:34:23.567306+00:00
34c241c1-801a-4812-a112-3a7c8c1a0aab,81c62899-b0e4-4cf7-8d93-6bf550ab66d3,Goal setting & self-monitoring,2025-07-22,2025-09-05,2025-09-05T17:34:23.567323+00:00,2025-09-05T17:34:23.567323+00:00
89f60ec8-267f-4d32-a268-d798eeefd5bb,81c62899-b0e4-4cf7-8d93-6bf550ab66d3,Behavior intervention plan (BIP),2025-07-21,2025-08-29,2025-09-05T17:34:23.567339+00:00,2025-09-05T17:34:23.567339+00:00
94e32470-fe05-41d4-aa19-9ac1ea5cef40,a9299f20-a26d-4f77-8e7b-b79df3b0305a,Parent/guardian meeting,2025-06-20,2025-07-23,2025-09-05T17:34:23.567356+00:00,2025-09-05T17:34:23.567356+00:00
5307f403-f901-4e13-930f-0931a5429b26,05b43eba-fd82-4b37-840b-d5db8f4efb74,Daily behavior report card,2025-08-15,,2025-09-05T17:34:23.567371+00:00,2025-09-05T17:34:23.567371+00:00
51e1f3df-abd0-4fdc-8bca-ce2e720b217a,9a19f3e4-370c-425f-b5f3-9f509eba2d16,Behavior intervention plan (BIP),2024-12-22,2025-01-16,2025-09-05T17:34:23.567387+00:00,2025-09-05T17:34:23.567387+00:00
f6cbb1f4-ad79-4f4f-bb60-487b248e6db0,81c62899-b0e4-4cf7-8d93-6bf550ab66d3,Check-in/Check-out (CICO),2025-03-15,,2025-09-05T17:34:23.567402+00:00,2025-09-05T17:34:23.567402+00:00
69c34862-56cb-405e-9b6f-f3753bfcb5cd,8d32e9de-90b8-47c2-8220-e49110eeb2fa,Behavior intervention plan (BIP),2025-01-16,2025-02-20,2025-09-05T17:34:23.567419+00:00,2025-09-05T17:34:23.567419+00:00
8a8f01b5-0961-498e-a288-550e208394b6,93d8da2f-34c9-4523-bf1e-3d06d9cc9fd3,Check-in/Check-out (CICO),2025-04-01,,2025-09-05T17:34:23.567434+00:00,2025-09-05T17:34:23.567434+00:00
b1604dc9-8bf3-4416-af9e-65baf890681e,5497bab3-8c03-4960-b086-0852fffb6d0d,Scheduled movement breaks,2025-06-15,2025-08-07,2025-09-05T17:34:23.567452+00:00,2025-09-05T17:34:23.567452+00:00
57965a51-faea-4284-bc18-6bc2b0a6c7ef,544e394a-b65c-499d-8919-81dfbd6eb6f7,Functional behavior assessment (FBA),2024-12-27,2025-01-18,2025-09-05T17:34:23.567469+00:00,2025-09-05T17:34:23.567469+00:00
22db0d87-ed45-4f8f-bac8-6997b604f2d2,05b43eba-fd82-4b37-840b-d5db8f4efb74,Goal setting & self-monitoring,2025-05-05,2025-05-12,2025-09-05T17:34:23.567486+00:00,2025-09-05T17:34:23.567486+00:00
86f41c5a-e03b-4518-8565-5465aa7fa238,e99454af-2372-4152-bba8-3c6bf9e53745,Restorative conference,2024-12-14,,2025-09-05T17:34:23.567502+00:00,2025-09-05T17:34:23.567502+00:00
b1e67071-dc7b-44a9-bace-6b92a845acbc,a5a7c462-ea1e-4445-ae62-ac43a0d63a7f,Functional behavior assessment (FBA),2024-12-23,2025-02-08,2025-09-05T17:34:23.567518+00:00,2025-09-05T17:34:23.567518+00:00
d8c2aa08-dfef-43ee-b992-18281b99828e,4a75ce3b-6df4-45f2-9cc9-397ca40e4c6e,Preferential seating,2025-07-12,,2025-09-05T17:34:23.567534+00:00,2025-09-05T17:34:23.567534+00:00
88f151bc-0ad9-4505-bebf-18b8d1cde37b,1faa09eb-9b75-42a4-8573-529fcb02c2b1,Behavior contract,2025-01-01,,2025-09-05T17:34:23.567548+00:00,2025-09-05T17:34:23.567548+00:00
f3ab99d0-2bf5-41c8-bd4b-3a4eb14b9f5d,66698adf-142c-4225-8de9-fd613ed0d6b4,Goal setting & self-monitoring,2025-09-05,2025-09-05,2025-09-05T17:34:23.567565+00:00,2025-09-05T17:34:23.567565+00:00
ae211ea0-75d8-4aec-9687-11dd199723b6,482244a9-322c-414d-905e-4c180337d8a9,Restorative conference,2025-02-03,2025-03-26,2025-09-05T17:34:23.567582+00:00,2025-09-05T17:34:23.567582+00:00
aaaaa674-195f-41ed-bf38-efe37e3539ca,ae1ea90c-f0eb-4eec-8074-aa59762e34c7,Goal setting & self-monitoring,2025-03-11,,2025-09-05T17:34:23.567597+00:00,2025-09-05T17:34:23.567597+00:00
5715915b-1518-4630-8539-d19ec5a70d2f,482244a9-322c-414d-905e-4c180337d8a9,Individual counseling,2025-03-06,2025-04-26,2025-09-05T17:34:23.567614+00:00,2025-09-05T17:34:23.567614+00:00
f8f0a806-1444-454f-a8bb-435b763099aa,e99454af-2372-4152-bba8-3c6bf9e53745,PBIS Tier 2 supports,2025-01-03,,2025-09-05T17:34:23.567629+00:00,2025-09-05T17:34:23.567629+00:00
7adc203b-b5ae-4315-b926-4c8bd36fa1cb,6ace31c2-2761-4594-bf27-05741275c293,PBIS Tier 2 supports,2025-06-23,,2025-09-05T17:34:23.567644+00:00,2025-09-05T17:34:23.567644+00:00
7dcded29-a89e-40f3-8a07-26e8aad04e29,891a7e69-73c7-4f9f-b38a-6bf90053de9c,PBIS Tier 2 supports,2025-05-15,,2025-09-05T17:34:23.567659+00:00,2025-09-05T17:34:23.567659+00:00
9c2d7551-c652-4284-8a41-a3094603e62c,93d8da2f-34c9-4523-bf1e-3d06d9cc9fd3,Functional behavior assessment (FBA),2025-08-04,2025-09-05,2025-09-05T17:34:23.567675+00:00,2025-09-05T17:34:23.567675+00:00
e81e53cc-9e01-4267-bb0c-09e2512e2fd5,0f89ea3a-a47d-4a92-91f5-8fda4b325cb8,Behavior contract,2025-07-05,2025-07-17,2025-09-05T17:34:23.567700+00:00,2025-09-05T17:34:23.567700+00:00
ac07d17c-872c-4d97-9fed-c89eba9a109c,5b3a6cc6-895c-4df3-aaa3-1c4688986916,Individual counseling,2025-02-18,,2025-09-05T17:34:23.567716+00:00,2025-09-05T17:34:23.567716+00:00
1dfeb83b-b159-42bb-a1f7-4b6defaf0bda,aab6fa5c-ceb8-4cbd-8af5-fc3989b4ef4e,Parent/guardian meeting,2025-04-03,,2025-09-05T17:34:23.567731+00:00,2025-09-05T17:34:23.567731+00:00
4fb076bc-ac48-4ca8-9169-bd932102ff38,6ace31c2-2761-4594-bf27-05741275c293,Social skills coaching,2025-06-10,2025-06-29,2025-09-05T17:34:23.567748+00:00,2025-09-05T17:34:23.567748+00:00
93c7626e-c138-450d-8765-c61f6f7cbb62,8c7e92ed-d98a-4de5-b353-3539711d623d,Behavior intervention plan (BIP),2025-07-28,2025-08-14,2025-09-05T17:34:23.567765+00:00,2025-09-05T17:34:23.567765+00:00
52bb7a37-d628-4a4a-97fb-ee41262286f6,9ad1e3df-1d4d-47c7-ba55-85a725f887bc,Behavior intervention plan (BIP),2025-07-30,,2025-09-05T17:34:23.567780+00:00,2025-09-05T17:34:23.567780+00:00
5c72efe1-4f4b-44fa-ba63-a1a599aab802,482244a9-322c-414d-905e-4c180337d8a9,Preferential seating,2025-08-08,2025-08-25,2025-09-05T17:34:23.567796+00:00,2025-09-05T17:34:23.567796+00:00
abda9a33-f6ae-4ead-a605-a7e35e1b7e0d,5fdd5c1a-1196-4433-ab63-622cec4994a7,Functional behavior assessment (FBA),2025-05-07,2025-05-14,2025-09-05T17:34:23.567813+00:00,2025-09-05T17:34:23.567813+00:00
ce5b7857-b0c3-4d1d-91e8-6280ee7848de,6ace31c2-2761-4594-bf27-05741275c293,Restorative conference,2025-05-08,2025-06-05,2025-09-05T17:34:23.567830+00:00,2025-09-05T17:34:23.567830+00:00
86450923-a972-48de-ba42-7f56bfa47c87,b8177dd1-8c7d-4370-8e54-db2ecf25e5a7,Social skills coaching,2024-12-11,2025-01-19,2025-09-05T17:34:23.567847+00:00,2025-09-05T17:34:23.567847+00:00
2b96b49c-f073-4215-a78b-06423c622305,ef75f5d1-0189-455a-ae54-9f3cb07ebda6,Small-group counseling,2025-03-18,2025-03-26,2025-09-05T17:34:23.567864+00:00,2025-09-05T17:34:23.567864+00:00
bc4070f0-d48e-4d31-a5bf-9cedf82756be,1faa09eb-9b75-42a4-8573-529fcb02c2b1,Individual counseling,2025-02-26,2025-03-08,2025-09-05T17:34:23.567880+00:00,2025-09-05T17:34:23.567880+00:00
88a182e2-0acd-4b5a-977b-eea3404894bd,ef75f5d1-0189-455a-ae54-9f3cb07ebda6,Goal setting & self-monitoring,2024-12-11,,2025-09-05T17:34:23.567895+00:00,2025-09-05T17:34:23.567895+00:00
88deb3c9-2092-4439-b31b-e0a136a2a573,8c7e92ed-d98a-4de5-b353-3539711d623d,Functional behavior assessment (FBA),2025-05-16,2025-06-18,2025-09-05T17:34:23.567912+00:00,2025-09-05T17:34:23.567912+00:00
383efb45-1825-4da5-ab1d-e46e92e903f7,482244a9-322c-414d-905e-4c180337d8a9,Mentoring,2025-07-30,2025-08-24,2025-09-05T17:34:23.567929+00:00,2025-09-05T17:34:23.567929+00:00
5edf4154-c07f-4511-9c17-2fc25fccf33e,6df281b6-9e3e-4efb-a0fa-16b5b0fae2ab,Individual counseling,2025-07-11,2025-09-05,2025-09-05T17:34:23.567945+00:00,2025-09-05T17:34:23.567945+00:00
71929f8f-676e-4a26-94af-8129c219c20d,a5a7c462-ea1e-4445-ae62-ac43a0d63a7f,Functional behavior assessment (FBA),2025-08-22,2025-09-05,2025-09-05T17:34:23.567962+00:00,2025-09-05T17:34:23.567962+00:00
4da95ee7-d431-47bb-a546-f45288344ed4,0d9bb4ec-9b0e-451e-a6a5-93b776f34233,Behavior contract,2025-07-31,2025-08-10,2025-09-05T17:34:23.567980+00:00,2025-09-05T17:34:23.567980+00:00
7439f027-150d-43b2-84e1-f30e412c7b09,a9299f20-a26d-4f77-8e7b-b79df3b0305a,Preferential seating,2025-07-09,2025-07-19,2025-09-05T17:34:23.567998+00:00,2025-09-05T17:34:23.567998+00:00
7af5bbd5-8403-4638-bdb5-40cc15733b2c,0f89ea3a-a47d-4a92-91f5-8fda4b325cb8,PBIS Tier 2 supports,2025-01-03,2025-01-27,2025-09-05T17:34:23.568014+00:00,2025-09-05T17:34:23.568014+00:00
d823cf02-4107-4607-bc67-7b4afe8b7572,a47736c6-6639-44c6-bfaf-f722b7f4ad20,Check-in/Check-out (CICO),2025-03-29,,2025-09-05T17:34:23.568029+00:00,2025-09-05T17:34:23.568029+00:00
3fc5853a-a6e9-48a2-805d-0493d9901c93,482244a9-322c-414d-905e-4c180337d8a9,Individual counseling,2025-07-19,2025-07-26,2025-09-05T17:34:23.568045+00:00,2025-09-05T17:34:23.568045+00:00
bce2e10a-f1bc-4d2c-85eb-80be002fec9a,482244a9-322c-414d-905e-4c180337d8a9,Individual counseling,2025-06-16,,2025-09-05T17:34:23.568060+00:00,2025-09-05T17:34:23.568060+00:00
40ada855-9028-45fb-a7b1-cebf20e00080,05b43eba-fd82-4b37-840b-d5db8f4efb74,Behavior intervention plan (BIP),2025-03-07,2025-04-27,2025-09-05T17:34:23.568076+00:00,2025-09-05T17:34:23.568076+00:00
e4b68acc-47b7-4469-adb3-c1d17042bff2,93d8da2f-34c9-4523-bf1e-3d06d9cc9fd3,Scheduled movement breaks,2025-05-13,,2025-09-05T17:34:23.568091+00:00,2025-09-05T17:34:23.568091+00:00
dbc73ff5-f743-4449-a27a-53d09c64aa13,5b3a6cc6-895c-4df3-aaa3-1c4688986916,Check-in/Check-out (CICO),2025-01-03,,2025-09-05T17:34:23.568106+00:00,2025-09-05T17:34:23.568106+00:00
acfbbffb-d470-457e-94c6-5eac8419f4d6,4a75ce3b-6df4-45f2-9cc9-397ca40e4c6e,Small-group counseling,2024-12-30,2025-02-05,2025-09-05T17:34:23.568139+00:00,2025-09-05T17:34:23.568139+00:00
