id,school_id,activity_id,title,summary,starts_at,ends_at,venue,status,attributes,created_at,updated_at
b8cd95f7-1929-4e69-8388-57801a869e0e,bf90c016-a579-44c2-aeda-728162af45ae,df73b7fe-e82f-441d-8592-df92b98e866d,Science Fair,Student-led event featuring exhibitions and performances.,2025-11-12T15:15:24.454038+00:00,2025-11-12T18:21:24.454038+00:00,Library,published,"{""featured"": false, ""color"": ""red"", ""tags"": [""academics""]}",2025-09-05T17:34:24.454052+00:00,2025-09-05T17:34:24.454052+00:00
911eb272-b2d7-4c7f-b68b-9f05cfa39292,9648ac8b-7b56-4ffe-bf30-ae930fbc9ae8,8e53bd7c-5e47-4297-9d27-5652a8bd7c94,Science Fair,,2025-12-30T19:51:24.454078+00:00,,Board Room,published,,2025-09-05T17:34:24.454086+00:00,2025-09-05T17:34:24.454086+00:00
e02339c1-1e1e-409c-8aa1-4e56f503bdbb,bf90c016-a579-44c2-aeda-728162af45ae,,Parent Night,Join us for an evening of learning and celebration.,2025-09-14T01:52:24.454103+00:00,2025-09-14T02:56:24.454103+00:00,Board Room,cancelled,,2025-09-05T17:34:24.454112+00:00,2025-09-05T17:34:24.454112+00:00
acfb9259-2bf1-4630-9851-4da5cf949afc,9c84f6d9-de4d-4f78-a949-2873dcf69726,,Athletics Awards & Info Session,Public meeting—agenda to be published.,2025-09-09T16:21:24.454130+00:00,2025-09-09T19:04:24.454130+00:00,Board Room,draft,"{""featured"": false, ""color"": ""red"", ""tags"": [""family""]}",2025-09-05T17:34:24.454142+00:00,2025-09-05T17:34:24.454142+00:00
86d2d2cf-63d5-4b6b-bc44-3b545d673173,6ff82cee-4f46-4572-89d2-149206d420a5,ed5d9ceb-797b-42be-92a7-748fa5bf5071,Math Olympiad (K-8),Information session with Q&A.,2025-10-05T03:40:24.454167+00:00,2025-10-05T07:21:24.454167+00:00,Gymnasium,published,,2025-09-05T17:34:24.454176+00:00,2025-09-05T17:34:24.454176+00:00
773854c6-cec6-49ef-b37c-cc5ba0ca507b,9c84f6d9-de4d-4f78-a949-2873dcf69726,34d220ac-aabe-4671-8136-d4f8c9f51714,Athletics Awards 2025,Information session with Q&A.,2025-10-06T19:48:24.454195+00:00,,Room 101,draft,"{""featured"": false, ""color"": ""blue"", ""tags"": [""academics"", ""students"", ""family""]}",2025-09-05T17:34:24.454207+00:00,2025-09-05T17:34:24.454207+00:00
9ef18fe0-ce24-4f70-a106-6eabfea07803,bf90c016-a579-44c2-aeda-728162af45ae,57d06388-1385-4311-a44c-34b008994339,Science Fair – Evening,Student-led event featuring exhibitions and performances.,2025-12-05T18:15:24.454230+00:00,,,draft,"{""featured"": true, ""color"": ""green"", ""tags"": [""sports"", ""family"", ""academics""]}",2025-09-05T17:34:24.454242+00:00,2025-09-05T17:34:24.454242+00:00
af597f46-d4b6-4d49-907d-b3383ce43f12,07e53f0e-5e7d-4bbc-959d-4c22e6b04530,df73b7fe-e82f-441d-8592-df92b98e866d,STEM Expo – Evening,All families welcome.,2025-07-25T12:57:24.454265+00:00,2025-07-25T14:08:24.454265+00:00,Library,cancelled,"{""featured"": false, ""color"": ""orange"", ""tags"": [""family""]}",2025-09-05T17:34:24.454278+00:00,2025-09-05T17:34:24.454278+00:00
40110b70-3a5d-4698-8b19-b6698053c80b,bf90c016-a579-44c2-aeda-728162af45ae,8e53bd7c-5e47-4297-9d27-5652a8bd7c94,Board Meeting & Info Session,Student-led event featuring exhibitions and performances.,2025-08-14T22:24:24.454303+00:00,2025-08-14T23:50:24.454303+00:00,Room 101,published,,2025-09-05T17:34:24.454312+00:00,2025-09-05T17:34:24.454312+00:00
e4a52d88-8138-4014-b75f-93da46460871,6f727dfe-30c3-49db-af13-908138c4454f,,Science Fair (K-8),Join us for an evening of learning and celebration.,2025-09-01T20:59:24.454331+00:00,2025-09-01T22:15:24.454331+00:00,Room 101,published,"{""featured"": false, ""color"": ""blue"", ""tags"": [""music"", ""staff"", ""students""]}",2025-09-05T17:34:24.454344+00:00,2025-09-05T17:34:24.454344+00:00
ba64677d-f708-4b38-8c17-b1d0dcf76998,07e53f0e-5e7d-4bbc-959d-4c22e6b04530,57d06388-1385-4311-a44c-34b008994339,Career Day – Evening,Join us for an evening of learning and celebration.,2025-07-10T10:17:24.454369+00:00,,Cafeteria,published,,2025-09-05T17:34:24.454376+00:00,2025-09-05T17:34:24.454376+00:00
bb28e12b-9859-484c-be39-d12748885849,bf90c016-a579-44c2-aeda-728162af45ae,a7cffd9d-3354-42ca-84ba-37162debd2b5,Athletics Awards – Community,Student-led event featuring exhibitions and performances.,2025-10-02T01:14:24.454394+00:00,,Field A,published,,2025-09-05T17:34:24.454401+00:00,2025-09-05T17:34:24.454401+00:00
e829aa3f-f939-4e1c-b84a-f9d66435e544,6f727dfe-30c3-49db-af13-908138c4454f,ed5d9ceb-797b-42be-92a7-748fa5bf5071,Athletics Awards,Information session with Q&A.,2025-10-15T00:38:24.454418+00:00,2025-10-15T03:54:24.454418+00:00,Field A,draft,"{""featured"": false, ""color"": ""red"", ""tags"": [""music"", ""academics""]}",2025-09-05T17:34:24.454432+00:00,2025-09-05T17:34:24.454432+00:00
b9d5732e-7095-49fe-a6b2-e027265c1d28,6f727dfe-30c3-49db-af13-908138c4454f,df73b7fe-e82f-441d-8592-df92b98e866d,Science Fair – Community,Student-led event featuring exhibitions and performances.,2025-11-16T06:54:24.454456+00:00,,Board Room,draft,"{""featured"": false, ""color"": ""orange"", ""tags"": [""family"", ""music"", ""academics""]}",2025-09-05T17:34:24.454468+00:00,2025-09-05T17:34:24.454468+00:00
91d128c3-80df-43e7-b29c-c401a5a6437f,9648ac8b-7b56-4ffe-bf30-ae930fbc9ae8,57d06388-1385-4311-a44c-34b008994339,Math Olympiad (K-8),,2025-09-06T20:14:24.454492+00:00,2025-09-06T21:15:24.454492+00:00,Gymnasium,published,"{""featured"": false, ""color"": ""orange"", ""tags"": [""family"", ""music"", ""sports""]}",2025-09-05T17:34:24.454506+00:00,2025-09-05T17:34:24.454506+00:00
98b53d44-ba7d-4eb8-a08c-b05483c06a91,9c84f6d9-de4d-4f78-a949-2873dcf69726,34d220ac-aabe-4671-8136-d4f8c9f51714,Math Olympiad & Info Session,Information session with Q&A.,2025-10-30T21:56:24.454531+00:00,2025-10-31T00:36:24.454531+00:00,Field A,draft,"{""featured"": false, ""color"": ""purple"", ""tags"": [""community"", ""family"", ""students""]}",2025-09-05T17:34:24.454545+00:00,2025-09-05T17:34:24.454545+00:00
b61b12a5-edff-41a5-9e59-6a92386429fb,6f727dfe-30c3-49db-af13-908138c4454f,a7cffd9d-3354-42ca-84ba-37162debd2b5,Parent Night (K-8),Join us for an evening of learning and celebration.,2025-11-04T08:21:24.454570+00:00,2025-11-04T11:25:24.454570+00:00,Cafeteria,published,"{""featured"": true, ""color"": ""orange"", ""tags"": [""sports"", ""academics"", ""staff""]}",2025-09-05T17:34:24.454583+00:00,2025-09-05T17:34:24.454583+00:00
857dc6b9-1db9-4576-9c89-0143898ed365,6ff82cee-4f46-4572-89d2-149206d420a5,57d06388-1385-4311-a44c-34b008994339,Open House (K-8),Information session with Q&A.,2025-08-30T20:31:24.454608+00:00,2025-08-30T23:01:24.454608+00:00,Library,published,"{""featured"": false, ""color"": ""red"", ""tags"": [""students""]}",2025-09-05T17:34:24.454621+00:00,2025-09-05T17:34:24.454621+00:00
cf3b93a3-c0b2-40ee-b1a4-5bca5ebffd6b,07e53f0e-5e7d-4bbc-959d-4c22e6b04530,8e53bd7c-5e47-4297-9d27-5652a8bd7c94,STEM Expo 2025,Join us for an evening of learning and celebration.,2025-09-04T06:10:24.454646+00:00,2025-09-04T09:49:24.454646+00:00,,published,,2025-09-05T17:34:24.454655+00:00,2025-09-05T17:34:24.454655+00:00
8cbd22a8-7529-47e0-a42b-48deb546048f,6f727dfe-30c3-49db-af13-908138c4454f,ed5d9ceb-797b-42be-92a7-748fa5bf5071,STEM Expo – Community,Join us for an evening of learning and celebration.,2025-07-27T10:29:24.454674+00:00,2025-07-27T11:15:24.454674+00:00,Room 101,published,,2025-09-05T17:34:24.454682+00:00,2025-09-05T17:34:24.454682+00:00
ecd891e3-b482-4de7-9fdc-a355a9bcbdcf,07e53f0e-5e7d-4bbc-959d-4c22e6b04530,57d06388-1385-4311-a44c-34b008994339,Athletics Awards – Community,,2025-11-11T22:20:24.454701+00:00,2025-11-12T00:45:24.454701+00:00,Gymnasium,draft,,2025-09-05T17:34:24.454709+00:00,2025-09-05T17:34:24.454709+00:00
c81e532b-2325-44ac-aef7-9a15c9a44ea5,9c84f6d9-de4d-4f78-a949-2873dcf69726,57d06388-1385-4311-a44c-34b008994339,Parent Night 2025,Student-led event featuring exhibitions and performances.,2025-08-07T19:35:24.454727+00:00,2025-08-07T22:34:24.454727+00:00,Main Auditorium,published,"{""featured"": false, ""color"": ""purple"", ""tags"": [""community""]}",2025-09-05T17:34:24.454739+00:00,2025-09-05T17:34:24.454739+00:00
3f154577-46b3-4bcb-bf1c-875c0598788a,9648ac8b-7b56-4ffe-bf30-ae930fbc9ae8,57d06388-1385-4311-a44c-34b008994339,Athletics Awards (K-8),Student-led event featuring exhibitions and performances.,2025-07-26T05:50:24.454764+00:00,2025-07-26T09:16:24.454764+00:00,Board Room,published,,2025-09-05T17:34:24.454773+00:00,2025-09-05T17:34:24.454773+00:00
b697bba3-5cba-4b42-8f21-893f8ff186cc,9c84f6d9-de4d-4f78-a949-2873dcf69726,4ffb8e1d-d88d-4ebe-a734-35360fc153d4,Math Olympiad – Evening,Information session with Q&A.,2025-11-11T04:56:24.454792+00:00,,Gymnasium,draft,"{""featured"": false, ""color"": ""blue"", ""tags"": [""students"", ""community"", ""staff""]}",2025-09-05T17:34:24.454803+00:00,2025-09-05T17:34:24.454803+00:00
2301bf41-61c8-4e59-ad39-ae5d11f1ee13,9c84f6d9-de4d-4f78-a949-2873dcf69726,a7cffd9d-3354-42ca-84ba-37162debd2b5,Science Fair (K-8),Student-led event featuring exhibitions and performances.,2025-07-25T19:23:24.454827+00:00,2025-07-25T21:57:24.454827+00:00,Main Auditorium,published,,2025-09-05T17:34:24.454836+00:00,2025-09-05T17:34:24.454836+00:00
34158258-59f7-4989-80e9-e4b271394acd,6f727dfe-30c3-49db-af13-908138c4454f,8e53bd7c-5e47-4297-9d27-5652a8bd7c94,STEM Expo – Community,Information session with Q&A.,2025-07-09T03:02:24.454855+00:00,2025-07-09T06:48:24.454855+00:00,,published,"{""featured"": false, ""color"": ""orange"", ""tags"": [""sports"", ""staff""]}",2025-09-05T17:34:24.454867+00:00,2025-09-05T17:34:24.454867+00:00
105bf9a5-a01a-40c0-bd7b-b8abee28c1a7,9c84f6d9-de4d-4f78-a949-2873dcf69726,,Drama Club Performance (K-8),,2025-12-09T10:42:24.454891+00:00,2025-12-09T13:27:24.454891+00:00,Library,published,"{""featured"": false, ""color"": ""blue"", ""tags"": [""community""]}",2025-09-05T17:34:24.454904+00:00,2025-09-05T17:34:24.454904+00:00
d33b2f2c-a34a-4cd5-953c-1648edb2f667,6f727dfe-30c3-49db-af13-908138c4454f,57d06388-1385-4311-a44c-34b008994339,Open House 2025,All families welcome.,2025-07-16T10:53:24.454928+00:00,2025-07-16T11:43:24.454928+00:00,Board Room,published,"{""featured"": false, ""color"": ""green"", ""tags"": [""music"", ""family"", ""sports""]}",2025-09-05T17:34:24.454942+00:00,2025-09-05T17:34:24.454942+00:00
a1c5abde-0778-4c8b-a302-18e0e16cdaf8,f8d14dee-9788-4690-9a8f-00c54b1dc122,8e53bd7c-5e47-4297-9d27-5652a8bd7c94,Board Meeting 2025,Information session with Q&A.,2025-09-16T04:51:24.454966+00:00,2025-09-16T06:30:24.454966+00:00,Community Hall,draft,"{""featured"": false, ""color"": ""red"", ""tags"": [""family"", ""academics"", ""staff""]}",2025-09-05T17:34:24.454980+00:00,2025-09-05T17:34:24.454980+00:00
0a6354d7-6bbc-48da-999c-ca8662fed93c,bf90c016-a579-44c2-aeda-728162af45ae,ed5d9ceb-797b-42be-92a7-748fa5bf5071,Board Meeting,Public meeting—agenda to be published.,2025-12-27T04:29:24.455005+00:00,2025-12-27T06:01:24.455005+00:00,Cafeteria,published,"{""featured"": false, ""color"": ""purple"", ""tags"": [""community""]}",2025-09-05T17:34:24.455018+00:00,2025-09-05T17:34:24.455018+00:00
8b344f96-3520-4f09-97b6-48c437250592,6ff82cee-4f46-4572-89d2-149206d420a5,df73b7fe-e82f-441d-8592-df92b98e866d,Board Meeting – Evening,Information session with Q&A.,2025-07-23T09:01:24.455043+00:00,2025-07-23T11:23:24.455043+00:00,,published,,2025-09-05T17:34:24.455052+00:00,2025-09-05T17:34:24.455052+00:00
43bcd67c-7e62-4649-bd57-83604083feef,f8d14dee-9788-4690-9a8f-00c54b1dc122,,Science Fair 2025,Public meeting—agenda to be published.,2025-12-28T14:50:24.455071+00:00,2025-12-28T18:16:24.455071+00:00,,published,"{""featured"": false, ""color"": ""blue"", ""tags"": [""music""]}",2025-09-05T17:34:24.455084+00:00,2025-09-05T17:34:24.455084+00:00
77cd56cd-0afd-4b1e-aa09-938660b4ae79,9c84f6d9-de4d-4f78-a949-2873dcf69726,df73b7fe-e82f-441d-8592-df92b98e866d,Open House,Join us for an evening of learning and celebration.,2025-11-27T06:40:24.455109+00:00,2025-11-27T09:29:24.455109+00:00,Board Room,published,"{""featured"": false, ""color"": ""red"", ""tags"": [""students""]}",2025-09-05T17:34:24.455121+00:00,2025-09-05T17:34:24.455121+00:00
9ef1179c-2ced-4819-9426-84437818e51f,9648ac8b-7b56-4ffe-bf30-ae930fbc9ae8,8e53bd7c-5e47-4297-9d27-5652a8bd7c94,Board Meeting 2025,Student-led event featuring exhibitions and performances.,2025-12-06T05:18:24.455146+00:00,2025-12-06T07:06:24.455146+00:00,,published,"{""featured"": true, ""color"": ""green"", ""tags"": [""family"", ""music""]}",2025-09-05T17:34:24.455160+00:00,2025-09-05T17:34:24.455160+00:00
92dcf310-382c-4766-8780-633364a30de0,07e53f0e-5e7d-4bbc-959d-4c22e6b04530,a7cffd9d-3354-42ca-84ba-37162debd2b5,Choir Concert & Info Session,Public meeting—agenda to be published.,2025-12-04T21:26:24.455185+00:00,,Room 101,published,,2025-09-05T17:34:24.455193+00:00,2025-09-05T17:34:24.455193+00:00
a5cdca64-44ad-4659-881a-10bf59bc8229,f8d14dee-9788-4690-9a8f-00c54b1dc122,ed5d9ceb-797b-42be-92a7-748fa5bf5071,Career Day & Info Session,Information session with Q&A.,2025-11-25T13:42:24.455210+00:00,2025-11-25T14:28:24.455210+00:00,Field A,cancelled,"{""featured"": false, ""color"": ""orange"", ""tags"": [""academics"", ""community""]}",2025-09-05T17:34:24.455223+00:00,2025-09-05T17:34:24.455223+00:00
be11907a-d55b-46f8-9187-39755e08a812,9648ac8b-7b56-4ffe-bf30-ae930fbc9ae8,,Choir Concert & Info Session,All families welcome.,2025-11-07T17:11:24.455248+00:00,,Library,published,,2025-09-05T17:34:24.455255+00:00,2025-09-05T17:34:24.455255+00:00
ba87d97d-3ff3-4c67-839e-16965455d5ff,6f727dfe-30c3-49db-af13-908138c4454f,df73b7fe-e82f-441d-8592-df92b98e866d,Parent Night & Info Session,Join us for an evening of learning and celebration.,2025-10-15T04:29:24.455272+00:00,2025-10-15T05:51:24.455272+00:00,Gymnasium,published,"{""featured"": true, ""color"": ""red"", ""tags"": [""staff"", ""students"", ""community""]}",2025-09-05T17:34:24.455285+00:00,2025-09-05T17:34:24.455285+00:00
a72efa2c-6da6-420f-9f91-7fef4d179b59,bf90c016-a579-44c2-aeda-728162af45ae,34d220ac-aabe-4671-8136-d4f8c9f51714,Board Meeting 2025,,2025-08-01T18:20:24.455310+00:00,2025-08-01T22:10:24.455310+00:00,,published,"{""featured"": false, ""color"": ""red"", ""tags"": [""family"", ""community""]}",2025-09-05T17:34:24.455323+00:00,2025-09-05T17:34:24.455323+00:00
699420dd-7ffd-4f33-9fb8-3d621045ef6b,f8d14dee-9788-4690-9a8f-00c54b1dc122,,Science Fair 2025,,2025-09-19T18:20:24.455348+00:00,2025-09-19T22:11:24.455348+00:00,Gymnasium,cancelled,"{""featured"": true, ""color"": ""blue"", ""tags"": [""family"", ""students"", ""community""]}",2025-09-05T17:34:24.455362+00:00,2025-09-05T17:34:24.455362+00:00
241d8b8c-76f5-49d1-8aad-dfaac2474715,bf90c016-a579-44c2-aeda-728162af45ae,57d06388-1385-4311-a44c-34b008994339,STEM Expo & Info Session,Student-led event featuring exhibitions and performances.,2025-08-23T12:36:24.455387+00:00,,,published,,2025-09-05T17:34:24.455395+00:00,2025-09-05T17:34:24.455395+00:00
36dbfcfe-698f-4c63-81ee-62a2a0e404d9,bf90c016-a579-44c2-aeda-728162af45ae,ed5d9ceb-797b-42be-92a7-748fa5bf5071,Athletics Awards (K-8),Public meeting—agenda to be published.,2025-12-28T21:57:24.455412+00:00,2025-12-29T00:11:24.455412+00:00,Community Hall,cancelled,,2025-09-05T17:34:24.455421+00:00,2025-09-05T17:34:24.455421+00:00
53656f75-91b9-44b0-9960-fc6e83d65822,6f727dfe-30c3-49db-af13-908138c4454f,,Choir Concert – Evening,,2025-08-23T15:09:24.455439+00:00,2025-08-23T16:51:24.455439+00:00,Community Hall,published,"{""featured"": false, ""color"": ""green"", ""tags"": [""family"", ""staff"", ""sports""]}",2025-09-05T17:34:24.455453+00:00,2025-09-05T17:34:24.455453+00:00
27b761a7-0cc7-4930-87e6-57d8c90301de,bf90c016-a579-44c2-aeda-728162af45ae,a7cffd9d-3354-42ca-84ba-37162debd2b5,Science Fair (K-8),All families welcome.,2025-08-17T20:13:24.455478+00:00,2025-08-17T22:36:24.455478+00:00,Community Hall,published,"{""featured"": false, ""color"": ""blue"", ""tags"": [""students"", ""sports""]}",2025-09-05T17:34:24.455492+00:00,2025-09-05T17:34:24.455492+00:00
d3b19cb6-a221-4887-8824-52125b50e28e,f8d14dee-9788-4690-9a8f-00c54b1dc122,8e53bd7c-5e47-4297-9d27-5652a8bd7c94,Science Fair & Info Session,Public meeting—agenda to be published.,2025-12-05T18:40:24.455517+00:00,,Library,published,,2025-09-05T17:34:24.455524+00:00,2025-09-05T17:34:24.455524+00:00
574eb493-ff1e-44d5-a0ae-f5514399c830,6ff82cee-4f46-4572-89d2-149206d420a5,4ffb8e1d-d88d-4ebe-a734-35360fc153d4,Open House (K-8),,2025-08-09T05:24:24.455541+00:00,2025-08-09T09:00:24.455541+00:00,Field A,draft,"{""featured"": false, ""color"": ""orange"", ""tags"": [""community"", ""academics""]}",2025-09-05T17:34:24.455554+00:00,2025-09-05T17:34:24.455554+00:00
4c352855-f5bf-4f26-af29-4ecca6889852,bf90c016-a579-44c2-aeda-728162af45ae,4ffb8e1d-d88d-4ebe-a734-35360fc153d4,Athletics Awards & Info Session,Public meeting—agenda to be published.,2025-10-25T10:03:24.455578+00:00,,Board Room,cancelled,"{""featured"": false, ""color"": ""green"", ""tags"": [""staff""]}",2025-09-05T17:34:24.455590+00:00,2025-09-05T17:34:24.455590+00:00
48cf4e4b-8e28-45d9-94c7-0e8755cb6e40,f8d14dee-9788-4690-9a8f-00c54b1dc122,df73b7fe-e82f-441d-8592-df92b98e866d,Science Fair 2025,Join us for an evening of learning and celebration.,2025-11-12T16:10:24.455613+00:00,2025-11-12T17:02:24.455613+00:00,,cancelled,,2025-09-05T17:34:24.455622+00:00,2025-09-05T17:34:24.455622+00:00
e9789c6b-dde4-47e2-8fe2-3cec8f7cc1ba,6f727dfe-30c3-49db-af13-908138c4454f,57d06388-1385-4311-a44c-34b008994339,Choir Concert – Community,Public meeting—agenda to be published.,2025-08-31T11:29:24.455640+00:00,2025-08-31T12:16:24.455640+00:00,Library,published,"{""featured"": false, ""color"": ""orange"", ""tags"": [""family"", ""staff""]}",2025-09-05T17:34:24.455653+00:00,2025-09-05T17:34:24.455653+00:00
c840cd68-5bc2-4552-9e13-e1ef30d59053,bf90c016-a579-44c2-aeda-728162af45ae,,Open House & Info Session,Student-led event featuring exhibitions and performances.,2025-08-01T08:20:24.455678+00:00,2025-08-01T12:11:24.455678+00:00,Room 101,published,"{""featured"": false, ""color"": ""orange"", ""tags"": [""academics""]}",2025-09-05T17:34:24.455691+00:00,2025-09-05T17:34:24.455691+00:00
2eea0401-4a08-48c5-9744-b5cc58531a31,9c84f6d9-de4d-4f78-a949-2873dcf69726,57d06388-1385-4311-a44c-34b008994339,Parent Night (K-8),Student-led event featuring exhibitions and performances.,2025-10-12T08:56:24.455716+00:00,2025-10-12T10:39:24.455716+00:00,Community Hall,published,"{""featured"": false, ""color"": ""green"", ""tags"": [""staff"", ""sports"", ""family""]}",2025-09-05T17:34:24.455730+00:00,2025-09-05T17:34:24.455730+00:00
4f188f44-3a31-4010-84bd-c03be030f1bf,bf90c016-a579-44c2-aeda-728162af45ae,a7cffd9d-3354-42ca-84ba-37162debd2b5,Athletics Awards,Join us for an evening of learning and celebration.,2025-07-12T01:14:24.455755+00:00,,Cafeteria,draft,"{""featured"": true, ""color"": ""purple"", ""tags"": [""family"", ""academics"", ""sports""]}",2025-09-05T17:34:24.455767+00:00,2025-09-05T17:34:24.455767+00:00
bd069f09-e766-48c9-9dce-1b6cbce21642,bf90c016-a579-44c2-aeda-728162af45ae,4ffb8e1d-d88d-4ebe-a734-35360fc153d4,STEM Expo – Community,,2025-12-30T20:46:24.455791+00:00,2025-12-30T23:38:24.455791+00:00,Field A,cancelled,,2025-09-05T17:34:24.455800+00:00,2025-09-05T17:34:24.455800+00:00
42f10c4d-85f6-4ab4-bd32-8559d5930853,6f727dfe-30c3-49db-af13-908138c4454f,,Open House & Info Session,Information session with Q&A.,2025-11-26T01:04:24.455819+00:00,2025-11-26T03:26:24.455819+00:00,Gymnasium,published,"{""featured"": true, ""color"": ""orange"", ""tags"": [""music"", ""family"", ""students""]}",2025-09-05T17:34:24.455832+00:00,2025-09-05T17:34:24.455832+00:00
c1d15e44-844a-4a79-9cd6-98279bb8b695,9648ac8b-7b56-4ffe-bf30-ae930fbc9ae8,,Parent Night & Info Session,Student-led event featuring exhibitions and performances.,2025-12-12T01:34:24.455857+00:00,2025-12-12T04:01:24.455857+00:00,Room 101,draft,"{""featured"": false, ""color"": ""blue"", ""tags"": [""sports"", ""students""]}",2025-09-05T17:34:24.455871+00:00,2025-09-05T17:34:24.455871+00:00
ce0ea1db-4b64-492c-88c6-960f1fd62b3c,9648ac8b-7b56-4ffe-bf30-ae930fbc9ae8,,Athletics Awards,Public meeting—agenda to be published.,2025-12-23T02:53:24.455897+00:00,2025-12-23T03:34:24.455897+00:00,Gymnasium,published,"{""featured"": true, ""color"": ""green"", ""tags"": [""academics""]}",2025-09-05T17:34:24.455911+00:00,2025-09-05T17:34:24.455911+00:00
24fde5bc-3a9d-4d46-8b88-3ed5951e8a13,f8d14dee-9788-4690-9a8f-00c54b1dc122,8e53bd7c-5e47-4297-9d27-5652a8bd7c94,Parent Night,Public meeting—agenda to be published.,2025-09-29T04:58:24.455936+00:00,2025-09-29T07:49:24.455936+00:00,Main Auditorium,published,"{""featured"": false, ""color"": ""blue"", ""tags"": [""staff"", ""sports""]}",2025-09-05T17:34:24.455949+00:00,2025-09-05T17:34:24.455949+00:00
