id,meeting_id,parent_id,position,title,description,linked_policy_id,linked_objective_id,time_allocated,created_at,updated_at
1f2513c8-bf73-4013-9700-2c6c0f82c89a,c4ee22f5-6cdf-456f-8d05-4f9af5e5ae03,,1,Assessment Alignment #2,,,,20,2025-09-05T17:34:24.338505+00:00,2025-09-05T17:34:24.338505+00:00
7b9ef546-6c77-4ce2-9220-c5db58375994,c4ee22f5-6cdf-456f-8d05-4f9af5e5ae03,,2,Assessment Alignment #5,,,,15,2025-09-05T17:34:24.338505+00:00,2025-09-05T17:34:24.338505+00:00
6e1311e7-f4fc-48de-a640-3132128eb4ca,c4ee22f5-6cdf-456f-8d05-4f9af5e5ae03,,3,Community Input #5,Review supporting documents.,,,60,2025-09-05T17:34:24.338505+00:00,2025-09-05T17:34:24.338505+00:00
f1088cad-cbc8-4825-bb80-5b09b3ae12a8,c4ee22f5-6cdf-456f-8d05-4f9af5e5ae03,,4,Community Input #1,,,,10,2025-09-05T17:34:24.338505+00:00,2025-09-05T17:34:24.338505+00:00
4a9957c1-87c9-4780-b19e-7c280c4777a0,c4ee22f5-6cdf-456f-8d05-4f9af5e5ae03,1f2513c8-bf73-4013-9700-2c6c0f82c89a,5,Program Update #1,Public comment period included.,,,5,2025-09-05T17:34:24.338505+00:00,2025-09-05T17:34:24.338505+00:00
ad9443c0-910a-4518-8633-9b6f524b1549,c4ee22f5-6cdf-456f-8d05-4f9af5e5ae03,,6,Action Items #2,Discussion led by chair.,,,5,2025-09-05T17:34:24.338505+00:00,2025-09-05T17:34:24.338505+00:00
b843233e-58aa-45ca-8d53-344fe9c21b88,7b27e032-6333-40bb-bf14-b9f65367c259,,1,Opening Remarks #3,,,,5,2025-09-05T17:34:24.338505+00:00,2025-09-05T17:34:24.338505+00:00
05bb7642-2808-4728-bf9b-602835754b00,7b27e032-6333-40bb-bf14-b9f65367c259,b843233e-58aa-45ca-8d53-344fe9c21b88,2,Assessment Alignment #6,Review supporting documents.,,,10,2025-09-05T17:34:24.338505+00:00,2025-09-05T17:34:24.338505+00:00
ca476c3d-8cc7-4d18-b462-dff695142a8a,7b27e032-6333-40bb-bf14-b9f65367c259,,3,Community Input #6,,,,5,2025-09-05T17:34:24.338505+00:00,2025-09-05T17:34:24.338505+00:00
e88e93bc-334d-4f22-a614-03f7c8f47975,7b27e032-6333-40bb-bf14-b9f65367c259,,4,Instructional Materials #5,Review supporting documents.,,,15,2025-09-05T17:34:24.338505+00:00,2025-09-05T17:34:24.338505+00:00
8d4e0ee6-d7d6-493d-9919-69d1069c990d,7b27e032-6333-40bb-bf14-b9f65367c259,,5,Policy Discussion #5,Public comment period included.,,,20,2025-09-05T17:34:24.338505+00:00,2025-09-05T17:34:24.338505+00:00
9644b78a-021c-453a-8154-c479ac39ff34,7b27e032-6333-40bb-bf14-b9f65367c259,,6,Program Update #1,,,,60,2025-09-05T17:34:24.338505+00:00,2025-09-05T17:34:24.338505+00:00
8bd5ce55-c89b-4d4d-8aa7-6f55d9c02f61,d53589a5-07d9-4019-b6a5-bc552bbe155d,,1,Assessment Alignment #1,Public comment period included.,,,45,2025-09-05T17:34:24.338505+00:00,2025-09-05T17:34:24.338505+00:00
1b1b33ba-376a-407a-9088-8b755dd5a2fb,d53589a5-07d9-4019-b6a5-bc552bbe155d,,2,Opening Remarks #5,Review supporting documents.,,,15,2025-09-05T17:34:24.338505+00:00,2025-09-05T17:34:24.338505+00:00
7415608b-50a6-4e7b-bb30-216c328d9e35,d53589a5-07d9-4019-b6a5-bc552bbe155d,,3,Opening Remarks #2,Review supporting documents.,,,,2025-09-05T17:34:24.338505+00:00,2025-09-05T17:34:24.338505+00:00
194ad7d7-2ba7-4e52-99e1-799987484471,d53589a5-07d9-4019-b6a5-bc552bbe155d,,4,New Business #1,,,,20,2025-09-05T17:34:24.338505+00:00,2025-09-05T17:34:24.338505+00:00
62391ace-8e57-4378-897a-ff72f3151ed7,d53589a5-07d9-4019-b6a5-bc552bbe155d,,5,Policy Discussion #1,Review supporting documents.,,,15,2025-09-05T17:34:24.338505+00:00,2025-09-05T17:34:24.338505+00:00
94b0f052-3e81-483d-9027-cb65698309c2,d53589a5-07d9-4019-b6a5-bc552bbe155d,,6,Opening Remarks #1,,,,10,2025-09-05T17:34:24.338505+00:00,2025-09-05T17:34:24.338505+00:00
a062bb79-5dcb-44f9-a590-5d22c5bf39f2,d53589a5-07d9-4019-b6a5-bc552bbe155d,,7,Community Input #3,Discussion led by chair.,,,30,2025-09-05T17:34:24.338505+00:00,2025-09-05T17:34:24.338505+00:00
783c1fd6-8220-4d65-9f6f-b372db23a0d5,5f859996-a2fe-4894-a66a-88e0cc7034f5,,1,Community Input #1,Discussion led by chair.,,,15,2025-09-05T17:34:24.338505+00:00,2025-09-05T17:34:24.338505+00:00
3ba59b4a-94a4-4fe5-b2f6-6e658d87039d,5f859996-a2fe-4894-a66a-88e0cc7034f5,,2,Old Business #6,,,,20,2025-09-05T17:34:24.338505+00:00,2025-09-05T17:34:24.338505+00:00
e9f56755-242f-4b52-9bee-276e9c18f4df,5f859996-a2fe-4894-a66a-88e0cc7034f5,,3,New Business #5,Review supporting documents.,,,10,2025-09-05T17:34:24.338505+00:00,2025-09-05T17:34:24.338505+00:00
2d544221-2b03-4750-8396-1b088a49bf64,5f859996-a2fe-4894-a66a-88e0cc7034f5,783c1fd6-8220-4d65-9f6f-b372db23a0d5,4,Opening Remarks #3,Public comment period included.,,,10,2025-09-05T17:34:24.338505+00:00,2025-09-05T17:34:24.338505+00:00
b54ae564-d697-4af8-91f5-b10279b5b7f9,5f859996-a2fe-4894-a66a-88e0cc7034f5,,5,Community Input #6,Discussion led by chair.,,,5,2025-09-05T17:34:24.338505+00:00,2025-09-05T17:34:24.338505+00:00
6d08a0f9-5dee-4e23-b85a-4b60a91d6972,d77a6a31-6635-4413-b50f-b781bba125e8,,1,Action Items #1,Public comment period included.,,,60,2025-09-05T17:34:24.338505+00:00,2025-09-05T17:34:24.338505+00:00
b188a294-0df3-4010-8e74-6a02e145ac49,d77a6a31-6635-4413-b50f-b781bba125e8,,2,Community Input #4,Discussion led by chair.,,,60,2025-09-05T17:34:24.338505+00:00,2025-09-05T17:34:24.338505+00:00
95151ce7-1f07-42a4-8b3b-844603906c96,d77a6a31-6635-4413-b50f-b781bba125e8,,3,Community Input #4,Review supporting documents.,,,15,2025-09-05T17:34:24.338505+00:00,2025-09-05T17:34:24.338505+00:00
85d5a77c-6dbe-4f8b-b169-e02504f57774,d77a6a31-6635-4413-b50f-b781bba125e8,,4,New Business #2,Public comment period included.,,,15,2025-09-05T17:34:24.338505+00:00,2025-09-05T17:34:24.338505+00:00
d5d5a31c-ec1a-4484-81ad-dc47cf2c5158,d77a6a31-6635-4413-b50f-b781bba125e8,6d08a0f9-5dee-4e23-b85a-4b60a91d6972,5,Assessment Alignment #5,Public comment period included.,,,45,2025-09-05T17:34:24.338505+00:00,2025-09-05T17:34:24.338505+00:00
c2fd4a96-199d-48ab-a031-9e97dc3d82f5,4296b153-97c8-4c8c-83b5-23cecb6f3eaa,,1,Opening Remarks #1,Review supporting documents.,,,,2025-09-05T17:34:24.338505+00:00,2025-09-05T17:34:24.338505+00:00
d35bb8a4-a0e0-43e4-baf0-b70db36c1dd2,4296b153-97c8-4c8c-83b5-23cecb6f3eaa,,2,Instructional Materials #6,Discussion led by chair.,,,30,2025-09-05T17:34:24.338505+00:00,2025-09-05T17:34:24.338505+00:00
ff67aaa8-d85c-4de5-b26e-90f89c46685e,4296b153-97c8-4c8c-83b5-23cecb6f3eaa,,3,Instructional Materials #6,Public comment period included.,,,45,2025-09-05T17:34:24.338505+00:00,2025-09-05T17:34:24.338505+00:00
c59685b6-d782-4b9f-863b-4c254b5b2767,4296b153-97c8-4c8c-83b5-23cecb6f3eaa,c2fd4a96-199d-48ab-a031-9e97dc3d82f5,4,Policy Discussion #4,,,,30,2025-09-05T17:34:24.338505+00:00,2025-09-05T17:34:24.338505+00:00
1462e3ff-495a-4564-9f6b-9fcd7358f580,4296b153-97c8-4c8c-83b5-23cecb6f3eaa,,5,Program Update #2,Discussion led by chair.,,,60,2025-09-05T17:34:24.338505+00:00,2025-09-05T17:34:24.338505+00:00
0da5fab2-39da-4e6c-b362-201595118cf8,4296b153-97c8-4c8c-83b5-23cecb6f3eaa,,6,Assessment Alignment #4,,,,60,2025-09-05T17:34:24.338505+00:00,2025-09-05T17:34:24.338505+00:00
b2adba02-d124-4987-8c8f-bac9a84ee7c9,4296b153-97c8-4c8c-83b5-23cecb6f3eaa,,7,New Business #1,Discussion led by chair.,,,45,2025-09-05T17:34:24.338505+00:00,2025-09-05T17:34:24.338505+00:00
3cff4858-c73c-49c5-b2bd-4c32995e6fc6,2e3c3a5b-a87e-4bdf-b8b5-02187c5f279d,,1,Opening Remarks #5,Discussion led by chair.,,,60,2025-09-05T17:34:24.338505+00:00,2025-09-05T17:34:24.338505+00:00
3e4fc4ad-7fb4-4aef-9afc-33b90d446033,2e3c3a5b-a87e-4bdf-b8b5-02187c5f279d,,2,Community Input #3,Discussion led by chair.,,,60,2025-09-05T17:34:24.338505+00:00,2025-09-05T17:34:24.338505+00:00
1675f689-4341-40b5-8f1f-54ef4ff74cf7,2e3c3a5b-a87e-4bdf-b8b5-02187c5f279d,,3,Assessment Alignment #2,Discussion led by chair.,,,20,2025-09-05T17:34:24.338505+00:00,2025-09-05T17:34:24.338505+00:00
12c3c63e-3612-4308-a90e-234a91a62abd,2e3c3a5b-a87e-4bdf-b8b5-02187c5f279d,,4,New Business #2,Review supporting documents.,,,45,2025-09-05T17:34:24.338505+00:00,2025-09-05T17:34:24.338505+00:00
27c984f5-3b78-4313-b88d-59f428dac759,2e3c3a5b-a87e-4bdf-b8b5-02187c5f279d,3cff4858-c73c-49c5-b2bd-4c32995e6fc6,5,Policy Discussion #5,Discussion led by chair.,,,60,2025-09-05T17:34:24.338505+00:00,2025-09-05T17:34:24.338505+00:00
b61b3512-9d07-4b9e-9520-500d65639293,e0f3b546-f69f-4b57-8cff-9cb54baf2bd9,,1,Assessment Alignment #1,Discussion led by chair.,,,5,2025-09-05T17:34:24.338505+00:00,2025-09-05T17:34:24.338505+00:00
8952507a-3575-4faf-bff0-a5295333ea3f,e0f3b546-f69f-4b57-8cff-9cb54baf2bd9,,2,Instructional Materials #4,Public comment period included.,,,,2025-09-05T17:34:24.338505+00:00,2025-09-05T17:34:24.338505+00:00
ca582b0d-1431-483f-9ec1-ccdd6d5dabdc,e0f3b546-f69f-4b57-8cff-9cb54baf2bd9,,3,Opening Remarks #4,Public comment period included.,,,45,2025-09-05T17:34:24.338505+00:00,2025-09-05T17:34:24.338505+00:00
05cbe1ea-e04e-430e-b8de-e77b43987601,e0f3b546-f69f-4b57-8cff-9cb54baf2bd9,,4,Old Business #2,,,,45,2025-09-05T17:34:24.338505+00:00,2025-09-05T17:34:24.338505+00:00
6b4782ca-3be3-44bf-82bc-05f34a1375d3,e0f3b546-f69f-4b57-8cff-9cb54baf2bd9,,5,Opening Remarks #3,Review supporting documents.,,,45,2025-09-05T17:34:24.338505+00:00,2025-09-05T17:34:24.338505+00:00
4bd52eb9-7769-4d02-b2c6-e83df44d2de8,e0f3b546-f69f-4b57-8cff-9cb54baf2bd9,,6,Program Update #6,,,,15,2025-09-05T17:34:24.338505+00:00,2025-09-05T17:34:24.338505+00:00
ced99294-def0-4600-a5ba-a864d083b8b4,e0f3b546-f69f-4b57-8cff-9cb54baf2bd9,,7,Assessment Alignment #2,Discussion led by chair.,,,45,2025-09-05T17:34:24.338505+00:00,2025-09-05T17:34:24.338505+00:00
11107727-3fe1-40dd-a371-f4c1038eac59,2945dfa1-5b16-4eca-8191-83e0c073ca6a,,1,Old Business #6,Review supporting documents.,,,45,2025-09-05T17:34:24.338505+00:00,2025-09-05T17:34:24.338505+00:00
fc5d4f5d-f62e-44b4-b6cc-7f9c6fcc5782,2945dfa1-5b16-4eca-8191-83e0c073ca6a,11107727-3fe1-40dd-a371-f4c1038eac59,2,Policy Discussion #2,,,,60,2025-09-05T17:34:24.338505+00:00,2025-09-05T17:34:24.338505+00:00
09e3b66a-404a-40c6-9e35-0bfcd795547e,2945dfa1-5b16-4eca-8191-83e0c073ca6a,,3,Action Items #5,Discussion led by chair.,,,,2025-09-05T17:34:24.338505+00:00,2025-09-05T17:34:24.338505+00:00
30d18e09-799a-4ab2-8463-8057722b3871,2945dfa1-5b16-4eca-8191-83e0c073ca6a,11107727-3fe1-40dd-a371-f4c1038eac59,4,Community Input #5,Discussion led by chair.,,,30,2025-09-05T17:34:24.338505+00:00,2025-09-05T17:34:24.338505+00:00
a6be304c-336b-4c37-98c7-f3dafd251674,2945dfa1-5b16-4eca-8191-83e0c073ca6a,11107727-3fe1-40dd-a371-f4c1038eac59,5,Assessment Alignment #3,Discussion led by chair.,,,60,2025-09-05T17:34:24.338505+00:00,2025-09-05T17:34:24.338505+00:00
999fe570-c990-4e31-a093-2de0365530c5,2945dfa1-5b16-4eca-8191-83e0c073ca6a,,6,Community Input #6,Review supporting documents.,,,60,2025-09-05T17:34:24.338505+00:00,2025-09-05T17:34:24.338505+00:00
37681e93-a1fe-4e7d-b222-d1a4099da4f8,f94d355f-5b35-4476-aa95-d0485d3fe2be,,1,Assessment Alignment #3,Discussion led by chair.,,,45,2025-09-05T17:34:24.338505+00:00,2025-09-05T17:34:24.338505+00:00
c82011de-34a4-46eb-b1b8-b65989fc51e5,f94d355f-5b35-4476-aa95-d0485d3fe2be,,2,Old Business #3,Review supporting documents.,,,20,2025-09-05T17:34:24.338505+00:00,2025-09-05T17:34:24.338505+00:00
09a00f6c-e764-4187-bd03-cc8c17e2da3c,f94d355f-5b35-4476-aa95-d0485d3fe2be,,3,Assessment Alignment #6,,,,5,2025-09-05T17:34:24.338505+00:00,2025-09-05T17:34:24.338505+00:00
d8dbb04b-ffbb-4d17-a155-0fb4d8a66bdb,f94d355f-5b35-4476-aa95-d0485d3fe2be,,4,Community Input #3,Discussion led by chair.,,,10,2025-09-05T17:34:24.338505+00:00,2025-09-05T17:34:24.338505+00:00
0fbbd931-343b-4960-9644-a39a74108c99,f94d355f-5b35-4476-aa95-d0485d3fe2be,,5,New Business #1,,,,15,2025-09-05T17:34:24.338505+00:00,2025-09-05T17:34:24.338505+00:00
41374ac1-7bed-4a5f-a89d-dc4c757c88b4,ec95c3dd-d178-493b-ba7c-c58cb85b4f34,,1,Community Input #2,Public comment period included.,,,15,2025-09-05T17:34:24.338505+00:00,2025-09-05T17:34:24.338505+00:00
1bbf1af2-69f2-43b6-99ab-3c93008805eb,ec95c3dd-d178-493b-ba7c-c58cb85b4f34,41374ac1-7bed-4a5f-a89d-dc4c757c88b4,2,Program Update #2,Discussion led by chair.,,,5,2025-09-05T17:34:24.338505+00:00,2025-09-05T17:34:24.338505+00:00
11ee2fb2-0210-4339-810a-c3254a1e031b,ec95c3dd-d178-493b-ba7c-c58cb85b4f34,,3,Community Input #3,Discussion led by chair.,,,30,2025-09-05T17:34:24.338505+00:00,2025-09-05T17:34:24.338505+00:00
20776daf-82c3-409e-8f78-5d6bc3688470,ec95c3dd-d178-493b-ba7c-c58cb85b4f34,41374ac1-7bed-4a5f-a89d-dc4c757c88b4,4,Program Update #4,Public comment period included.,,,15,2025-09-05T17:34:24.338505+00:00,2025-09-05T17:34:24.338505+00:00
4cf45c7f-9f8d-4525-8638-cb4519be8cac,ec95c3dd-d178-493b-ba7c-c58cb85b4f34,,5,New Business #6,,,,10,2025-09-05T17:34:24.338505+00:00,2025-09-05T17:34:24.338505+00:00
1a2b51bb-a0f6-44c5-9540-ca24cf5afccc,89d3605e-9677-47eb-acc0-5ad23475340a,,1,Old Business #4,Discussion led by chair.,,,45,2025-09-05T17:34:24.338505+00:00,2025-09-05T17:34:24.338505+00:00
b850da3b-bb78-4dc9-84a0-bfa250506af0,89d3605e-9677-47eb-acc0-5ad23475340a,,2,Opening Remarks #1,,,,5,2025-09-05T17:34:24.338505+00:00,2025-09-05T17:34:24.338505+00:00
59a0fca1-aee0-4cba-9aab-35851897817b,89d3605e-9677-47eb-acc0-5ad23475340a,1a2b51bb-a0f6-44c5-9540-ca24cf5afccc,3,Old Business #4,Public comment period included.,,,15,2025-09-05T17:34:24.338505+00:00,2025-09-05T17:34:24.338505+00:00
7bd7f95c-c7c2-4afb-8429-2ec8a08a6fe6,89d3605e-9677-47eb-acc0-5ad23475340a,1a2b51bb-a0f6-44c5-9540-ca24cf5afccc,4,Program Update #2,Discussion led by chair.,,,30,2025-09-05T17:34:24.338505+00:00,2025-09-05T17:34:24.338505+00:00
62ed8fda-ee5f-4bba-8f01-d373a78ea2ca,89d3605e-9677-47eb-acc0-5ad23475340a,,5,Program Update #5,,,,10,2025-09-05T17:34:24.338505+00:00,2025-09-05T17:34:24.338505+00:00
e012e0b2-60a6-4811-a4de-d06571c3e9f1,e63812fe-7a74-4e5e-a204-e08924e8d207,,1,Program Update #5,Public comment period included.,,,30,2025-09-05T17:34:24.338505+00:00,2025-09-05T17:34:24.338505+00:00
86262efe-9595-42f5-9249-c44d09aef915,e63812fe-7a74-4e5e-a204-e08924e8d207,,2,Old Business #6,Review supporting documents.,,,15,2025-09-05T17:34:24.338505+00:00,2025-09-05T17:34:24.338505+00:00
f9b6deed-915b-4fea-8740-e7f73a8c89c8,e63812fe-7a74-4e5e-a204-e08924e8d207,e012e0b2-60a6-4811-a4de-d06571c3e9f1,3,Assessment Alignment #3,Review supporting documents.,,,15,2025-09-05T17:34:24.338505+00:00,2025-09-05T17:34:24.338505+00:00
68f045d0-7ab1-4833-a03c-ce5795eda8e2,e63812fe-7a74-4e5e-a204-e08924e8d207,e012e0b2-60a6-4811-a4de-d06571c3e9f1,4,New Business #3,Public comment period included.,,,20,2025-09-05T17:34:24.338505+00:00,2025-09-05T17:34:24.338505+00:00
a86e0a01-b106-48aa-81ec-df37632f981f,e63812fe-7a74-4e5e-a204-e08924e8d207,,5,Policy Discussion #4,,,,,2025-09-05T17:34:24.338505+00:00,2025-09-05T17:34:24.338505+00:00
2e070f94-c42d-44fb-8680-88a41141982b,e63812fe-7a74-4e5e-a204-e08924e8d207,,6,Program Update #5,,,,30,2025-09-05T17:34:24.338505+00:00,2025-09-05T17:34:24.338505+00:00
7b1b38be-c31b-4236-95eb-7ac6cfe61613,f9d37608-075a-4e52-b11e-8c5d5421311f,,1,Old Business #4,Discussion led by chair.,,,20,2025-09-05T17:34:24.338505+00:00,2025-09-05T17:34:24.338505+00:00
395cc918-c4ab-4341-8079-edbb5f452597,f9d37608-075a-4e52-b11e-8c5d5421311f,7b1b38be-c31b-4236-95eb-7ac6cfe61613,2,Program Update #2,Review supporting documents.,,,60,2025-09-05T17:34:24.338505+00:00,2025-09-05T17:34:24.338505+00:00
e28fbbaf-cf6d-45e9-91d1-50281c46fc2b,f9d37608-075a-4e52-b11e-8c5d5421311f,7b1b38be-c31b-4236-95eb-7ac6cfe61613,3,Old Business #5,,,,60,2025-09-05T17:34:24.338505+00:00,2025-09-05T17:34:24.338505+00:00
9a4f31c7-29e0-430a-bf25-338e99c6bb6a,f9d37608-075a-4e52-b11e-8c5d5421311f,7b1b38be-c31b-4236-95eb-7ac6cfe61613,4,Program Update #6,Public comment period included.,,,,2025-09-05T17:34:24.338505+00:00,2025-09-05T17:34:24.338505+00:00
33ac1ceb-7a3f-4d63-af8c-e3688024686d,f9d37608-075a-4e52-b11e-8c5d5421311f,,5,Old Business #2,Review supporting documents.,,,,2025-09-05T17:34:24.338505+00:00,2025-09-05T17:34:24.338505+00:00
97fa5948-ae17-4a35-b9e0-e9aea0ee184c,f9d37608-075a-4e52-b11e-8c5d5421311f,,6,New Business #5,Discussion led by chair.,,,20,2025-09-05T17:34:24.338505+00:00,2025-09-05T17:34:24.338505+00:00
ce16a416-c11e-4b1f-9fb9-c88a145d3461,7b239d68-3529-4a7d-ae49-b3bce3bfcc26,,1,Action Items #5,,,,5,2025-09-05T17:34:24.338505+00:00,2025-09-05T17:34:24.338505+00:00
0c7f0130-41cd-4875-ba5c-6652cb1a44d8,7b239d68-3529-4a7d-ae49-b3bce3bfcc26,,2,Action Items #4,Review supporting documents.,,,15,2025-09-05T17:34:24.338505+00:00,2025-09-05T17:34:24.338505+00:00
1586ec1c-6ba8-4580-a2d1-4e6423b9d83a,7b239d68-3529-4a7d-ae49-b3bce3bfcc26,ce16a416-c11e-4b1f-9fb9-c88a145d3461,3,Policy Discussion #1,,,,,2025-09-05T17:34:24.338505+00:00,2025-09-05T17:34:24.338505+00:00
80dd18c2-85dd-46f1-bcd9-bca455535ac8,7b239d68-3529-4a7d-ae49-b3bce3bfcc26,ce16a416-c11e-4b1f-9fb9-c88a145d3461,4,Policy Discussion #6,,,,30,2025-09-05T17:34:24.338505+00:00,2025-09-05T17:34:24.338505+00:00
d4b12ee3-16c1-41b2-a7cf-e11825a33b1e,7b239d68-3529-4a7d-ae49-b3bce3bfcc26,,5,Instructional Materials #2,Public comment period included.,,,15,2025-09-05T17:34:24.338505+00:00,2025-09-05T17:34:24.338505+00:00
d80432db-092a-4d0b-b599-f6b6ef272d01,7b239d68-3529-4a7d-ae49-b3bce3bfcc26,ce16a416-c11e-4b1f-9fb9-c88a145d3461,6,New Business #1,Review supporting documents.,,,20,2025-09-05T17:34:24.338505+00:00,2025-09-05T17:34:24.338505+00:00
bedc3a5e-f254-4d4e-b09f-eb1e36f883fc,1e9e754d-2849-4c30-bf2c-4b9d3d12435f,,1,Instructional Materials #3,Discussion led by chair.,,,20,2025-09-05T17:34:24.338505+00:00,2025-09-05T17:34:24.338505+00:00
db1d3bd0-4452-4fe0-be5d-fc0a77cd7fa1,1e9e754d-2849-4c30-bf2c-4b9d3d12435f,,2,Opening Remarks #5,Review supporting documents.,,,15,2025-09-05T17:34:24.338505+00:00,2025-09-05T17:34:24.338505+00:00
05b283b6-cbae-4b48-928f-75dc20bb749f,1e9e754d-2849-4c30-bf2c-4b9d3d12435f,,3,Old Business #4,Discussion led by chair.,,,45,2025-09-05T17:34:24.338505+00:00,2025-09-05T17:34:24.338505+00:00
46b6832b-4704-4917-9e73-e9afc93728d8,1e9e754d-2849-4c30-bf2c-4b9d3d12435f,,4,Assessment Alignment #1,Public comment period included.,,,5,2025-09-05T17:34:24.338505+00:00,2025-09-05T17:34:24.338505+00:00
0a21f2d0-6e34-432d-9f19-4538a6c737df,1e9e754d-2849-4c30-bf2c-4b9d3d12435f,bedc3a5e-f254-4d4e-b09f-eb1e36f883fc,5,Assessment Alignment #4,Public comment period included.,,,5,2025-09-05T17:34:24.338505+00:00,2025-09-05T17:34:24.338505+00:00
922721e9-fdea-426f-84a6-e787a40903c7,7b567310-8e24-4b54-bae3-01ff3f867f2e,,1,Instructional Materials #6,Review supporting documents.,,,5,2025-09-05T17:34:24.338505+00:00,2025-09-05T17:34:24.338505+00:00
d2bf2f2d-bcac-4083-99e5-e1f5c56898bf,7b567310-8e24-4b54-bae3-01ff3f867f2e,922721e9-fdea-426f-84a6-e787a40903c7,2,Instructional Materials #2,Review supporting documents.,,,30,2025-09-05T17:34:24.338505+00:00,2025-09-05T17:34:24.338505+00:00
8f9e812c-541f-4120-b869-77bdd3219805,7b567310-8e24-4b54-bae3-01ff3f867f2e,,3,Policy Discussion #5,,,,30,2025-09-05T17:34:24.338505+00:00,2025-09-05T17:34:24.338505+00:00
5d44fade-87be-47e3-9474-b2c2f049ef24,7b567310-8e24-4b54-bae3-01ff3f867f2e,922721e9-fdea-426f-84a6-e787a40903c7,4,Instructional Materials #5,,,,30,2025-09-05T17:34:24.338505+00:00,2025-09-05T17:34:24.338505+00:00
a0e64f2f-c7b4-436b-9d1e-3a937d55ad26,7b567310-8e24-4b54-bae3-01ff3f867f2e,,5,Opening Remarks #3,,,,10,2025-09-05T17:34:24.338505+00:00,2025-09-05T17:34:24.338505+00:00
e9994e71-e9c8-417b-b268-815f56fcffb1,7b567310-8e24-4b54-bae3-01ff3f867f2e,,6,Old Business #3,Public comment period included.,,,45,2025-09-05T17:34:24.338505+00:00,2025-09-05T17:34:24.338505+00:00
078302c1-e4b5-4b90-879d-b6bd93b3578a,7b567310-8e24-4b54-bae3-01ff3f867f2e,,7,Old Business #4,Public comment period included.,,,45,2025-09-05T17:34:24.338505+00:00,2025-09-05T17:34:24.338505+00:00
