id,event_id,purchaser_user_id,total_cents,currency,status,external_ref,attributes,created_at,updated_at
0fc14a21-49f5-434e-9f77-4949a35e5db8,18a5ed70-d7bb-4d98-84c8-20feb05b612e,68af3f4b-53ea-4fb3-ace2-4f5f09329b95,500,USD,cancelled,,"{""source"": ""web"", ""promo"": ""WELCOME10"", ""notes"": """"}",2025-06-15T07:34:24.553906+00:00,2025-06-15T09:58:24.553906+00:00
836bc42c-e207-4570-b568-7ecc795a9398,18a5ed70-d7bb-4d98-84c8-20feb05b612e,68af3f4b-53ea-4fb3-ace2-4f5f09329b95,6000,USD,paid,,,2025-08-27T13:34:24.553932+00:00,2025-08-27T14:30:24.553932+00:00
6e3bc85f-b2ec-4558-8e8c-c07287a15977,368be43d-ead6-4256-ac6b-89a56937665c,c4f1c6be-0c2a-459e-b358-606596b3f036,6000,USD,pending,,"{""source"": ""web"", ""promo"": ""WELCOME10"", ""notes"": ""Gift purchase""}",2025-07-18T14:34:24.553955+00:00,2025-07-18T17:33:24.553955+00:00
269456c1-259f-4586-8cc2-c8ff5050ac0f,368be43d-ead6-4256-ac6b-89a56937665c,,2500,USD,paid,ch_f079d8d851474845aa6e70,,2025-07-13T07:34:24.553986+00:00,2025-07-13T13:10:24.553986+00:00
5aa87a54-a860-4074-8d55-3002883f2d03,368be43d-ead6-4256-ac6b-89a56937665c,7491502f-822d-4562-913c-180342aa3c91,1500,USD,paid,,"{""source"": ""mobile"", ""promo"": ""WELCOME10"", ""notes"": """"}",2025-06-30T10:34:24.554007+00:00,2025-06-30T17:22:24.554007+00:00
ff0fb46b-5124-4fb8-84a9-161ef2f48058,368be43d-ead6-4256-ac6b-89a56937665c,56e83a0e-51e0-46c8-bf30-4365a7a6c694,4500,USD,cancelled,,"{""source"": ""pos"", ""promo"": ""FALL25"", ""notes"": """"}",2025-06-22T10:34:24.554034+00:00,2025-06-22T13:25:24.554034+00:00
f58d21ac-2600-4404-815d-c5009017783b,368be43d-ead6-4256-ac6b-89a56937665c,ff805abd-5d89-451c-ad0c-8f24fc450554,1500,USD,cancelled,,,2025-06-23T09:34:24.554057+00:00,2025-06-23T13:28:24.554057+00:00
8f4194fc-9654-4997-8329-de5bc878c447,ff0c3a12-dfe8-4546-ac80-29d006ae7e15,cbf2a7bf-22ff-4102-b539-3c6833074891,2500,USD,cancelled,,,2025-07-02T09:34:24.554078+00:00,2025-07-02T10:40:24.554078+00:00
2b013f7e-294a-4866-a0e5-0f3396400bba,ff0c3a12-dfe8-4546-ac80-29d006ae7e15,,10000,USD,paid,ch_94c29b46ac2f41488df2e1,"{""source"": ""pos"", ""promo"": ""FALL25"", ""notes"": ""Employee purchase""}",2025-07-09T14:34:24.554104+00:00,2025-07-09T19:12:24.554104+00:00
ed6940be-d3ac-4354-9114-5d66b8f40592,ff0c3a12-dfe8-4546-ac80-29d006ae7e15,1ba7b25a-7ca1-40d4-8b2f-5c803fa95876,2000,USD,paid,ch_f048196af20047de8535c2,"{""source"": ""pos"", ""promo"": """", ""notes"": """"}",2025-06-22T06:34:24.554136+00:00,2025-06-22T13:23:24.554136+00:00
28be5684-0d53-4981-ad92-b9cf7358517c,ff0c3a12-dfe8-4546-ac80-29d006ae7e15,,7500,USD,paid,ch_298089772bd54fa897f068,,2025-08-04T05:34:24.554167+00:00,2025-08-04T06:43:24.554167+00:00
55497f43-c219-4e41-b9ef-3c8a4c7fa0cd,ff0c3a12-dfe8-4546-ac80-29d006ae7e15,2a0e1451-aba1-4afc-82ef-a90428c7fa43,0,USD,paid,ch_28db2f1a6c034fa98a6f4c,,2025-07-25T05:34:24.554193+00:00,2025-07-25T09:07:24.554193+00:00
3db1e87b-ca59-4bf7-9f9a-73c81b859225,ff0c3a12-dfe8-4546-ac80-29d006ae7e15,,7500,USD,pending,,,2025-07-25T07:34:24.554211+00:00,2025-07-25T10:42:24.554211+00:00
3b3fdb4d-20b6-4dab-be4d-4bfffa630aa6,ff0c3a12-dfe8-4546-ac80-29d006ae7e15,4ab50386-7913-4e99-ab0d-c6b5658144dc,500,USD,paid,ch_c1ccdc7c27fc4e4b8a53c7,,2025-06-13T15:34:24.554235+00:00,2025-06-13T17:27:24.554235+00:00
cd2a1bda-0a96-4e6d-bfe0-93c515579ce5,ff0c3a12-dfe8-4546-ac80-29d006ae7e15,fc1796e8-6544-43e6-a1c2-329e3a9876fc,3000,USD,paid,ch_bbc55213d34e459b992312,,2025-07-02T09:34:24.554258+00:00,2025-07-02T16:50:24.554258+00:00
85cbf161-e1f4-4256-88e2-0e785a538714,ff0c3a12-dfe8-4546-ac80-29d006ae7e15,,0,USD,paid,ch_a50e8b8c881f48b0ac2e15,"{""source"": ""web"", ""promo"": """", ""notes"": """"}",2025-08-27T07:34:24.554283+00:00,2025-08-27T14:28:24.554283+00:00
9183dd84-152c-45bc-8663-eb8ca1a15ab2,ff0c3a12-dfe8-4546-ac80-29d006ae7e15,6799aa59-d754-46bf-80d0-b0a0b174ee74,4500,USD,paid,ch_91a4567e6d1544b7963ea3,,2025-06-07T07:34:24.554313+00:00,2025-06-07T08:27:24.554313+00:00
59f3a8ea-731c-4d61-a20a-8bc1b64ce80e,ff0c3a12-dfe8-4546-ac80-29d006ae7e15,,500,USD,paid,,,2025-07-25T11:34:24.554330+00:00,2025-07-25T16:52:24.554330+00:00
761ba45c-5fbe-4178-a794-59439942432c,ff0c3a12-dfe8-4546-ac80-29d006ae7e15,e5c32794-901a-45fb-9738-a22cc7d0e0d1,1000,USD,paid,ch_45e3e301db6d42e7868652,,2025-07-04T11:34:24.554353+00:00,2025-07-04T11:41:24.554353+00:00
356fbed3-d534-46ff-aa57-1ca53e4529e8,ff0c3a12-dfe8-4546-ac80-29d006ae7e15,6e2e3220-771e-496b-842c-b6184642ba0e,1000,USD,paid,ch_01e01b53740f4d3ba72061,,2025-08-14T07:34:24.554377+00:00,2025-08-14T12:12:24.554377+00:00
2df9985f-51af-445d-83fa-966c502e2a50,ff0c3a12-dfe8-4546-ac80-29d006ae7e15,67bae7b9-2c35-4d76-b76e-7d3d04fd7121,0,USD,paid,ch_b2e1acb48f494ce2a04c7f,"{""source"": ""web"", ""promo"": ""WELCOME10"", ""notes"": ""Gift purchase""}",2025-07-07T16:34:24.554402+00:00,2025-07-07T18:18:24.554402+00:00
59a07dcc-a494-4ecc-ad1f-b4949972779a,5bb7471f-ac69-4989-ac36-81566b4e3866,2c010bfc-e9e7-4b0a-ae64-8b6e46bb773b,3000,USD,paid,ch_295bbf6a3d944651a87010,,2025-07-31T06:34:24.554434+00:00,2025-07-31T11:03:24.554434+00:00
32728875-b736-407c-8b08-2fa6ccf443f6,5bb7471f-ac69-4989-ac36-81566b4e3866,065ad1e8-e415-47d7-891c-4300b7337edb,0,USD,paid,ch_5ee8f79f654c4d7fa0076b,"{""source"": ""web"", ""promo"": ""FALL25"", ""notes"": """"}",2025-07-12T10:34:24.554460+00:00,2025-07-12T16:01:24.554460+00:00
50bcaca2-3425-436d-b076-b236d1f3a392,5bb7471f-ac69-4989-ac36-81566b4e3866,dbb79877-5662-44e7-a737-238cfb88d92f,10000,USD,pending,,"{""source"": ""mobile"", ""promo"": ""FALL25"", ""notes"": ""Gift purchase""}",2025-09-04T14:34:24.554484+00:00,2025-09-04T21:25:24.554484+00:00
6f147e98-ca77-4f78-b2cf-0e3315f7c8cb,5bb7471f-ac69-4989-ac36-81566b4e3866,7a097ebf-0512-48e4-9fef-d48180f0f6c4,6000,USD,cancelled,,,2025-08-17T11:34:24.554508+00:00,2025-08-17T18:58:24.554508+00:00
42d43c05-0f65-4b55-8d3e-e3939de2699c,5bb7471f-ac69-4989-ac36-81566b4e3866,65163b42-2013-4e43-849a-90de9328532a,4500,USD,paid,ch_83028677f86f4d3987057f,,2025-08-11T07:34:24.554532+00:00,2025-08-11T10:27:24.554532+00:00
8181fded-fdfc-4b9e-aa33-78b5aafcfc52,5bb7471f-ac69-4989-ac36-81566b4e3866,076c0ddc-a3f2-4466-add0-c636d33e8861,2500,USD,paid,ch_81f9a52246304623aed28b,"{""source"": ""mobile"", ""promo"": ""EARLYBIRD"", ""notes"": ""Gift purchase""}",2025-06-12T16:34:24.554557+00:00,2025-06-12T17:16:24.554557+00:00
9c88cf2b-5bfe-4c50-8e7e-fd8d2f8ad443,5bb7471f-ac69-4989-ac36-81566b4e3866,919d26dd-c2fb-46f5-9b70-107f85fba63e,1500,USD,pending,,"{""source"": ""web"", ""promo"": """", ""notes"": ""Gift purchase""}",2025-09-01T13:34:24.554582+00:00,2025-09-01T16:42:24.554582+00:00
b92798f1-b47f-44fd-9c0f-7910859b27c4,5bb7471f-ac69-4989-ac36-81566b4e3866,,4500,USD,paid,ch_7b8f0ee6c08c43de90f004,,2025-07-16T09:34:24.554611+00:00,2025-07-16T17:44:24.554611+00:00
c5a7632e-afdf-4980-b56d-9d692b1df63b,5bb7471f-ac69-4989-ac36-81566b4e3866,,7500,USD,paid,,,2025-08-29T17:34:24.554629+00:00,2025-08-29T20:05:24.554629+00:00
eb9ce7ab-e103-4050-9d67-98aa0f80e9db,5bb7471f-ac69-4989-ac36-81566b4e3866,28383728-5699-4ca3-a3fc-816a1ae8b6c4,2000,USD,paid,ch_65013f57fd2541c4906203,"{""source"": ""web"", ""promo"": """", ""notes"": ""Employee purchase""}",2025-07-09T11:34:24.554654+00:00,2025-07-09T16:02:24.554654+00:00
9aaa2714-de4b-4c86-b690-d0097a0c6c30,c25be91c-8dc1-4eb8-81ec-cfa6a6ec47c5,3cfe402f-e645-4f55-97fa-35d8c72eacbf,1000,USD,paid,,"{""source"": ""pos"", ""promo"": ""FALL25"", ""notes"": ""Gift purchase""}",2025-08-30T05:34:24.554681+00:00,2025-08-30T06:19:24.554681+00:00
0a2b1dd3-fedf-4418-9144-b9960d7b9425,c25be91c-8dc1-4eb8-81ec-cfa6a6ec47c5,80d21ff7-c379-4577-8c02-24552a6daa9b,7500,USD,paid,ch_d17cb9cc77c54e2ead23dc,"{""source"": ""mobile"", ""promo"": ""EARLYBIRD"", ""notes"": ""Employee purchase""}",2025-07-28T17:34:24.554714+00:00,2025-07-28T23:26:24.554714+00:00
656171bf-379f-4dc9-b27e-83394dc943d5,c25be91c-8dc1-4eb8-81ec-cfa6a6ec47c5,86112839-439a-46bb-872c-2b9934211ee6,2500,USD,paid,,,2025-09-02T09:34:24.554738+00:00,2025-09-02T10:06:24.554738+00:00
3b1db989-f6b9-474a-82de-e2321019f173,c25be91c-8dc1-4eb8-81ec-cfa6a6ec47c5,e2e1b291-ef1f-4ab6-96ad-d1d9734a6323,7500,USD,pending,,,2025-07-09T15:34:24.554757+00:00,2025-07-09T23:45:24.554757+00:00
ad297cbb-bd10-4247-8426-df9bf4b49f47,c25be91c-8dc1-4eb8-81ec-cfa6a6ec47c5,d4301578-b99e-442e-9ac0-d05623bc61d6,1000,USD,pending,,,2025-09-02T10:34:24.554775+00:00,2025-09-02T13:39:24.554775+00:00
579d3274-b371-41c9-b4b5-a32c822cb4ad,c25be91c-8dc1-4eb8-81ec-cfa6a6ec47c5,fa365be7-9114-4e5a-99f7-42b6aa3ba386,4500,USD,pending,,,2025-07-06T09:34:24.554792+00:00,2025-07-06T12:54:24.554792+00:00
acaa8e0f-24a3-4f68-83ad-70f3e291abc2,c25be91c-8dc1-4eb8-81ec-cfa6a6ec47c5,919d26dd-c2fb-46f5-9b70-107f85fba63e,1000,USD,paid,ch_a2fd24e032004c0aa9b066,,2025-08-14T09:34:24.554816+00:00,2025-08-14T16:42:24.554816+00:00
927bf956-aaf7-4d4a-b98b-ea6121d162af,c25be91c-8dc1-4eb8-81ec-cfa6a6ec47c5,56e83a0e-51e0-46c8-bf30-4365a7a6c694,500,USD,refunded,ch_04d932a3a8c74062b1c520,,2025-06-08T06:34:24.554840+00:00,2025-06-08T13:26:24.554840+00:00
796fe838-6ea0-4ed5-b37f-b531791f3a63,c25be91c-8dc1-4eb8-81ec-cfa6a6ec47c5,2c78777b-1a34-4590-9135-c285b9809e80,0,USD,paid,ch_a143155d77654718bb6e0f,"{""source"": ""pos"", ""promo"": ""WELCOME10"", ""notes"": ""Employee purchase""}",2025-07-08T05:34:24.554864+00:00,2025-07-08T06:55:24.554864+00:00
e5ee8633-5046-4e06-969d-31052e91fc1c,c25be91c-8dc1-4eb8-81ec-cfa6a6ec47c5,97945df1-b772-413e-86f9-7d40c2693bed,500,USD,paid,ch_3e27b92bfa384cf6958ee9,"{""source"": ""web"", ""promo"": ""FALL25"", ""notes"": """"}",2025-06-24T17:34:24.554895+00:00,2025-06-24T23:50:24.554895+00:00
42873e8e-0fc1-484a-b379-0971023ff9e8,a356b79c-a1ab-4a71-a5b0-d3a5dff8469f,5795c4ac-c670-4b31-b9b4-de6ab1d82ab8,10000,USD,paid,ch_9829e244fc22469ca25895,"{""source"": ""pos"", ""promo"": """", ""notes"": """"}",2025-08-25T05:34:24.554927+00:00,2025-08-25T11:29:24.554927+00:00
b7c8f245-7916-4c6b-9e8b-7ab0fa88c373,a356b79c-a1ab-4a71-a5b0-d3a5dff8469f,c7d0c7f6-9290-4944-8f85-5c40be338c49,6000,USD,refunded,ch_efcfec8607e04efc99f711,,2025-07-09T11:34:24.554957+00:00,2025-07-09T12:05:24.554957+00:00
91a81c88-3030-4603-ae08-694520ef1a8e,a356b79c-a1ab-4a71-a5b0-d3a5dff8469f,d811909a-e966-4a79-b780-ac970f7e88eb,6000,USD,paid,ch_cad9aa203df54a419bcf12,"{""source"": ""web"", ""promo"": """", ""notes"": ""Employee purchase""}",2025-08-27T09:34:24.554983+00:00,2025-08-27T10:07:24.554983+00:00
f530da9d-574e-4c91-a0b3-3f09a5fe948a,a356b79c-a1ab-4a71-a5b0-d3a5dff8469f,d2246b28-6325-4e53-bf97-8f07a2850259,10000,USD,paid,ch_6c5ffaeba8f544109bfa1f,,2025-06-25T10:34:24.555012+00:00,2025-06-25T16:10:24.555012+00:00
fdc8c288-4289-4fd6-8b7e-b16585e7d0d0,a356b79c-a1ab-4a71-a5b0-d3a5dff8469f,3d0151c9-7970-4384-8909-a8f26f09f969,3000,USD,paid,ch_adb3a2a1df2e40a1a32cfc,"{""source"": ""pos"", ""promo"": ""FALL25"", ""notes"": """"}",2025-08-09T07:34:24.555038+00:00,2025-08-09T11:36:24.555038+00:00
5eb39053-c10a-4d3c-b4cc-3ce4ca0ee2f5,a356b79c-a1ab-4a71-a5b0-d3a5dff8469f,ec3d63f3-c335-4369-ae30-3e0bca1c939a,4500,USD,refunded,ch_5e62032575d54f6eb06823,"{""source"": ""web"", ""promo"": ""WELCOME10"", ""notes"": ""Gift purchase""}",2025-06-29T05:34:24.555068+00:00,2025-06-29T06:44:24.555068+00:00
3cb3a2f5-7d04-471f-9bfa-b266f9353dc9,a356b79c-a1ab-4a71-a5b0-d3a5dff8469f,15c47e44-2379-4d7c-ba17-74bc94758485,1000,USD,cancelled,,,2025-07-11T14:34:24.555091+00:00,2025-07-11T17:37:24.555091+00:00
098cdd8f-079b-4fd6-861d-2c1521b42e2e,ad96a18d-033d-4bf7-be64-34b24e049ed0,fbe2bd5c-7e95-4253-b766-f5db57e7011a,10000,USD,pending,,,2025-08-06T14:34:24.555111+00:00,2025-08-06T15:21:24.555111+00:00
92ad8a2e-a440-4ff2-a3ba-c05f728d72d6,ad96a18d-033d-4bf7-be64-34b24e049ed0,f4b449dc-51a9-46e4-922f-4304833406a7,0,USD,paid,ch_abd58b5084b1489c80726e,"{""source"": ""mobile"", ""promo"": """", ""notes"": """"}",2025-08-03T14:34:24.555136+00:00,2025-08-03T20:13:24.555136+00:00
c5213201-80e3-4e44-994a-391494d4d139,ad96a18d-033d-4bf7-be64-34b24e049ed0,2cd1a99f-9354-44b5-87c7-9d6586a921e6,4500,USD,pending,,"{""source"": ""pos"", ""promo"": """", ""notes"": """"}",2025-06-18T16:34:24.555161+00:00,2025-06-18T18:20:24.555161+00:00
b2515ac1-9e06-4da8-b715-85dc3f3ed2ec,ad96a18d-033d-4bf7-be64-34b24e049ed0,d9a316a4-c4b9-4aa5-bb13-474d7b77bcbf,4500,USD,paid,,,2025-07-09T08:34:24.555185+00:00,2025-07-09T15:59:24.555185+00:00
bf30c506-6af3-4ec4-aa68-01f5716bd4a1,ad96a18d-033d-4bf7-be64-34b24e049ed0,06309b91-a068-4763-b0f7-54a7cafbaf6b,500,USD,paid,ch_c6062cb5b1f7454087da91,"{""source"": ""mobile"", ""promo"": """", ""notes"": ""Gift purchase""}",2025-07-06T14:34:24.555211+00:00,2025-07-06T19:34:24.555211+00:00
7da18565-f1a5-4a0e-a24f-a0f2e462498f,ad96a18d-033d-4bf7-be64-34b24e049ed0,,2500,USD,pending,,"{""source"": ""pos"", ""promo"": ""WELCOME10"", ""notes"": ""Employee purchase""}",2025-06-20T09:34:24.555234+00:00,2025-06-20T14:46:24.555234+00:00
007f5e92-c245-4fb9-a996-89e2c7c1fcd6,82b2b5b4-b155-4aee-973d-9413641360d0,,2000,USD,paid,,,2025-08-14T17:34:24.555260+00:00,2025-08-14T23:32:24.555260+00:00
03c22112-868c-460e-b6bf-52adb3df56b9,82b2b5b4-b155-4aee-973d-9413641360d0,64ef8167-d9de-465a-8bef-22813d87583f,1500,USD,paid,ch_441ee1f265404f8281c490,,2025-08-02T13:34:24.555286+00:00,2025-08-02T21:14:24.555286+00:00
5d87fdec-9b74-4b03-8fc2-286c6744c421,82b2b5b4-b155-4aee-973d-9413641360d0,d4e6d9cc-945d-4f07-9005-8124a3965bba,10000,USD,paid,ch_f09a2c6a412941bca97702,"{""source"": ""mobile"", ""promo"": ""EARLYBIRD"", ""notes"": """"}",2025-08-10T07:34:24.555312+00:00,2025-08-10T08:56:24.555312+00:00
c0a64cee-2e77-4dc0-a886-016393b40c09,82b2b5b4-b155-4aee-973d-9413641360d0,,500,USD,paid,ch_c73226c9dca24f6891f85e,,2025-07-08T11:34:24.555340+00:00,2025-07-08T11:47:24.555340+00:00
34dad0af-5e87-4be7-86dd-91d8b3bb53fb,82b2b5b4-b155-4aee-973d-9413641360d0,,10000,USD,pending,,,2025-06-13T05:34:24.555359+00:00,2025-06-13T12:48:24.555359+00:00
51b42b20-89e9-4157-8260-90203afb07d0,82b2b5b4-b155-4aee-973d-9413641360d0,c23e4e51-79d6-4dd5-8b69-396f739d6dcb,6000,USD,paid,ch_762cca4a0ec84f31bf77bd,"{""source"": ""mobile"", ""promo"": ""EARLYBIRD"", ""notes"": """"}",2025-06-17T07:34:24.555384+00:00,2025-06-17T09:03:24.555384+00:00
4cf78ab5-7009-4b60-937b-e1e6123d49eb,82b2b5b4-b155-4aee-973d-9413641360d0,a528cb71-685a-466e-8082-a71103c2d8fa,1000,USD,paid,ch_6d867b86edbc46b699a04c,,2025-07-14T09:34:24.555413+00:00,2025-07-14T15:16:24.555413+00:00
28a8c759-2e3b-4162-a0ec-ff62d9bcf395,82b2b5b4-b155-4aee-973d-9413641360d0,e8ddcdad-a0e4-4eec-9435-bbd109e0cdea,3000,USD,paid,,,2025-06-25T12:34:24.555431+00:00,2025-06-25T19:51:24.555431+00:00
9a3213b3-2930-4192-a1ac-33b76c0138e3,82b2b5b4-b155-4aee-973d-9413641360d0,5b442396-3af1-4c3e-b02f-5c4ffc0fcdf7,1000,USD,paid,ch_dc462f65c60b45e089c45b,"{""source"": ""web"", ""promo"": ""WELCOME10"", ""notes"": ""Gift purchase""}",2025-07-10T05:34:24.555456+00:00,2025-07-10T12:20:24.555456+00:00
ea873338-1b59-40a1-8a53-b93fbee7c693,82b2b5b4-b155-4aee-973d-9413641360d0,,1500,USD,paid,ch_3c128f1b2dd04c998f9893,,2025-07-02T15:34:24.555484+00:00,2025-07-02T21:03:24.555484+00:00
76f88797-3b7f-4de5-a77b-34be61e215a2,82b2b5b4-b155-4aee-973d-9413641360d0,,1500,USD,paid,ch_84d80df699c0438abd6ae1,,2025-06-10T12:34:24.555507+00:00,2025-06-10T14:06:24.555507+00:00
a3037a96-94f9-438d-bae3-62477718ee4a,cab034cb-f0c8-4a62-ba34-748796587176,539d33bc-edee-4208-927f-34d8695222a4,1000,USD,cancelled,,,2025-07-06T10:34:24.555527+00:00,2025-07-06T11:36:24.555527+00:00
52f2f343-b1db-495c-b069-cd5cb5e635a0,cab034cb-f0c8-4a62-ba34-748796587176,fde11642-9f8f-426f-aec4-2b900140a36e,7500,USD,pending,,,2025-06-23T16:34:24.555545+00:00,2025-06-23T21:22:24.555545+00:00
eacf5673-12fd-4ab8-9cb4-bdd582222a4e,cab034cb-f0c8-4a62-ba34-748796587176,,500,USD,refunded,ch_ecb472bb6a934052b34a16,,2025-06-21T07:34:24.555570+00:00,2025-06-21T09:40:24.555570+00:00
93cab016-43ad-42d0-9473-dfb1a394d223,cab034cb-f0c8-4a62-ba34-748796587176,53f61876-ef00-42cc-a097-6780df5d2060,1500,USD,pending,,"{""source"": ""web"", ""promo"": """", ""notes"": ""Gift purchase""}",2025-06-09T17:34:24.555589+00:00,2025-06-09T20:40:24.555589+00:00
3fedc32f-535a-498f-83e4-7e9b406435c1,cab034cb-f0c8-4a62-ba34-748796587176,2c010bfc-e9e7-4b0a-ae64-8b6e46bb773b,7500,USD,pending,,,2025-08-13T06:34:24.555613+00:00,2025-08-13T08:39:24.555613+00:00
edf3d0b5-f98f-4d64-9b04-fd98144ab773,7ad48611-b697-49ba-9bab-68b56ef8e49b,b797a06e-cdc9-4111-8526-c5057801f29d,4500,USD,paid,ch_8c2697013cc142febdbcf0,,2025-07-01T10:34:24.555639+00:00,2025-07-01T16:45:24.555639+00:00
647a1985-40ea-4e23-bbb6-5d7fe17cc05d,7ad48611-b697-49ba-9bab-68b56ef8e49b,e16eb7b4-9ad9-4f1c-af6e-efbc8453cdda,2500,USD,paid,ch_0e9ac5e86e7044c19e708a,,2025-08-25T17:34:24.555663+00:00,2025-08-25T19:29:24.555663+00:00
8d041528-f25d-4f34-ae96-ffc1126762ee,7ad48611-b697-49ba-9bab-68b56ef8e49b,5e9d90d1-7c82-4eb3-b08e-f4b03a9352ae,10000,USD,paid,ch_659b8d7ddbc248e88dce7b,,2025-08-01T08:34:24.555687+00:00,2025-08-01T16:47:24.555687+00:00
c93fee14-9ad8-40f1-8f10-80cf87885637,7ad48611-b697-49ba-9bab-68b56ef8e49b,a2bf22eb-df6b-412e-b676-e0d5811922db,2000,USD,paid,ch_a094b8850c714b23816625,"{""source"": ""web"", ""promo"": ""FALL25"", ""notes"": """"}",2025-06-20T07:34:24.555712+00:00,2025-06-20T11:06:24.555712+00:00
556234dd-06da-4465-8692-a5df8eef41f5,7ad48611-b697-49ba-9bab-68b56ef8e49b,d4e6d9cc-945d-4f07-9005-8124a3965bba,6000,USD,paid,ch_de4a8ddc0c044a51a80874,"{""source"": ""web"", ""promo"": """", ""notes"": """"}",2025-06-11T08:34:24.555743+00:00,2025-06-11T12:50:24.555743+00:00
9b8adbaf-fc36-426c-8976-e132cd6940c0,7ad48611-b697-49ba-9bab-68b56ef8e49b,,4500,USD,cancelled,,,2025-09-03T13:34:24.555766+00:00,2025-09-03T13:42:24.555766+00:00
2625fc12-8ee4-4474-bfa4-21ff1fac5915,7ad48611-b697-49ba-9bab-68b56ef8e49b,481ef668-ec12-4ebc-8254-9bb704c63ba5,1000,USD,paid,ch_f4376d3911654d61a46fb4,,2025-08-29T10:34:24.555790+00:00,2025-08-29T10:43:24.555790+00:00
4d6d933d-a9fb-4ab3-8ef4-3ef72b9fd232,7ad48611-b697-49ba-9bab-68b56ef8e49b,fe60bb74-3661-4599-b690-520a2e0d0f07,500,USD,pending,,,2025-08-17T06:34:24.555808+00:00,2025-08-17T06:40:24.555808+00:00
a15efa3d-3877-4e6a-bbfb-34439a82500c,b8cd95f7-1929-4e69-8388-57801a869e0e,0922a568-49e4-4b2e-861c-472e9c48213c,10000,USD,paid,,"{""source"": ""mobile"", ""promo"": """", ""notes"": ""Gift purchase""}",2025-07-05T06:34:24.555830+00:00,2025-07-05T14:00:24.555830+00:00
5c5538af-fc73-4d85-b2de-a86aad3886f6,b8cd95f7-1929-4e69-8388-57801a869e0e,,7500,USD,paid,ch_2f26841a4bf845a49ec565,,2025-07-08T07:34:24.555860+00:00,2025-07-08T13:14:24.555860+00:00
78430e04-fd23-477d-a900-4d7cf5bd4ff3,b8cd95f7-1929-4e69-8388-57801a869e0e,d9a316a4-c4b9-4aa5-bb13-474d7b77bcbf,4500,USD,paid,ch_dfb3dff32e5c43628434fc,,2025-06-24T16:34:24.555884+00:00,2025-06-24T18:57:24.555884+00:00
